pl_age,pl_azimut_int,pl_bark_thick,pl_code,pl_dbh,pl_height,pl_leaf_area,pl_name,pl_radial_int,pl_remarks,pl_sap_units,pl_sapw_area,pl_sapw_depth,pl_sens_calib,pl_sens_cor_grad,pl_sens_cor_zero,pl_sens_hgt,pl_sens_length,pl_sens_man,pl_sens_meth,pl_sens_timestep,pl_social,pl_species,pl_treatment,si_code,pl_sap_units_orig
NA,No azimuthal correction,10.55,USA_WIL_WC1_Fpe_Js_1,27,NA,NA,U1-T1,No radial correction,NA,cm3 h-1,263.041782973889,4.01,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Fraxinus pennsylvanica,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,10.7,USA_WIL_WC1_Asa_Js_10,20.45,NA,NA,U2-T2,No radial correction,NA,cm3 h-1,246.545672648971,6.845,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,11,USA_WIL_WC1_Asa_Js_11,20.3,NA,NA,U2-T3,No radial correction,NA,cm3 h-1,195.650850643204,4.62,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,4.3,USA_WIL_WC1_Ovi_Js_12,13.05,NA,NA,U2-T4,No radial correction,NA,cm3 h-1,68.8008791136165,2.19,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Ostrya virginiana,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,13.3,USA_WIL_WC1_Asa_Js_13,27.5,NA,NA,U2-T5,No radial correction,NA,cm3 h-1,421.838924357096,7.95,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,10.8,USA_WIL_WC1_Asa_Js_14,19.5,NA,NA,U2-T6,No radial correction,NA,cm3 h-1,153.634169476481,3.545,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,17,USA_WIL_WC1_Qru_Js_15,41.3,NA,NA,U2-T7,No radial correction,NA,cm3 h-1,141.698709206779,1.23,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Quercus rubra,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,19.8,USA_WIL_WC1_Qru_Js_16,54.35,NA,NA,U2-T8,No radial correction,NA,cm3 h-1,234.852272093228,1.53,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Quercus rubra,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,9.5,USA_WIL_WC1_Asa_Js_2,18.6,NA,NA,U1-T2,No radial correction,NA,cm3 h-1,143.147533198799,3.435,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,10.2,USA_WIL_WC1_Asa_Js_3,35.5,NA,NA,U1-T3,No radial correction,NA,cm3 h-1,803.571648579934,11.82,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,5.7,USA_WIL_WC1_Asa_Js_4,30.3,NA,NA,U1-T4,No radial correction,NA,cm3 h-1,576.727845939422,9.195,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,11.3,USA_WIL_WC1_Asa_Js_5,23.6,NA,NA,U1-T5,No radial correction,NA,cm3 h-1,304.856695352435,6.57,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,11.5,USA_WIL_WC1_Fpe_Js_6,32.25,NA,NA,U1-T6,No radial correction,NA,cm3 h-1,476.722233856045,6.46,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Fraxinus pennsylvanica,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,7.3,USA_WIL_WC1_Asa_Js_7,21.35,NA,NA,U1-T7,No radial correction,NA,cm3 h-1,279.639445281335,6.8,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,9.1,USA_WIL_WC1_Asa_Js_8,24.4,NA,NA,U1-T8,No radial correction,NA,cm3 h-1,350.801152734308,7.315,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Acer saccharum,NA,USA_WIL_WC1,g m-2 s-1
NA,No azimuthal correction,8.1,USA_WIL_WC1_Tam_Js_9,32.8,NA,NA,U2-T1,No radial correction,NA,cm3 h-1,555.908589963898,7.46,FALSE,No correction,Previous night zero flow,1.4,20,Lab made,HPTM,15,NA,Tilia americana,NA,USA_WIL_WC1,g m-2 s-1
