TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,sw_in,ws,precip,ppfd_in,ext_rad
2014-12-11T03:00:00Z,2014-12-10T23:39:41Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T04:00:00Z,2014-12-11T00:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T05:00:00Z,2014-12-11T01:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T06:00:00Z,2014-12-11T02:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T07:00:00Z,2014-12-11T03:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T08:00:00Z,2014-12-11T04:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T09:00:00Z,2014-12-11T05:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T10:00:00Z,2014-12-11T06:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T11:00:00Z,2014-12-11T07:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T12:00:00Z,2014-12-11T08:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T13:00:00Z,2014-12-11T09:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T14:00:00Z,2014-12-11T10:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T15:00:00Z,2014-12-11T11:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T16:00:00Z,2014-12-11T12:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T17:00:00Z,2014-12-11T13:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T18:00:00Z,2014-12-11T14:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T19:00:00Z,2014-12-11T15:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T20:00:00Z,2014-12-11T16:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T21:00:00Z,2014-12-11T17:39:14Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-11T22:00:00Z,2014-12-11T18:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-11T23:00:00Z,2014-12-11T19:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T00:00:00Z,2014-12-11T20:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T01:00:00Z,2014-12-11T21:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T02:00:00Z,2014-12-11T22:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T03:00:00Z,2014-12-11T23:39:14Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T04:00:00Z,2014-12-12T00:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T05:00:00Z,2014-12-12T01:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T06:00:00Z,2014-12-12T02:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T07:00:00Z,2014-12-12T03:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T08:00:00Z,2014-12-12T04:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T09:00:00Z,2014-12-12T05:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T10:00:00Z,2014-12-12T06:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T11:00:00Z,2014-12-12T07:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T12:00:00Z,2014-12-12T08:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T13:00:00Z,2014-12-12T09:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T14:00:00Z,2014-12-12T10:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T15:00:00Z,2014-12-12T11:38:47Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-12T16:00:00Z,2014-12-12T12:38:47Z,,,,OUT_WARN,,,CALCULATED,CALCULATED
2014-12-12T17:00:00Z,2014-12-12T13:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T18:00:00Z,2014-12-12T14:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T19:00:00Z,2014-12-12T15:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T20:00:00Z,2014-12-12T16:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T21:00:00Z,2014-12-12T17:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T22:00:00Z,2014-12-12T18:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-12T23:00:00Z,2014-12-12T19:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-13T00:00:00Z,2014-12-12T20:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-13T01:00:00Z,2014-12-12T21:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-13T02:00:00Z,2014-12-12T22:38:47Z,,,,,,,CALCULATED,CALCULATED
2014-12-13T03:00:00Z,2014-12-12T23:38:47Z,,,,,,,CALCULATED,CALCULATED
