st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code,st_USDA_soil_texture
75,Flat,NA,NA,NA,"Naturally regenerated, unmanaged",14,NA,NA,"The trees at this site have access to deep groudwater, hence high water use in a semi-arid tropical savannah setting",NA,NA,NA,CLAY,Flat,NA,AUS_KAR,clay
