env_leafarea_seasonal,env_netrad,env_plant_watpot,env_ppfd_in,env_precip,env_remarks,env_rh,env_swc_deep_depth,env_swc_shallow_depth,env_sw_in,env_ta,env_time_daylight,env_timestep,env_time_zone,env_vpd,env_ws,si_code
NULL,Above canopy,NA,Not provided,Clearing,NA,Above canopy,25,10,Above canopy,Above canopy,FALSE,30,"17UTC+01:00, A",Not provided,Above canopy,SWE_NOR_ST4_BEF
