sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
2,cold deciduous,Acer saccharum,1,USA_INM
5,cold deciduous,Fraxinus americana,2,USA_INM
17,cold deciduous,Liriodendron tulipifera,2,USA_INM
23,cold deciduous,Quercus alba,2,USA_INM
15,cold deciduous,Sassafras albidum,1,USA_INM
29,cold deciduous,Ulmus americana,1,USA_INM
