sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
65.93,evergreen,Quercus ilex,7,ESP_CAN
8.41,cold deciduous,Quercus pubescens,7,ESP_CAN
2.66,evergreen,Arbutus unedo,4,ESP_CAN
23,evergreen,Pinus halepensis,3,ESP_CAN
