TIMESTAMP,solar_TIMESTAMP,MEX_VER_BSJ_Pme_Jt_1,MEX_VER_BSJ_Spe_Jt_2,MEX_VER_BSJ_Lst_Jt_3,MEX_VER_BSJ_Cma_Jt_4,MEX_VER_BSJ_Pme_Jt_5,MEX_VER_BSJ_Lst_Jt_6,MEX_VER_BSJ_Tin_Jt_7,MEX_VER_BSJ_Pme_Jt_8
2016-02-27T13:00:00Z,2016-02-27T06:19:28Z,13.686869220261515,NA,-14.669067201981663,-17.21510333520688,-10.910582058103678,NA,-7.984382842343117,199.08777427005288
2016-02-27T13:15:00Z,2016-02-27T06:34:28Z,-11.059515143362404,NA,12.25392888207433,-0.20244699442663117,-242.707418684119,NA,12.564330561653097,-215.0411937291225
2016-02-27T13:30:00Z,2016-02-27T06:49:28Z,11.33103398585999,NA,8.177507726423945,-18.34778486545877,-153.37898927735586,NA,3.8096320301190065,1.0774367277774957
2016-02-27T13:45:00Z,2016-02-27T07:04:28Z,-112.9414067004462,NA,-22.116130259185717,-15.828142509869396,-189.83337134606825,NA,18.029391684981643,65.21743844412163
2016-02-27T14:00:00Z,2016-02-27T07:19:28Z,85.036076157160025,NA,-2.495571927625048,-13.549517860920556,-12.903243850580711,NA,2.5359477812923257,423.70763070129624
2016-02-27T14:15:00Z,2016-02-27T07:34:28Z,41.95225420350222,NA,3.1445350931787175,-1.636950695335859,-104.31702436883563,NA,-15.14195776179499,264.31810782841984
2016-02-27T14:30:00Z,2016-02-27T07:49:28Z,117.37358246822004,NA,-15.452776474179371,-22.995120451142633,-39.11954936022845,NA,3.0508129478775774,560.1240497999629
2016-02-27T14:45:00Z,2016-02-27T08:04:28Z,247.4147550061459,NA,7.409733466639974,-8.74267809546689,6.774648539795166,NA,-27.800532433613892,648.2764340794345
2016-02-27T15:00:00Z,2016-02-27T08:19:28Z,386.09493856150846,NA,-32.25021154705842,-11.674223939142344,-35.688553693899145,NA,19.116454853666717,887.2675821482454
2016-02-27T15:15:00Z,2016-02-27T08:34:28Z,467.17552333354547,NA,-39.79863119411228,-13.866948283292134,68.61902506803432,NA,15.856632736568143,1158.3172792505093
2016-02-27T15:30:00Z,2016-02-27T08:49:28Z,800.9843757625322,NA,-1.119892997255968,-20.566397118281103,49.941331282371216,NA,18.328187440923735,1448.42744874798
2016-02-27T15:45:00Z,2016-02-27T09:04:28Z,1132.5385251873467,NA,-32.343737664726184,-3.786679138954489,382.11290981678775,NA,91.12101160464599,2350.0877354735467
2016-02-27T16:00:00Z,2016-02-27T09:19:28Z,1165.4480637555357,NA,-8.972920021726612,18.405641229203795,430.2748720055048,NA,170.52023427154353,2806.5684553801552
2016-02-27T16:15:00Z,2016-02-27T09:34:28Z,1877.4553181368594,NA,0.5148016939518645,20.304041133515398,637.0497341673245,NA,217.04285641777642,3918.4385043079183
2016-02-27T16:30:00Z,2016-02-27T09:49:28Z,2069.4034834725944,NA,13.176568642183703,14.014378916102553,845.7058340699958,NA,324.037807891372,4925.16294162807
2016-02-27T16:45:00Z,2016-02-27T10:04:28Z,3263.53376499543,NA,16.116630707063713,41.9187890372233,1244.516517538029,NA,467.83610169084864,6716.166467576214
2016-02-27T17:00:00Z,2016-02-27T10:19:28Z,3828.0464809036994,NA,9.610529778679835,68.2246686991387,14715.586603,NA,593.8212959973494,6098.752323553921
2016-02-27T17:15:00Z,2016-02-27T10:34:28Z,5072.260482184404,NA,-9.939987233316765,118.08413203557824,2415.039647210651,NA,748.4068907825394,7778.63322812141
2016-02-27T17:30:00Z,2016-02-27T10:49:28Z,5344.298718877613,NA,37.73695373364523,196.09877473842724,2451.6970349029657,NA,812.5831730422723,8139.1393007412435
2016-02-27T17:45:00Z,2016-02-27T11:04:28Z,6012.032364422077,NA,29.307550106907556,315.08303323761317,3293.337121620709,NA,963.5408920066883,11898.240761361089
2016-02-27T18:00:00Z,2016-02-27T11:19:28Z,5379.282684152644,NA,49.166214176287646,264.69010185761294,2329.103729528353,NA,770.3100574434648,11215.271501834426
