env_leafarea_seasonal,env_netrad,env_plant_watpot,env_ppfd_in,env_precip,env_remarks,env_rh,env_swc_deep_depth,env_swc_shallow_depth,env_sw_in,env_ta,env_time_daylight,env_timestep,env_time_zone,env_vpd,env_ws,si_code
tree level,Above canopy,leaf: predawn and midday,Above canopy,Above canopy,"We have data for plant water potentials available for leaf: predawn and midday, xylem: midday and leaf: continuous (LPCP) but we could choose only one option. We measure soil water content at different depths (10, 20, 30, 40, 60, 100 cm) in and out of the irrigation bulb. We also have these measurements for both irrigation treatments",Above canopy,100,10,Not provided,Above canopy,FALSE,30,"17UTC+01:00, A",Above canopy,Above canopy,ESP_SAN_B2_100
