TIMESTAMP,solar_TIMESTAMP,NLD_SPE_DOU_Pme_Js_1,NLD_SPE_DOU_Pme_Js_2,NLD_SPE_DOU_Pme_Js_3
2015-06-18T23:00:00Z,2015-06-18T23:21:11Z,0.9821239999999999,3.506787,3.2912424999999996
2015-06-18T23:10:00Z,2015-06-18T23:31:11Z,0.9821239999999999,3.506787,3.0018625
2015-06-18T23:20:00Z,2015-06-18T23:41:11Z,0.9821239999999999,3.2519699999999996,3.0018625
2015-06-18T23:30:00Z,2015-06-18T23:51:11Z,0.7839974999999999,3.001293,3.0018625
2015-06-18T23:40:00Z,2015-06-19T00:00:59Z,0.7839974999999999,2.754756,2.7179425000000004
2015-06-18T23:50:00Z,2015-06-19T00:10:59Z,0.9821239999999999,2.754756,2.7179425000000004
2015-06-19T00:00:00Z,2015-06-19T00:20:59Z,0.7839974999999999,2.512566,2.7179425000000004
2015-06-19T00:10:00Z,2015-06-19T00:30:59Z,0.7839974999999999,2.275137,2.7179425000000004
2015-06-19T00:20:00Z,2015-06-19T00:40:59Z,0.7839974999999999,2.0423655,2.43971
2015-06-19T00:30:00Z,2015-06-19T00:50:59Z,0.5951836,2.0423655,2.43971
2015-06-19T00:40:00Z,2015-06-19T01:00:59Z,0.5951836,2.0423655,2.43971
2015-06-19T00:50:00Z,2015-06-19T01:10:59Z,0.5951836,1.8148518,2.16787025
2015-06-19T01:00:00Z,2015-06-19T01:20:59Z,0.5951836,1.8148518,2.16787025
2015-06-19T01:10:00Z,2015-06-19T01:30:59Z,0.5951836,1.8148518,2.16787025
2015-06-19T01:20:00Z,2015-06-19T01:40:59Z,0.5951836,1.5928443,2.16787025
2015-06-19T01:30:00Z,2015-06-19T01:50:59Z,0.5951836,1.5928443,2.16787025
2015-06-19T01:40:00Z,2015-06-19T02:00:59Z,0.4173279,1.3767776999999999,1.9025824999999998
2015-06-19T01:50:00Z,2015-06-19T02:10:59Z,0.4173279,1.3767776999999999,1.9025824999999998
2015-06-19T02:00:00Z,2015-06-19T02:20:59Z,0.4173279,1.1671901999999998,1.6444155
2015-06-19T02:10:00Z,2015-06-19T02:30:59Z,0.4173279,1.1671901999999998,1.3939835
2015-06-19T02:20:00Z,2015-06-19T02:40:59Z,0.4173279,0.9646821,1.15208275
2015-06-19T02:30:00Z,2015-06-19T02:50:59Z,0.2531232,0.7701435,0.69822025
2015-06-19T02:40:00Z,2015-06-19T03:00:59Z,0.2531232,0.7701435,0.48958
2015-06-19T02:50:00Z,2015-06-19T03:10:59Z,0.2531232,0.5847129,0.29695575
2015-06-19T03:00:00Z,2015-06-19T03:20:59Z,0.10774378999999999,0.5847129,0.1264081
2015-06-19T03:10:00Z,2015-06-19T03:30:59Z,0.10774378999999999,0.4100256,0
2015-06-19T03:20:00Z,2015-06-19T03:40:59Z,0.10774378999999999,0.24871049999999997,0.48958
2015-06-19T03:30:00Z,2015-06-19T03:50:59Z,0.10774378999999999,0.24871049999999997,2.16787025
2015-06-19T03:40:00Z,2015-06-19T04:00:59Z,0,0.24871049999999997,3.8859274999999998
2015-06-19T03:50:00Z,2015-06-19T04:10:59Z,0,0.10587429,4.813445
2015-06-19T04:00:00Z,2015-06-19T04:20:59Z,0,0.10587429,5.13149
2015-06-19T04:10:00Z,2015-06-19T04:30:59Z,0,0.10587429,5.4538575
2015-06-19T04:20:00Z,2015-06-19T04:40:59Z,0,0.10587429,5.4538575
2015-06-19T04:30:00Z,2015-06-19T04:50:59Z,0,0.10587429,5.13149
2015-06-19T04:40:00Z,2015-06-19T05:00:59Z,0,0,5.13149
2015-06-19T04:50:00Z,2015-06-19T05:10:59Z,0,0,4.4997225
2015-06-19T05:00:00Z,2015-06-19T05:20:59Z,0,0.10579149,3.8891125
2015-06-19T05:10:00Z,2015-06-19T05:30:59Z,0,0.10579149,3.5890400000000002
2015-06-19T05:20:00Z,2015-06-19T05:40:59Z,0.4173279,0.10579149,3.0043650000000004
2015-06-19T05:30:00Z,2015-06-19T05:50:59Z,0.7839974999999999,0,2.7202175
2015-06-19T05:40:00Z,2015-06-19T06:00:59Z,1.1883662999999998,0,2.4417575
2015-06-19T05:50:00Z,2015-06-19T06:10:59Z,1.6220005999999998,0,1.904175
2015-06-19T06:00:00Z,2015-06-19T06:20:59Z,2.0800009999999998,0,1.904175
2015-06-19T06:10:00Z,2015-06-19T06:30:59Z,2.317304,0,1.6457805
2015-06-19T06:20:00Z,2015-06-19T06:40:59Z,2.317304,0,1.153061
2015-06-19T06:30:00Z,2015-06-19T06:50:59Z,2.317304,0,0.9204877499999999
2015-06-19T06:40:00Z,2015-06-19T07:00:59Z,2.5594689999999995,0,0.6988117500000001
