env_leafarea_seasonal,env_netrad,env_plant_watpot,env_ppfd_in,env_precip,env_remarks,env_rh,env_swc_deep_depth,env_swc_shallow_depth,env_sw_in,env_ta,env_time_daylight,env_timestep,env_time_zone,env_vpd,env_ws,si_code
NULL,Clearing,leaf: predawn and midday,Clearing,Clearing,"A) The on-site meteorological station is located in an inter-canopy space (clearing) between experimental plots and environmental sensors were mounted at a height of 2-3 meters off the ground, B) Extensive soil VWC data is available for years 2007-2015 across plots 4 and 8 at soil depths of 5, 15/20, and 60 cm, Plot 12 only has VWC data for 5cm depth.  C)  Extensive predawn and midday foliar water potential data was also collected for each tree (across all plots) over a 10 year period starting in Year 2006.",Clearing,60,12.5,Not provided,Clearing,FALSE,15,"7UTC-07:00, T",Clearing,Clearing,USA_PJS_P04_AMB
