TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,sw_in,ppfd_in,ws,precip,ext_rad
2012-05-25T16:00:00Z,2012-05-25T21:45:19Z,15.533,47.9,0.9194362997466832,0.6,1.2,0,0,0
2012-05-25T16:10:00Z,2012-05-25T21:55:19Z,15.318,49.9,0.8720280100490669,0.6,1.2,0,0,0
2012-05-25T16:20:00Z,2012-05-25T22:05:19Z,15.199,51.5,0.8377491468983086,0.6,1.2,0,0,0
2012-05-25T16:30:00Z,2012-05-25T22:15:19Z,14.984,50.8,0.8381664588957422,0.6,1.2,0,0,0
2012-05-25T16:40:00Z,2012-05-25T22:25:19Z,15.127,48.7,0.8820213278754431,0.6,1.2,0,0,0
2012-05-25T16:49:59Z,2012-05-25T22:35:18Z,14.888,48.3,0.8753267056593955,0.6,1.2,0,0,0
2012-05-25T16:59:59Z,2012-05-25T22:45:18Z,14.505,50.1,0.8242246857703449,0.6,1.2,0,0,0
2012-05-25T17:09:59Z,2012-05-25T22:55:18Z,14.266,52.2,0.777423768477362,0.6,1.2,0,0,0
2012-05-25T17:20:00Z,2012-05-25T23:05:19Z,14.266,51.9,0.7823029971498142,0.6,1.2,0,0,0
2012-05-25T17:30:00Z,2012-05-25T23:15:19Z,13.954,56.5,0.6933199928520621,0.6,1.2,0,0,0
2012-05-25T17:40:00Z,2012-05-25T23:25:19Z,13.666,62.4,0.5881705517882007,0.6,1.2,0,0,0
2012-05-25T17:50:00Z,2012-05-25T23:35:19Z,13.209,62.6,0.5678707170257415,0.6,1.2,0,0,0
2012-05-25T18:00:00Z,2012-05-25T23:45:19Z,12.944,63.3,0.5476715806717191,0.6,1.2,0,0,0
2012-05-25T18:10:00Z,2012-05-25T23:55:19Z,12.654,66.2,0.49490181081206175,0.6,1.2,0,0,0
2012-05-25T18:19:59Z,2012-05-26T00:05:10Z,12.34,67.5,0.4661539623388996,0.6,1.2,0,0,0
2012-05-25T18:29:59Z,2012-05-26T00:15:10Z,12.219,67.3,0.4653036216168376,0.6,1.2,0,0,0
2012-05-25T18:39:59Z,2012-05-26T00:25:10Z,11.977,70.7,0.4103283778424478,0.6,1.2,0,0,0
2012-05-25T18:50:00Z,2012-05-26T00:35:11Z,11.71,73.6,0.363255441847653,0.6,1.2,0,0,0
2012-05-25T19:00:00Z,2012-05-26T00:45:11Z,11.467,73.4,0.3601703678089484,0.6,1.2,0,0,0
2012-05-25T19:10:00Z,2012-05-26T00:55:11Z,11.492,72,0.3797548260949579,0.6,1.2,0,0,0
2012-05-25T19:20:00Z,2012-05-26T01:05:11Z,11.589,69.7,0.41359565825971556,0.6,1.2,0,0,0
2012-05-25T19:30:00Z,2012-05-26T01:15:11Z,11.248,70.2,0.39768445714472367,0.6,1.2,0,0,0
2012-05-25T19:40:00Z,2012-05-26T01:25:11Z,10.98,72.9,0.35527286784021994,0.6,1.2,0,0,0
2012-05-25T19:49:59Z,2012-05-26T01:35:10Z,10.785,73.7,0.3403406718111772,0.6,1.2,0,0,0
2012-05-25T19:59:59Z,2012-05-26T01:45:10Z,10.834,76.2,0.30899523286909125,0.6,1.2,0,0,0
2012-05-25T20:09:59Z,2012-05-26T01:55:10Z,10.907,69.9,0.3926909588552284,0.6,1.2,0,0,0
2012-05-25T20:20:00Z,2012-05-26T02:05:11Z,10.883,72.8,0.35429080872924523,0.6,1.2,0,0,0
2012-05-25T20:30:00Z,2012-05-26T02:15:11Z,10.81,76.6,0.3033170660050013,0.6,1.2,0,0,0
2012-05-25T20:40:00Z,2012-05-26T02:25:11Z,10.663,77.2,0.2926598710299608,0.6,1.2,0,0,0
2012-05-25T20:50:00Z,2012-05-26T02:35:11Z,10.443,75.8,0.30610452088797624,0.6,1.2,0,0,0
2012-05-25T21:00:00Z,2012-05-26T02:45:11Z,10.467,76.5,0.29772693762787306,0.6,1.2,0,0,0
2012-05-25T21:10:00Z,2012-05-26T02:55:11Z,10.1,75.8,0.29916415642850536,0.6,1.2,0,0,0
2012-05-25T21:19:59Z,2012-05-26T03:05:10Z,9.977,76.2,0.29180497386535287,0.6,1.2,0,0,0
2012-05-25T21:29:59Z,2012-05-26T03:15:10Z,9.632,78.5,0.2575716311217804,0.6,1.2,0,0,0
2012-05-25T21:39:59Z,2012-05-26T03:25:10Z,9.312,78.7,0.2497391116708989,0.6,1.2,0,0,0
2012-05-25T21:50:00Z,2012-05-26T03:35:11Z,9.188,80.7,0.22440555529000172,0.6,1.2,0,0,0
2012-05-25T22:00:00Z,2012-05-26T03:45:11Z,9.287,80.1,0.2329315629011549,0.6,1.2,0,0,0
2012-05-25T22:10:00Z,2012-05-26T03:55:11Z,8.965,81.5,0.2118895230753708,0.6,1.2,0,0,0
2012-05-25T22:20:00Z,2012-05-26T04:05:11Z,8.866,82.7,0.1968236590704172,0.6,1.2,0,0,0
2012-05-25T22:30:00Z,2012-05-26T04:15:11Z,8.792,82.4,0.19923689317569016,0.6,1.2,0,0,0
2012-05-25T22:40:00Z,2012-05-26T04:25:11Z,8.618,84.4,0.174527734402261,0.6,1.2,0,0,0
2012-05-25T22:49:59Z,2012-05-26T04:35:10Z,8.618,83.4,0.1857154096844572,0.6,3.7,0,0,5.411178483328036
2012-05-25T22:59:59Z,2012-05-26T04:45:10Z,8.618,84.4,0.174527734402261,4.4,11.2,0,0,43.10374669000802
2012-05-25T23:09:59Z,2012-05-26T04:55:10Z,8.593,85.3,0.16418041786987203,11.9,23.7,0,0,81.33360465157087
2012-05-25T23:20:00Z,2012-05-26T05:05:11Z,8.593,86.3,0.15301168196035686,20.6,46.2,0,0,120.09282830826633
2012-05-25T23:30:00Z,2012-05-26T05:15:11Z,8.916,84.9,0.1723758400434321,29.4,66.2,0,0,159.17868658740653
2012-05-25T23:40:00Z,2012-05-26T05:25:11Z,9.361,83.5,0.1940995797428865,38.1,91.2,0,0,198.58091329732034
