TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,vpd,ext_rad
2003-12-31T23:00:00Z,2003-12-31T23:47:57Z,-6.066666666666667,99.22007460155986,0,0.43478260869565216,0,0,0.12805,0.0791,0.0030244674597341213,0
2004-01-01T00:00:00Z,2004-01-01T00:47:25Z,-6.516666666666667,99.18616480162767,0,0.3260869565217391,0,0,0.12805,0.0791,0.0030484519519608255,0
2004-01-01T01:00:00Z,2004-01-01T01:47:25Z,-7.2,99.05052560189897,0,0.2536231884057971,0,0,0.12805,0.0791,0.0033732909249257095,0
2004-01-01T02:00:00Z,2004-01-01T02:47:25Z,-7.999999999999999,98.93184130213633,0,0.21739130434782608,0,0,0.12805,0.0791,0.0035656235007908875,0
2004-01-01T03:00:00Z,2004-01-01T03:47:25Z,-8.583333333333334,98.88097660223808,0,0.18115942028985507,0,0,0.12795,0.07903333333333333,0.0035684422829313344,0
2004-01-01T04:00:00Z,2004-01-01T04:47:25Z,-8.866666666666667,98.77924720244151,0,0.03623188405797101,0,0,0.12795,0.07903333333333333,0.0038070076777195387,0
2004-01-01T05:00:00Z,2004-01-01T05:47:25Z,-8.766666666666667,98.8131570023737,0,0.18115942028985507,0,0,0.12795,0.07896666666666667,0.0037305234695391687,0
2004-01-01T06:00:00Z,2004-01-01T06:47:25Z,-8.966666666666667,98.77924720244151,0,0.07246376811594202,0,0,0.12795,0.07896666666666667,0.003777115234406038,0
2004-01-01T07:00:00Z,2004-01-01T07:47:25Z,-8.65,98.7962021024076,1.1333333333333333,2.4637681159420293,0,0,0.12795,0.07896666666666667,0.0038187111725449577,0
2004-01-01T08:00:00Z,2004-01-01T08:47:25Z,-6.383333333333333,99.08443540183113,19.599999999999998,10.03623188405797,0,0,0.12795,0.07896666666666667,0.003464959921843734,70.71496217084704
2004-01-01T09:00:00Z,2004-01-01T09:47:25Z,-4.216666666666667,99.28789420142421,37.083333333333336,15.36231884057971,0,0,0.12785,0.07893333333333334,0.0031798441970462784,205.80081348936812
2004-01-01T10:00:00Z,2004-01-01T10:47:25Z,-2.8666666666666667,99.42353340115294,39.36666666666667,16.304347826086957,0,0,0.1277,0.07893333333333334,0.0028492083261396216,296.7239919335347
2004-01-01T11:00:00Z,2004-01-01T11:47:25Z,-2.4,99.4743981010512,82.16666666666667,27.065217391304348,0,0,0.1277,0.07890000000000001,0.0026898500869776357,337.2922706260028
2004-01-01T12:00:00Z,2004-01-01T12:47:25Z,-1.916666666666667,99.44048830111903,47.4,18.73188405797102,0,0,0.1277,0.07890000000000001,0.0029680922685152216,324.7427756471104
2004-01-01T13:00:00Z,2004-01-01T13:47:25Z,-1.9666666666666668,99.40657850118686,31.633333333333336,12.826086956521742,0,0,0.12755,0.07890000000000001,0.003136324730505281,259.93015165662877
2004-01-01T14:00:00Z,2004-01-01T14:47:25Z,-1.8833333333333335,99.45744320108513,4.45,3.6594202898550727,0.01666666666666667,0,0.12755,0.07890000000000001,0.0028852716198774658,147.2683610672852
2004-01-01T15:00:00Z,2004-01-01T15:47:25Z,-1.7333333333333334,99.49135300101729,0,0.39855072463768115,0,0,0.12755,0.07883333333333332,0.0027351671790782016,0
2004-01-01T16:00:00Z,2004-01-01T16:47:25Z,-1.8166666666666667,99.49135300101729,0,0.39855072463768115,0,0,0.12755,0.07883333333333332,0.002718338851714301,0
