TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,netrad,ws,precip,ppfd_in,vpd,ext_rad
2000-12-31T23:30:00Z,2001-01-01T00:36:44Z,-3.40403,96.8667,0,-2.25214,3.19524,NA,0,0.014875255961547656,0
2001-01-01T00:00:00Z,2001-01-01T01:06:44Z,-3.3793,96.9667,0,-2.48915,3.24176,NA,0,0.014427278579460254,0
2001-01-01T00:30:00Z,2001-01-01T01:36:44Z,-3.36195,97,0,-2.8537,3.22495,NA,0,0.014287494786883551,0
2001-01-01T01:00:00Z,2001-01-01T02:06:44Z,-3.32106,97.1333,0,-3.08743,3.4638,NA,0,0.013694625148702691,0
2001-01-01T01:30:00Z,2001-01-01T02:36:44Z,-3.30607,97.5833,0,-2.53774,3.44794,NA,0,0.011557907702040281,0
2001-01-01T02:00:00Z,2001-01-01T03:06:44Z,-3.28913,97.65,0,-2.79407,3.01066,NA,0,0.011253209402669774,0
2001-01-01T02:30:00Z,2001-01-01T03:36:44Z,-3.4613,96.7667,0,-4.92036,2.95406,NA,0,0.015284101441703161,0
2001-01-01T03:00:00Z,2001-01-01T04:06:44Z,-3.63136,95.9667,0,-4.39257,3.44687,NA,0,0.018823500214108835,0
2001-01-01T03:30:00Z,2001-01-01T04:36:44Z,-3.75125,95.8167,0,-16.9801,3.2604,NA,0,0.019348103802191343,0
2001-01-01T04:00:00Z,2001-01-01T05:06:44Z,-3.73998,96.15,0,-9.68994,2.32505,NA,0,0.017821687970998246,0
2001-01-01T04:30:00Z,2001-01-01T05:36:44Z,-3.56929,96.5667,0,-2.95323,2.91719,NA,0,0.016098289262940595,0
2001-01-01T05:00:00Z,2001-01-01T06:06:44Z,-3.57033,96.6167,0,-3.6266,2.60583,NA,0,0.015862604981295537,0
2001-01-01T05:30:00Z,2001-01-01T06:36:44Z,-3.68943,96.6833,0,-4.41877,1.79064,NA,0,0.015411596891145747,0
2001-01-01T06:00:00Z,2001-01-01T07:06:44Z,-3.84573,96.7167,0,-7.4427,1.68986,NA,0,0.015077785108569424,0
2001-01-01T06:30:00Z,2001-01-01T07:36:44Z,-3.96957,96.8,0,-7.76863,1.61203,NA,0,0.014558603632336117,0
2001-01-01T07:00:00Z,2001-01-01T08:06:44Z,-4.10082,96.7667,0,-3.40255,2.12953,NA,0,0.014565016262617367,0
2001-01-01T07:30:00Z,2001-01-01T08:36:44Z,-4.29117,96.2833,0.274814,-2.08415,2.60287,NA,0.5809567959999999,0.01650329244237413,0
2001-01-01T08:00:00Z,2001-01-01T09:06:44Z,-4.45898,95.75,2.58649,-0.590003,2.7088,NA,5.46783986,0.018632959842085222,0
2001-01-01T08:30:00Z,2001-01-01T09:36:44Z,-4.59649,95.6833,8.14743,3.21333,2.32142,NA,17.22366702,0.018729031876594554,41.923329544837216
2001-01-01T09:00:00Z,2001-01-01T10:06:44Z,-4.67552,95.5,17.3941,9.35876,2.31992,NA,36.771127400000005,0.019407533370256344,88.1405848102557
2001-01-01T09:30:00Z,2001-01-01T10:36:44Z,-4.66341,95.55,28.128,13.7352,2.021,NA,59.462591999999994,0.01920955145426636,124.66581913747928
2001-01-01T10:00:00Z,2001-01-01T11:06:44Z,-4.64652,95.4833,42.6285,13.9687,1.32196,NA,90.116649,0.01952249935607328,150.87448102797867
2001-01-01T10:30:00Z,2001-01-01T11:36:44Z,-4.53179,95.7833,52.247,28.479,0.961926,NA,110.45015799999999,0.0183851848722615,166.3184230283208
2001-01-01T11:00:00Z,2001-01-01T12:06:44Z,-4.42926,95.7833,29.3566,20.228,1.33322,NA,62.0598524,0.01852865348952699,170.7335647545365
2001-01-01T11:30:00Z,2001-01-01T12:36:44Z,-4.37476,95.9833,39.7834,25.0069,1.4876,NA,84.1021076,0.017722858455001197,164.0444085367116
2001-01-01T12:00:00Z,2001-01-01T13:06:44Z,-4.38029,96.2333,31.2156,17.6699,1.53206,NA,65.98977839999999,0.01661282497490557,146.3653304675014
2001-01-01T12:30:00Z,2001-01-01T13:36:44Z,-4.43488,96.5167,11.2674,8.1988,1.94219,NA,23.8192836,0.015299494144026992,117.99862477596763
2001-01-01T13:00:00Z,2001-01-01T14:06:44Z,-4.66934,96.5333,11.8332,8.11668,2.02066,NA,25.0153848,0.014958150850331102,79.42933496340189
2001-01-01T13:30:00Z,2001-01-01T14:36:44Z,-4.73269,96.4167,8.03427,6.03752,1.30069,NA,16.98444678,0.01538703611094849,31.316960081424124
2001-01-01T14:00:00Z,2001-01-01T15:06:44Z,-4.70456,96.4,2.3925,2.63012,1.20131,NA,5.057745,0.015491819330581942,0
2001-01-01T14:30:00Z,2001-01-01T15:36:44Z,-4.70692,96.4833,0.775946,1.25112,0.841464,NA,1.640349844,0.01513064309737439,0
2001-01-01T15:00:00Z,2001-01-01T16:06:44Z,-4.71359,96.7167,0.387973,0.192937,0.939877,NA,0.820174922,0.014119280916125694,0
2001-01-01T15:30:00Z,2001-01-01T16:36:44Z,-4.81037,96.8833,0.0808,-22.2366,0.690501,NA,0.1708112,0.013304625470028333,0
2001-01-01T16:00:00Z,2001-01-01T17:06:44Z,-4.89936,96.6,0,-3.81026,0.576188,NA,0,0.014416072234725038,0
2001-01-01T16:30:00Z,2001-01-01T17:36:44Z,-4.89849,96.4333,0,0.457859,0.803752,NA,0,0.015123884930088816,0
2001-01-01T17:00:00Z,2001-01-01T18:06:44Z,-4.77775,96.4,0,1.1481,0.448247,NA,0,0.015405901731521166,0
2001-01-01T17:30:00Z,2001-01-01T18:36:44Z,-4.79201,96.3,0,1.1609,1.13577,NA,0,0.01581668922130032,0
2001-01-01T18:00:00Z,2001-01-01T19:06:44Z,-4.69285,96.3333,0,1.31146,0.813615,NA,0,0.015792889370391486,0
2001-01-01T18:30:00Z,2001-01-01T19:36:44Z,-4.59779,96.4,0,0.980203,0.873613,NA,0,0.015617917182121563,0
2001-01-01T19:00:00Z,2001-01-01T20:06:44Z,-4.49098,96.5,0,0.413434,1.09138,NA,0,0.015307610216605434,0
2001-01-01T19:30:00Z,2001-01-01T20:36:44Z,-4.30897,96.6333,0,-0.0524,1.09865,NA,0,0.014929056154943141,0
2001-01-01T20:00:00Z,2001-01-01T21:06:44Z,-4.27293,96.7,0,-0.429802,1.45234,NA,0,0.014673257989951142,0
2001-01-01T20:30:00Z,2001-01-01T21:36:44Z,-4.09819,96.85,0,-2.59963,1.17728,NA,0,0.014192595756547374,0
2001-01-01T21:00:00Z,2001-01-01T22:06:44Z,-4.0507,96.9,0,-5.62304,1.19086,NA,0,0.014017517082888313,0
2001-01-01T21:30:00Z,2001-01-01T22:36:44Z,-3.99526,96.9667,0,-5.78818,1.16099,NA,0,0.01377345542992626,0
2001-01-01T22:00:00Z,2001-01-01T23:06:44Z,-3.98896,97,0,-7.55761,1.70953,NA,0,0.01362872879346985,0
2001-01-01T22:30:00Z,2001-01-01T23:36:44Z,-3.77402,97.1167,0,-3.96781,1.7373,NA,0,0.013312639739005705,0
