sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
NA,cold deciduous,Larix sibirica Ledeb.,3,RUS_POG_VAR
NA,cold deciduous,Larix gmelinii,4,RUS_POG_VAR
NA,evergreen,Pinus sibirica,3,RUS_POG_VAR
