sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
14,cold deciduous,Betula alleghaniensis,2,USA_SYL_HL2
66,cold deciduous,Acer saccharum,7,USA_SYL_HL2
14,evergreen,Tsuga canadensis,9,USA_SYL_HL2
3,cold deciduous,Ostrya virginiana,2,USA_SYL_HL2
