pl_age,pl_azimut_int,pl_bark_thick,pl_code,pl_dbh,pl_height,pl_leaf_area,pl_name,pl_radial_int,pl_remarks,pl_sap_units,pl_sapw_area,pl_sapw_depth,pl_sens_calib,pl_sens_cor_grad,pl_sens_cor_zero,pl_sens_hgt,pl_sens_length,pl_sens_man,pl_sens_meth,pl_sens_timestep,pl_social,pl_species,pl_treatment,si_code,pl_sap_units_orig
NA,measured,NA,DEU_MER_BEE_THI_Fsy_Jt_1,22.95,21.9,NA,Bu532,"Corrected, measured radial variation","linear decline of sapflow density, SFD=0 at inner sapwood boundary; dbh from 2013, yearly data available",cm3 h-1,NA,6.9,FALSE,No correction,Moist nights zero flow,1.3,20,UP GmbH,HD,15,codominant,Fagus sylvatica,NA,DEU_MER_BEE_THI,cm3 s-1
NA,measured,NA,DEU_MER_BEE_THI_Fsy_Jt_2,17.68,18.7,NA,Bu789,"Corrected, measured radial variation","linear decline of sapflow density, SFD=0 at inner sapwood boundary; dbh from 2013, yearly data available",cm3 h-1,NA,6.9,FALSE,No correction,Moist nights zero flow,1.3,20,UP GmbH,HD,15,codominant,Fagus sylvatica,NA,DEU_MER_BEE_THI,cm3 s-1
NA,measured,NA,DEU_MER_BEE_THI_Fsy_Jt_3,12.15,18.8,NA,Bu516,"Corrected, measured radial variation","linear decline of sapflow density, SFD=0 at inner sapwood boundary; dbh from 2013, yearly data available",cm3 h-1,NA,6.9,FALSE,No correction,Moist nights zero flow,1.3,20,UP GmbH,HD,15,codominant,Fagus sylvatica,NA,DEU_MER_BEE_THI,cm3 s-1
NA,measured,NA,DEU_MER_BEE_THI_Fsy_Jt_4,22.25,22.3,NA,Bu513,"Corrected, measured radial variation","linear decline of sapflow density, SFD=0 at inner sapwood boundary; dbh from 2013, yearly data available",cm3 h-1,NA,6.9,FALSE,No correction,Moist nights zero flow,1.3,20,UP GmbH,HD,15,codominant,Fagus sylvatica,NA,DEU_MER_BEE_THI,cm3 s-1
NA,measured,NA,DEU_MER_BEE_THI_Fsy_Jt_5,31.42,24,NA,Bu760,"Corrected, measured radial variation","linear decline of sapflow density, SFD=0 at inner sapwood boundary; dbh from 2013, yearly data available",cm3 h-1,NA,6.9,FALSE,No correction,Moist nights zero flow,1.3,20,UP GmbH,HD,15,codominant,Fagus sylvatica,NA,DEU_MER_BEE_THI,cm3 s-1
NA,measured,NA,DEU_MER_BEE_THI_Fsy_Jt_6,30.18,22.6,NA,Bu549,"Corrected, measured radial variation","linear decline of sapflow density, SFD=0 at inner sapwood boundary; dbh from 2013, yearly data available",cm3 h-1,NA,6.9,FALSE,No correction,Moist nights zero flow,1.3,20,UP GmbH,HD,15,codominant,Fagus sylvatica,NA,DEU_MER_BEE_THI,cm3 s-1
NA,measured,NA,DEU_MER_BEE_THI_Fsy_Jt_7,30.56,25.2,NA,Bu805,"Corrected, measured radial variation","linear decline of sapflow density, SFD=0 at inner sapwood boundary; dbh from 2013, yearly data available",cm3 h-1,NA,6.9,FALSE,No correction,Moist nights zero flow,1.3,20,UP GmbH,HD,15,codominant,Fagus sylvatica,NA,DEU_MER_BEE_THI,cm3 s-1
