sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
17,evergreen,Pinus taeda,5,USA_HIL_HF1_POS
9,cold deciduous,Liquidambar styraciflua,5,USA_HIL_HF1_POS
5,cold deciduous,Acer rubrum,5,USA_HIL_HF1_POS
21,cold deciduous,Quercus spp.,5,USA_HIL_HF1_POS
22,cold deciduous,Liriodendron tulipifera,5,USA_HIL_HF1_POS
