sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
32,cold deciduous,Fagus sylvatica,5,DEU_MER_MIX_THI
68,evergreen,Pseudotsuga menziesii,5,DEU_MER_MIX_THI
