TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,ppfd_in,ws,precip,sw_in,ext_rad
2004-07-27T01:30:00Z,2004-07-26T19:22:52Z,NA,NA,NA,NA,NA,NA,NA,30.146629761691415
2004-07-27T02:00:00Z,2004-07-26T19:52:52Z,NA,NA,NA,0,1.17,0,0,0
2004-07-27T02:30:00Z,2004-07-26T20:22:52Z,NA,NA,NA,NA,NA,NA,NA,0
2004-07-27T03:00:00Z,2004-07-26T20:52:52Z,NA,NA,0.908579755555555,0,2.06,0,0,0
2004-07-27T03:30:00Z,2004-07-26T21:22:52Z,NA,NA,0.908419772222222,NA,NA,NA,NA,0
2004-07-27T04:00:00Z,2004-07-26T21:52:52Z,NA,NA,0.907493155555556,0,2.36,0,0,0
2004-07-27T04:30:00Z,2004-07-26T22:22:52Z,NA,NA,0.906848461111111,NA,NA,NA,NA,0
2004-07-27T05:00:00Z,2004-07-26T22:52:52Z,NA,NA,0.906204172222222,0,2.59,0,0,0
2004-07-27T05:30:00Z,2004-07-26T23:22:52Z,NA,NA,0.906567138888889,NA,NA,NA,NA,0
2004-07-27T06:00:00Z,2004-07-26T23:52:52Z,NA,NA,0.903712205555555,0,2.35,0,0,0
2004-07-27T06:30:00Z,2004-07-27T00:22:55Z,NA,NA,0.90306985,NA,NA,NA,NA,0
2004-07-27T07:00:00Z,2004-07-27T00:52:55Z,NA,NA,0.90306985,0,2.27,0,0,0
2004-07-27T07:30:00Z,2004-07-27T01:22:55Z,NA,NA,0.903431272222222,NA,NA,NA,NA,0
2004-07-27T08:00:00Z,2004-07-27T01:52:55Z,NA,NA,0.903150227777778,0,2.32,0,0,0
2004-07-27T08:30:00Z,2004-07-27T02:22:55Z,NA,NA,0.901866516666667,NA,NA,NA,NA,0
2004-07-27T09:00:00Z,2004-07-27T02:52:55Z,NA,NA,0.900584438888889,0,1.5,0,0,0
2004-07-27T09:30:00Z,2004-07-27T03:22:55Z,NA,NA,0.899944005555556,NA,NA,NA,NA,0
2004-07-27T10:00:00Z,2004-07-27T03:52:55Z,NA,NA,0.900303888888889,0,1.57,0,0,0
2004-07-27T10:30:00Z,2004-07-27T04:22:55Z,NA,NA,0.900584438888889,NA,NA,NA,NA,0
2004-07-27T11:00:00Z,2004-07-27T04:52:55Z,NA,NA,0.900303888888889,96.967,0.73,0,45.865390999999995,36.160285345469035
2004-07-27T11:30:00Z,2004-07-27T05:22:55Z,NA,NA,0.899663605555556,NA,NA,NA,NA,146.36111708474115
2004-07-27T12:00:00Z,2004-07-27T05:52:55Z,NA,NA,0.899023727777778,316.8765,0.79,0,149.8825845,259.3786236722978
2004-07-27T12:30:00Z,2004-07-27T06:22:55Z,NA,NA,0.8993831,NA,NA,NA,NA,373.2790087032596
2004-07-27T13:00:00Z,2004-07-27T06:52:55Z,NA,NA,0.8993831,625.9653,1.09,0,296.0815869,486.1133677856339
2004-07-27T13:30:00Z,2004-07-27T07:22:55Z,NA,NA,0.8993831,NA,NA,NA,NA,595.951035472411
2004-07-27T14:00:00Z,2004-07-27T07:52:55Z,NA,NA,0.899023727777778,940.2532,1.83,0,444.73976359999995,700.9126201575912
2004-07-27T14:30:00Z,2004-07-27T08:22:55Z,NA,NA,0.899824044444444,NA,NA,NA,NA,799.2021616879215
2004-07-27T15:00:00Z,2004-07-27T08:52:55Z,NA,NA,0.9002243,1213.8528,2.11,0,574.1523743999999,889.1378614521905
2004-07-27T15:30:00Z,2004-07-27T09:22:55Z,NA,NA,0.90359165,NA,NA,NA,NA,969.1808591344047
2004-07-27T16:00:00Z,2004-07-27T09:52:55Z,NA,NA,0.809994611111111,1414.7284,2.71,0,669.1665332,1037.9615637393304
2004-07-27T16:30:00Z,2004-07-27T10:22:55Z,19.98,NA,3.47149323888889,NA,NA,NA,NA,1094.303088345567
2004-07-27T17:00:00Z,2004-07-27T10:52:55Z,20.82,NA,4.93223112222222,1513.441,3.07,0,715.857593,1137.2413875978953
2004-07-27T17:30:00Z,2004-07-27T11:22:55Z,22.94,NA,7.13791261111111,NA,NA,NA,NA,1166.0417533679342
2004-07-27T18:00:00Z,2004-07-27T11:52:55Z,24.41,NA,8.01484358333333,1514.3175,3.69,0,716.2721775,1180.2113863257534
2004-07-27T18:30:00Z,2004-07-27T12:22:55Z,25.03,NA,8.55045005,NA,NA,NA,NA,1179.5078283082432
2004-07-27T19:00:00Z,2004-07-27T12:52:55Z,25.22,NA,8.71618805,1406.9658,3.67,0,665.4948234,1163.943111194207
2004-07-27T19:30:00Z,2004-07-27T13:22:55Z,25.66,NA,9.00866343333333,NA,NA,NA,NA,1133.7835512892852
2004-07-27T20:00:00Z,2004-07-27T13:52:55Z,12.29,NA,4.34507518333333,1217.3586,3.39,0,575.8106177999999,1089.545192731982
2004-07-27T20:30:00Z,2004-07-27T14:22:55Z,26.14,NA,9.9930574,NA,NA,NA,NA,1031.9849778802932
2004-07-27T21:00:00Z,2004-07-27T14:52:55Z,25.97,NA,8.87414563888889,1033.8097,4.1,0,488.99198809999996,962.0877957527993
2004-07-27T21:30:00Z,2004-07-27T15:22:55Z,26.13,NA,8.57763991666667,NA,NA,NA,NA,881.0496301278605
2004-07-27T22:00:00Z,2004-07-27T15:52:55Z,25.85,NA,8.77116317777778,761.9421,3.72,0,360.39861329999997,790.2570956423623
2004-07-27T22:30:00Z,2004-07-27T16:22:55Z,25.78,NA,8.4929752,NA,NA,NA,NA,691.2637120359932
2004-07-27T23:00:00Z,2004-07-27T16:52:55Z,25.71,NA,8.71550953888889,449.3759,3.25,0,212.5548007,585.7633225003148
2004-07-27T23:30:00Z,2004-07-27T17:22:55Z,25.01,NA,7.00537072777778,NA,NA,NA,NA,475.5611109588898
2004-07-28T00:00:00Z,2004-07-27T17:52:55Z,24.07,NA,7.29505811111111,153.2564,2.87,0,72.49027720000001,362.5427141899301
2004-07-28T00:30:00Z,2004-07-27T18:22:55Z,23.87,NA,6.38369039444444,NA,NA,NA,NA,248.64195730211333
2004-07-28T01:00:00Z,2004-07-27T18:52:55Z,23.06,NA,6.19682132222222,12.9879,2.85,0,6.1432766999999995,135.8077646308899
2004-07-28T01:30:00Z,2004-07-27T19:22:55Z,22.37,NA,5.31186282777778,NA,NA,NA,NA,25.970812232742016
2004-07-28T02:00:00Z,2004-07-27T19:52:55Z,21.29,NA,4.45833604444444,0,2.87,0,0,0
2004-07-28T02:30:00Z,2004-07-27T20:22:55Z,19.83,NA,3.56988221666667,NA,NA,NA,NA,0
2004-07-28T03:00:00Z,2004-07-27T20:52:55Z,18.39,NA,2.50556945,0,2.9,0,0,0
2004-07-28T03:30:00Z,2004-07-27T21:22:55Z,16.59,NA,1.62616296111111,NA,NA,NA,NA,0
2004-07-28T04:00:00Z,2004-07-27T21:52:55Z,15.62,NA,1.58275650555556,0,2.8,0,0,0
2004-07-28T04:30:00Z,2004-07-27T22:22:55Z,15.56,NA,1.63772274444444,NA,NA,NA,NA,0
2004-07-28T05:00:00Z,2004-07-27T22:52:55Z,15.07,NA,1.41675433333333,0,2.64,0,0,0
2004-07-28T05:30:00Z,2004-07-27T23:22:55Z,14.34,NA,1.08560076666667,NA,NA,NA,NA,0
2004-07-28T06:00:00Z,2004-07-27T23:52:55Z,13.56,NA,0.853588322222222,0,2.9,0,0,0
2004-07-28T06:30:00Z,2004-07-28T00:22:58Z,13.06,NA,0.754654844444444,NA,NA,NA,NA,0
2004-07-28T07:00:00Z,2004-07-28T00:52:58Z,12.46,NA,0.534075655555556,0,2.94,0,0,0
