TIMESTAMP,solar_TIMESTAMP,SEN_SOU_POS_Ato_Js_1,SEN_SOU_POS_Ato_Js_2,SEN_SOU_POS_Ato_Js_3
1998-09-30T23:59:59Z,1998-09-30T23:09:47Z,150.04224581823752,124.07980001601985,240.03222773609028
1998-10-01T01:00:00Z,1998-10-01T00:09:48Z,139.77482988198364,53.496301799157884,189.5894884924545
1998-10-01T02:00:00Z,1998-10-01T01:10:06Z,67.23340749629442,32.26908968203122,205.73400369749467
1998-10-01T03:00:00Z,1998-10-01T02:10:06Z,94.32892912396409,203.78070167894634,97.51387049108007
1998-10-01T04:00:00Z,1998-10-01T03:10:06Z,126.37074204680911,231.65638247864536,169.34144305535514
1998-10-01T05:00:00Z,1998-10-01T04:10:06Z,90.79088842801784,213.91977030773464,78.02142793784479
1998-10-01T06:00:00Z,1998-10-01T05:10:06Z,89.67443149172908,173.8316785928191,89.26090447221102
1998-10-01T07:00:00Z,1998-10-01T06:10:06Z,559.1448258822813,203.17419692676867,95.63274444949614
1998-10-01T08:00:00Z,1998-10-01T07:10:06Z,1657.7817124408339,1091.8271150797154,1685.7103218864581
1998-10-01T09:00:00Z,1998-10-01T08:10:06Z,2327.5283875424234,3323.7984418125197,3798.3086132049157
1998-10-01T10:00:00Z,1998-10-01T09:10:06Z,2371.0660579734817,3147.754683348812,3923.0789180263846
1998-10-01T11:00:00Z,1998-10-01T10:10:06Z,2355.793127404973,3190.9467242931287,4061.894642096945
1998-10-01T12:00:00Z,1998-10-01T11:10:06Z,2290.702653464828,3166.830525306475,4257.520129304411
1998-10-01T13:00:00Z,1998-10-01T12:10:06Z,2218.958136539496,3120.5825646269695,4034.126865884966
1998-10-01T14:00:00Z,1998-10-01T13:10:06Z,2134.3859241277514,3096.461553519569,4096.70036527102
1998-10-01T15:00:00Z,1998-10-01T14:10:06Z,2103.7464562907453,2290.48994694282,3911.6510101705135
1998-10-01T16:00:00Z,1998-10-01T15:10:06Z,2139.1832608838963,2284.6821422907483,3925.2290306115437
1998-10-01T17:00:00Z,1998-10-01T16:10:06Z,1986.4222101934672,2284.6821422907483,4122.438573036941
1998-10-01T18:00:00Z,1998-10-01T17:10:06Z,1488.6326990433101,1965.3570045612942,3877.207231215574
1998-10-01T19:00:00Z,1998-10-01T18:10:06Z,881.2942582246076,888.1789045108637,2079.465650737133
1998-10-01T20:00:00Z,1998-10-01T19:10:06Z,586.6553363779427,433.635491869278,1388.3989728653503
1998-10-01T21:00:00Z,1998-10-01T20:10:06Z,519.8164293425431,399.8386291081898,1151.8171349015615
1998-10-01T22:00:00Z,1998-10-01T21:10:06Z,450.1043371129791,312.1595126987138,960.6927642608615
1998-10-01T23:00:00Z,1998-10-01T22:10:06Z,427.34845517169566,235.90154591723666,777.3552801929648
1998-10-01T23:59:59Z,1998-10-01T23:10:05Z,336.9870184574888,214.1358066934451,777.1549625742007
1998-10-02T01:00:00Z,1998-10-02T00:10:06Z,255.81418454004387,173.11561782603388,556.5921698606489
1998-10-02T02:00:00Z,1998-10-02T01:10:24Z,226.89138250807375,103.71558327018518,503.54530557366274
1998-10-02T03:00:00Z,1998-10-02T02:10:24Z,169.56145576437623,71.42751566236623,362.23018227209167
1998-10-02T04:00:00Z,1998-10-02T03:10:24Z,159.44812377005175,119.93186810779434,393.484902161572
1998-10-02T05:00:00Z,1998-10-02T04:10:24Z,147.1857511219089,124.19684547627949,397.2220066622872
1998-10-02T06:00:00Z,1998-10-02T05:10:24Z,116.84620337607605,157.77207599617904,288.5945322075954
1998-10-02T07:00:00Z,1998-10-02T06:10:24Z,398.2387818155066,86.34456033381281,138.27221470209068
1998-10-02T08:00:00Z,1998-10-02T07:10:24Z,1527.1241992898886,740.3702496036659,1323.3286481850232
1998-10-02T09:00:00Z,1998-10-02T08:10:24Z,2400.856030591071,3027.4247607602565,3872.979436862904
1998-10-02T10:00:00Z,1998-10-02T09:10:24Z,2429.96813304941,3143.7836491763974,3973.6656508827173
1998-10-02T11:00:00Z,1998-10-02T10:10:24Z,2396.262763106075,3115.695603785167,4039.9461375920623
