sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
19,evergreen,Eucalyptus radiata,1,AUS_MAR_HSD_HIG
81,evergreen,Eucalyptus obliqua,2,AUS_MAR_HSD_HIG
