pl_age,pl_azimut_int,pl_bark_thick,pl_code,pl_dbh,pl_height,pl_leaf_area,pl_name,pl_radial_int,pl_remarks,pl_sap_units,pl_sapw_area,pl_sapw_depth,pl_sens_calib,pl_sens_cor_grad,pl_sens_cor_zero,pl_sens_hgt,pl_sens_length,pl_sens_man,pl_sens_meth,pl_sens_timestep,pl_social,pl_species,pl_treatment,si_code,pl_sap_units_orig
NA,No azimuthal correction,NA,ESP_ALT_TRI_Pni_Jt_1,13.37,6.59,NA,pn198,No radial correction,"Measurements started in 01/01/2010 In all trees cero consecutive values indicate no values where recorded, not that sapflow was 0",cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Pinus nigra,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Pni_Jt_10,30.5,10.68,NA,pn807,No radial correction,Measurements started in 02/04/2013,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Pinus nigra,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Qil_Jt_11,27.3,5.55,NA,qi805,No radial correction,Measurements started in 02/04/2013,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Quercus ilex,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Qil_Jt_12,26.5,7.58,NA,qi808,No radial correction,Measurements started in 02/04/2013,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Quercus ilex,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Pni_Jt_2,19.74,9.42,NA,pn316,No radial correction,Measurements started in 01/01/2010,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Pinus nigra,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Pni_Jt_3,25.46,8.46,NA,pn1,No radial correction,Measurements started in 19/04/2011,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Pinus nigra,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Pni_Jt_4,26.23,8.69,NA,pn2,No radial correction,Measurements started in 19/04/2011,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Pinus nigra,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Qil_Jt_5,17.83,1.6,NA,qi199,No radial correction,Measurements started in 01/01/2010,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Quercus ilex,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Qil_Jt_6,28.65,3.86,NA,qi200,No radial correction,Measurements started in 01/01/2010,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Quercus ilex,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Qil_Jt_7,22.73,6.34,NA,qi1,No radial correction,Measurements started in 19/04/2011,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Quercus ilex,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Qil_Jt_8,23.33,4.74,NA,qi57,No radial correction,Measurements started in 19/04/2011,cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Quercus ilex,NA,ESP_ALT_TRI,kg h-1
NA,No azimuthal correction,NA,ESP_ALT_TRI_Pni_Jt_9,28.5,12.14,NA,pn806,No radial correction,"Measurements started in 02/04/2013 In all trees cero consecutive values indicate no values where recorded, not that sapflow was 0",cm3 h-1,NA,NA,FALSE,No correction,Long time-window zero flow,1.3,40,Ems Brno,TSHB,10,NA,Pinus nigra,NA,ESP_ALT_TRI,kg h-1
