TIMESTAMP,solar_TIMESTAMP,BRA_CAX_CON_Pan_Jt_1,BRA_CAX_CON_Pan_Jt_2,BRA_CAX_CON_Mbi_Jt_3,BRA_CAX_CON_Sra_Jt_4,BRA_CAX_CON_Eco_Jt_5,BRA_CAX_CON_Lme_Jt_6,BRA_CAX_CON_Egr_Jt_7,BRA_CAX_CON_Pte_Jt_8,BRA_CAX_CON_Egr_Jt_9,BRA_CAX_CON_Pte_Jt_10,BRA_CAX_CON_Loc_Jt_11,BRA_CAX_CON_Loc_Jt_12,BRA_CAX_CON_Pte_Jt_13,BRA_CAX_CON_Sra_Jt_14,BRA_CAX_CON_Pan_Jt_15,BRA_CAX_CON_Mbi_Jt_16
2015-05-14T04:59:59Z,2015-05-14T01:37:35Z,14.946654,57.827925,49.485073,30.747308,0,-126.476389,-163.677704,-175.13182899999998,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T05:59:59Z,2015-05-14T02:37:35Z,28.003158,48.629796000000006,-24.723229999999997,44.510273000000005,0.184034,-112.01914000000001,-121.99959100000001,-174.165539,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T06:59:59Z,2015-05-14T03:37:35Z,40.761288,48.7898,-60.585354,69.986609,24.300621000000003,-91.603297,-115.37299,-156.448384,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T07:59:59Z,2015-05-14T04:37:35Z,64.63616599999999,44.790688,-92.876975,81.260448,106.40666999999999,-67.377606,-26.959635,-145.17373,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T08:59:59Z,2015-05-14T05:37:35Z,78.588115,35.912518,-149.697392,54.905767000000004,132.363598,-6.5204130000000005,-23.123373,-86.384888,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T09:59:59Z,2015-05-14T06:37:35Z,81.647051,27.994125,-54.841267,83.603212,121.870497,16.337632000000003,6.700661,-32.588962,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T10:59:59Z,2015-05-14T07:37:35Z,94.629008,24.3949,-21.307765999999997,82.57832599999999,148.932419,59.025465,80.28696000000001,51.809324,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T11:59:59Z,2015-05-14T08:37:35Z,102.53754099999999,3.761043,708.1999559999999,1728.578726,1252.2096609999999,131.31171,828.398904,720.714571,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T12:59:59Z,2015-05-14T09:37:35Z,599.955321,-49.589524000000004,3300.212173,5028.193082,3881.6283980000003,352.272711,2430.300128,2401.5943169999996,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T13:59:59Z,2015-05-14T10:37:35Z,1088.643901,-98.45925199999999,5458.152473,5740.503719,5321.798564,465.976942,3491.956744,2923.92997,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T14:59:59Z,2015-05-14T11:37:35Z,1508.7669660000001,-87.261593,6807.407764,6488.686095,6213.182298000001,529.666857,4286.454898,3179.379837,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T15:59:59Z,2015-05-14T12:37:35Z,1887.183417,-19.355838,9211.415415,7624.575138,7751.658813999999,594.9196460000001,5596.783954,3375.718831,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T16:59:59Z,2015-05-14T13:37:35Z,1833.2413780000002,68.545671,9401.283095,7569.962273,8001.6591100000005,572.061723,5884.519432,3140.7239250000002,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T17:59:59Z,2015-05-14T14:37:35Z,1693.051047,104.618095,9156.923329,7190.746789000001,7765.466221,573.038604,5487.09648,2981.913588,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T18:59:59Z,2015-05-14T15:37:35Z,1404.1651020000002,65.506288,8809.013885,6498.788507,7105.303861,563.465576,4572.44596,2851.6116629999997,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T19:59:59Z,2015-05-14T16:37:35Z,1019.182942,4.879058000000001,7338.665308000001,5060.990433,5392.674021000001,468.321346,3261.0706600000003,2192.853715,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T20:59:59Z,2015-05-14T17:37:35Z,672.549902,-62.626761,5340.00875,3329.62959,3730.855413,362.04115199999995,2199.763183,1797.276355,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T21:59:59Z,2015-05-14T18:37:35Z,211.168105,0,2118.1577100000004,803.8200370000001,1226.804497,51.796901,651.2235880000001,803.34114,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T22:59:59Z,2015-05-14T19:37:35Z,69.63495,27.27428,1044.621323,275.553449,553.203475,30.79482,241.767446,283.260599,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14T23:59:59Z,2015-05-14T20:37:35Z,34.195716000000004,46.150302999999994,559.00737,123.28168600000001,407.584911,46.619592000000004,84.123649,90.30396999999999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T00:59:59Z,2015-05-14T21:37:35Z,-27.282025,29.433864,252.548805,75.11104,206.73773400000002,-30.160049,-72.99745300000001,-114.410206,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T01:59:59Z,2015-05-14T22:37:35Z,27.92861,67.74584899999999,52.434734,0,190.169364,-62.88415,-137.171085,-196.070386,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T02:59:59Z,2015-05-14T23:37:35Z,45.586034999999995,69.505399,14.573861,21.230249999999998,-23.748406,-46.693032,-66.44053,-189.359375,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T03:59:59Z,2015-05-15T00:37:33Z,80.65225500000001,76.144008,-40.849537999999995,0,3.861328,0,0,-125.577516,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T04:59:59Z,2015-05-15T01:37:33Z,90.948244,83.662417,-2.037948,40.703450000000004,37.923542999999995,23.932479,68.184625,-73.231075,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T05:59:59Z,2015-05-15T02:37:33Z,78.26475400000001,81.183021,-19.891149,87.117134,9.393639,36.924468000000005,116.663642,-80.962298,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T06:59:59Z,2015-05-15T03:37:33Z,87.51629299999999,80.863063,-49.853951,58.419778,3.308096,37.901288,127.126933,-65.016758,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T07:59:59Z,2015-05-15T04:37:33Z,75.95189199999999,75.50419,-88.200032,59.444574,22.643525,63.592116000000004,132.184169,-37.313469000000005,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T08:59:59Z,2015-05-15T05:37:33Z,70.206988,71.904915,-67.086407,89.16690700000001,0,78.73321899999999,144.914036,-17.985664,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T09:59:59Z,2015-05-15T06:37:33Z,94.52951900000001,80.863063,-73.140867,108.933008,134.020469,109.503681,190.951747,29.367661,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T10:59:59Z,2015-05-15T07:37:33Z,110.34653899999999,79.34329699999999,55.8697,134.40934399999998,49.521187000000005,147.11188,318.078359,101.685967,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T11:59:59Z,2015-05-15T08:37:33Z,112.286479,58.067808,142.031979,197.221299,28.166465000000002,207.28534200000001,362.197992,158.219999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T12:59:59Z,2015-05-15T09:37:33Z,107.28760299999999,38.311985,343.853636,260.179885,129.418263,264.528161,439.79934399999996,215.237227,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T13:59:59Z,2015-05-15T10:37:33Z,81.920622,90.780987,401.295285,355.64265,119.108857,272.245165,309.70841,517.235093,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T14:59:59Z,2015-05-15T11:37:33Z,929.105156,73.1847,2675.050002,3659.06392,837.076646,482.07032300000003,1143.443263,842.748456,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T15:59:59Z,2015-05-15T12:37:33Z,1435.028494,-47.829974,6054.011006,5966.861816,4386.230631,763.59555,3406.438139,2317.46434,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T16:59:59Z,2015-05-15T13:37:33Z,1559.4760780000001,-88.78135800000001,7290.712986,6358.669018,6008.102225,831.974333,4598.534509,3159.515114,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T17:59:59Z,2015-05-15T14:37:33Z,1501.131867,-63.10677200000001,8111.506231,6476.679461,6600.333334,730.8713260000001,5028.916805,3416.253602,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T18:59:59Z,2015-05-15T15:37:33Z,1221.050037,5.038914999999999,7015.769672,5444.744726,5729.566605999999,681.541107,4215.758967,3119.732048,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T19:59:59Z,2015-05-15T16:37:33Z,674.6141329999999,-11.037607,4354.67259,3391.417289,3204.345454,547.323357,2337.28298,1997.2662240000002,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T20:59:59Z,2015-05-15T17:37:33Z,194.132462,-25.194722,1758.623969,1058.289507,965.942581,301.941008,794.324064,883.336948,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T21:59:59Z,2015-05-15T18:37:33Z,25.590807,0,696.420911,336.75534400000004,117.267952,146.232736,354.350738,244.06797,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T22:59:59Z,2015-05-15T19:37:33Z,0,33.193044,327.242412,229.139945,28.534533,108.81995,227.224232,116.342987,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15T23:59:59Z,2015-05-15T20:37:33Z,3.060489,57.42794,187.67479,236.4606,37.923091,104.814873,188.33613799999998,96.048691,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T00:59:59Z,2015-05-15T21:37:33Z,49.241859,66.066129,94.836721,265.158135,77.871912,117.80680100000001,243.79057500000002,98.786897,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T01:59:59Z,2015-05-15T22:37:33Z,61.999988,73.1847,58.508891,256.519423,79.34441000000001,113.703926,248.847491,42.735958999999994,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T02:59:59Z,2015-05-15T23:37:33Z,89.456187,89.821161,29.341668000000002,23.865736,124.723927,152.484602,205.251407,7.567151,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T03:59:59Z,2015-05-16T00:37:31Z,100.19982900000001,90.70091199999999,34.620049,14.495129,125.644662,171.533106,218.330307,41.071587,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T04:59:59Z,2015-05-16T01:37:31Z,99.379161,91.66073800000001,0,11.566921,89.00935799999999,157.857386,201.066005,49.930364999999995,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T05:59:59Z,2015-05-16T02:37:31Z,99.97604799999999,96.05978499999999,26.857712,0,166.513653,154.145275,208.739277,47.353124,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T06:59:59Z,2015-05-16T03:37:31Z,98.70768100000001,93.180405,14.748403,24.304729000000002,97.10979,169.384054,205.251407,42.199042,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T07:59:59Z,2015-05-16T04:37:31Z,95.64869900000001,99.419127,21.113625,64.276284,87.3526,171.43530800000002,209.436809,91.163118,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T08:59:59Z,2015-05-16T05:37:31Z,106.914589,101.578613,30.583547999999997,28.258093000000002,126.56483199999998,174.365889,256.172051,107.108457,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T09:59:59Z,2015-05-16T06:37:31Z,115.867708,93.34036,45.176813,62.372782,173.877046,200.838185,287.561175,133.68438999999998,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T10:59:59Z,2015-05-16T07:37:31Z,127.95435699999999,83.502413,109.759957,76.575099,215.298365,215.88155,322.438171,146.891724,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T11:59:59Z,2015-05-16T08:37:31Z,116.837655,69.82526,316.704761,983.76418,295.747543,250.91100999999998,414.68810900000005,396.44663,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T12:59:59Z,2015-05-16T09:37:31Z,290.527189,33.352998,1775.254986,3555.8415069999996,1959.223812,401.09049899999997,1514.8832519999999,1560.886086,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T13:59:59Z,2015-05-16T10:37:31Z,779.7380619999999,-34.872715,3842.68584,4714.278588,3746.227223,470.055398,2595.721928,2470.7452449999996,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T14:59:59Z,2015-05-16T11:37:31Z,1682.2826459999999,-79.18339200000001,7111.576806,7145.35835,6364.784339,613.1622020000001,4444.203425000001,3359.826813,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T15:59:59Z,2015-05-16T12:37:31Z,1893.575135,2.5596669999999997,8474.339107,7273.325205,7255.432951999999,653.017251,5109.482479,3372.067957,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T16:59:59Z,2015-05-16T13:37:31Z,1945.0552160000002,118.455056,9210.678048,7421.643694,7619.019278,639.243978,5568.638291,3347.907999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T17:59:59Z,2015-05-16T14:37:31Z,1643.858841,151.168236,8955.916265999998,6934.373457000001,7546.485707999999,630.452234,5322.232748,3322.1375919999996,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T18:59:59Z,2015-05-16T15:37:31Z,1388.9200740000001,137.73101400000002,8531.935504,6222.942156,7016.662571000001,557.677854,4400.607234,2935.580275,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T19:59:59Z,2015-05-16T16:37:31Z,1146.0680009999999,130.29258299999998,7694.996448000001,5227.903866000001,5569.865486000001,504.244698,3222.810525,2537.7486049999998,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T20:59:59Z,2015-05-16T17:37:31Z,665.884887,33.272971999999996,5727.389826,3465.06409,3610.9172740000004,386.437837,2166.560284,1772.203829,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T21:59:59Z,2015-05-16T18:37:31Z,286.199931,0,3056.046549,1519.2049729999999,1568.575564,202.205892,1053.983772,1006.6594529999999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T22:59:59Z,2015-05-16T19:37:31Z,70.207033,38.391913,1510.247398,453.88744199999996,397.920076,68.28110799999999,441.194407,448.88959,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-16T23:59:59Z,2015-05-16T20:37:31Z,3.060489,52.788863,949.027832,210.54518099999999,144.237745,24.225568,170.374412,216.63299,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T00:59:59Z,2015-05-16T21:37:31Z,0,65.506288,645.518928,89.459718,23.656389,0,54.234212,120.798986,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T01:59:59Z,2015-05-16T22:37:31Z,17.458492999999997,65.66619299999999,453.47786,32.796991,-63.052316999999995,22.760308,0,77.955683,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T02:59:59Z,2015-05-16T23:37:31Z,-9.997614,92.460609,356.059967,40.264187,92.231647,64.691214,1.912948,11.972534999999999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T03:59:59Z,2015-05-17T00:37:28Z,1.4160469999999998,85.26211,326.718202,51.245394,11.042042,44.275188,17.089572,52.883056999999994,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T04:59:59Z,2015-05-17T01:37:28Z,9.922929,85.741974,289.924667,18.887756,-25.957379,36.949009999999994,4.712905,62.54706,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T05:59:59Z,2015-05-17T02:37:28Z,4.92419,81.02301800000001,220.373708,-6.584892,-41.236945999999996,26.985217,0,25.663064,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T06:59:59Z,2015-05-17T03:37:28Z,11.489762,82.70268899999999,217.73451699999998,54.612955,-48.048576000000004,23.273229,5.236561,2.956701,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T07:59:59Z,2015-05-17T04:37:28Z,20.89049,92.460609,159.36155399999998,54.320053,-73.453288,-11.697662,16.56645,-2.6860880000000003,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T08:59:59Z,2015-05-17T05:37:28Z,57.001204,92.700541,146.63120800000002,72.475464,-17.304731,-31.918214,29.994169,28.40117,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T09:59:59Z,2015-05-17T06:37:28Z,95.275548,104.21811,107.353619,-6.297028,53.755889,16.826010999999998,107.769823,77.20398,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T10:59:59Z,2015-05-17T07:37:28Z,130.26726499999998,101.178727,174.420525,3.9491359999999998,102.724748,69.086995,210.308322,119.081193,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T11:59:59Z,2015-05-17T08:37:28Z,123.403227,91.500832,707.695734,1167.954589,390.09603300000003,169.01776900000002,460.725178,539.623234,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T12:59:59Z,2015-05-17T09:37:28Z,587.918508,58.867679,2954.126839,5403.162660999999,3451.583771,339.57399399999997,2344.0840980000003,2563.2504040000003,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T13:59:59Z,2015-05-17T10:37:28Z,1259.175239,16.076669,5921.371917,6697.181143,5996.136174,504.171564,3886.171073,3385.006782,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T14:59:59Z,2015-05-17T11:37:28Z,1812.0276179999998,1.681927,7897.206875,7378.744111,6816.827807000001,559.069796,4690.783697999999,3540.9182490000003,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T15:59:59Z,2015-05-17T12:37:28Z,1990.491973,67.74584899999999,9162.007667,7390.603934,7615.429485,616.703441,5295.202687,3405.300878,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T16:59:59Z,2015-05-17T13:37:28Z,1873.9528759999998,160.686273,9171.011982,7174.9340520000005,7893.227387,578.606617,5587.123246,3218.3040570000003,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T17:59:59Z,2015-05-17T14:37:28Z,1725.108029,181.641854,8847.165727,6766.289226999999,7688.514818,562.9773190000001,5276.543002,3050.151546,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T18:59:59Z,2015-05-17T15:37:28Z,1360.4940199999999,141.17038300000002,8318.392821,5933.18594,6922.866409,529.373952,4354.395114,2867.3421160000003,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T19:59:59Z,2015-05-17T16:37:28Z,1158.2292439999999,104.698023,7839.14409,5150.304151,5724.9644,466.660918,3337.729644,2460.651668,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T20:59:59Z,2015-05-17T17:37:28Z,670.585113,50.789331,5539.773054,3065.936054,3430.229049,370.344395,2125.753791,1666.759945,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T21:59:59Z,2015-05-17T18:37:28Z,265.60786199999995,22.555225,3215.718866,1560.640497,1760.493817,310.366529,1168.379769,1012.5116169999999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T22:59:59Z,2015-05-17T19:37:28Z,94.7533,13.197289,1878.7272420000002,670.8747520000001,805.412518,234.173005,689.6927579999999,638.195244,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-17T23:59:59Z,2015-05-17T20:37:28Z,32.081786,23.435074,1233.363549,274.82128500000005,330.633508,136.586757,401.608888,418.179788,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T00:59:59Z,2015-05-17T21:37:28Z,12.086604000000001,23.275119,855.957007,138.65516,135.12535,104.35085099999999,227.921336,261.62406,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T01:59:59Z,2015-05-17T22:37:28Z,0,15.996643,731.1380800000001,163.98504499999999,124.632249,76.315619,151.889457,207.183874,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T02:59:59Z,2015-05-17T23:37:28Z,76.996386,-39.938255999999996,487.477164,72.768366,220.637271,30.721624,31.912674000000003,80.962198,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T03:59:59Z,2015-05-18T00:37:25Z,103.706465,-4.810408000000001,312.047417,17.716239,160.254125,32.675386,0,56.48021,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T04:59:59Z,2015-05-18T01:37:25Z,132.580127,10.211207,195.145964,-28.697266,143.870015,26.423458,33.133326999999994,49.554513,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T05:59:59Z,2015-05-18T02:37:25Z,136.60901,22.688553,147.79547000000002,21.230249999999998,186.39531200000002,110.529583,45.689105,65.983148,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T06:59:59Z,2015-05-18T03:37:25Z,129.297227,11.250962,84.609831,40.410728,218.980174,148.430749,77.426942,27.327437,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T07:59:59Z,2015-05-18T04:37:25Z,129.222725,-1.225894,35.862027,21.522792,156.572202,118.83251899999999,75.160046,14.603197999999999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T08:59:59Z,2015-05-18T05:37:25Z,157.0518,27.407608,-35.551655000000004,-35.139575,141.10837600000002,102.91019399999999,87.367111,55.030725000000004,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T09:59:59Z,2015-05-18T06:37:25Z,154.142097,39.884954,-33.067699,-37.775331,30.099386999999997,98.416554,82.13546600000001,97.229868,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T10:59:59Z,2015-05-18T07:37:25Z,155.111953,41.724579999999996,35.241087,28.550905,173.14091000000002,170.995766,150.145682,99.48477799999999,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T11:59:59Z,2015-05-18T08:37:25Z,145.860459,31.726727000000004,353.653628,646.4233029999999,216.586942,206.74812500000002,227.921336,309.35313599999995,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T12:59:59Z,2015-05-18T09:37:25Z,310.746244,6.13202,1941.2147129999998,3683.661731,1969.532992,262.721096,1429.957447,1703.053402,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T13:59:59Z,2015-05-18T10:37:25Z,1078.173784,-41.697856,4822.607495,5863.199331,4760.218718,406.023557,3049.122973,2949.539513,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T14:59:59Z,2015-05-18T11:37:25Z,1506.354615,-61.293723,6802.944561,6485.464445,6042.988077,506.149622,3863.327162,3327.077087,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T15:59:59Z,2015-05-18T12:37:25Z,1523.813109,-45.137175,7169.483771,6141.97389,6223.215765,524.221184,4103.455136,3320.150989,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T16:59:59Z,2015-05-18T13:37:25Z,1778.527912,39.405089999999994,8213.057453,6699.523727,7163.385904,559.192013,4927.947352,3426.132091,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T17:59:59Z,2015-05-18T14:37:25Z,1685.863647,86.755151,8278.882185,6567.164156,7394.608179999999,558.410422,4979.216815,3252.020474,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T18:59:59Z,2015-05-18T15:37:25Z,1329.45682,84.915525,7890.142607,5665.099686,6575.020187,489.543321,4105.1989109999995,2822.458589,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T19:59:59Z,2015-05-18T16:37:25Z,1128.5349600000002,58.201185,7413.377734,4926.141737,5482.420644000001,443.43634399999996,2998.376739,2512.729601,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T20:59:59Z,2015-05-18T17:37:25Z,602.392567,-9.064701999999999,4421.137375,2654.948105,3012.795608,361.577253,1546.098074,1635.4055810000002,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T21:59:59Z,2015-05-18T18:37:25Z,242.777479,-37.538740000000004,2553.35518,1147.456504,1410.2543620000001,281.769416,736.4281070000001,984.7009850000001,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T22:59:59Z,2015-05-18T19:37:25Z,107.436882,-49.056358,1490.530987,456.962011,631.5358100000001,183.89020200000002,316.334691,653.8722750000001,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18T23:59:59Z,2015-05-18T20:37:25Z,42.154039,-45.297129999999996,901.988003,214.79135699999998,297.588448,105.45001099999999,126.7779,431.762873,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T00:59:59Z,2015-05-18T21:37:25Z,17.533133,-38.418589000000004,634.962164,109.811353,133.928677,80.052026,29.819759,294.373987,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T01:59:59Z,2015-05-18T22:37:25Z,0,-35.379205,494.773796,90.777596,63.972939000000004,40.978383,6.9785200000000005,165.19941799999998,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T02:59:59Z,2015-05-18T23:37:25Z,-8.356141,-91.953972,473.271694,159.592598,102.17242,55.264821999999995,62.081039,47.192159,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T03:59:59Z,2015-05-19T00:37:21Z,0,-97.712732,343.795617,126.942058,76.215041,36.50953,48.653427,22.065912,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T04:59:59Z,2015-05-19T01:37:21Z,22.039498000000002,-82.56396600000001,189.01379,30.893579000000003,11.966502,-46.326625,32.260959,15.945540000000001,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T05:59:59Z,2015-05-19T02:37:21Z,14.697932,-68.27891699999999,177.680753,61.055173999999994,0,-30.110965999999998,10.462436,10.146998,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T06:59:59Z,2015-05-19T03:37:21Z,17.085479,-80.836338,105.18023099999999,79.94275,59.646671,-2.662218,10.812003,0,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T07:59:59Z,2015-05-19T04:37:21Z,26.85922,-82.036047,40.752516,112.300388,97.75447399999999,-23.761608,0,13.851694,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T08:59:59Z,2015-05-19T05:37:21Z,83.33826900000001,-63.959896,-18.086346,78.039248,246.686441,-10.867295,48.653427,65.39251,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T09:59:59Z,2015-05-19T06:37:21Z,95.64869900000001,-59.240792,-3.334823,113.910988,200.47877,30.257725,108.641978,41.715948000000004,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T10:59:59Z,2015-05-19T07:37:21Z,133.17696800000002,-49.642826,9.546175999999999,117.86435200000001,301.36249999999995,56.534608,197.927167,440.997403,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T11:59:59Z,2015-05-19T08:37:21Z,182.493512,29.540566000000002,61.245201,94.730511,429.492412,107.037304,281.98039,509.450148,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T12:59:59Z,2015-05-19T09:37:21Z,167.422474,51.215942,106.11154400000001,116.10730199999999,461.524495,153.437248,349.293074,358.20966799999997,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T13:59:59Z,2015-05-19T10:37:21Z,121.314192,32.739904,281.386056,229.725748,452.320084,189.970952,309.533573,312.78912399999996,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T14:59:59Z,2015-05-19T11:37:21Z,83.263583,-12.370693000000001,179.388436,237.924748,345.176939,143.473455,161.131667,191.667908,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T15:59:59Z,2015-05-19T12:37:21Z,219.872548,-3.814982,1337.689987,1553.466113,759.020926,156.367584,643.655368,385.590826,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19T16:59:59Z,2015-05-19T13:37:21Z,810.02937,-9.651268,3959.664227,4145.309,2862.850776,347.04686899999996,2057.743896,1428.8121449999999,NA,NA,NA,NA,NA,NA,NA,NA
