TIMESTAMP,solar_TIMESTAMP,ITA_REN_Pab_Jt_1,ITA_REN_Pab_Jt_2,ITA_REN_Pab_Jt_3,ITA_REN_Pab_Jt_4,ITA_REN_Pab_Jt_5,ITA_REN_Lde_Jt_6,ITA_REN_Pce_Jt_7,ITA_REN_Pab_Jt_8
2016-02-17T21:00:00Z,2016-02-17T21:31:49Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-17T21:30:00Z,2016-02-17T22:01:49Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-17T22:00:00Z,2016-02-17T22:31:49Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-17T22:30:00Z,2016-02-17T23:01:49Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-17T23:00:00Z,2016-02-17T23:31:49Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-17T23:30:00Z,2016-02-18T00:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T00:00:00Z,2016-02-18T00:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T00:30:00Z,2016-02-18T01:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T01:00:00Z,2016-02-18T01:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T01:30:00Z,2016-02-18T02:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T02:00:00Z,2016-02-18T02:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T02:30:00Z,2016-02-18T03:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T03:00:00Z,2016-02-18T03:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T03:30:00Z,2016-02-18T04:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T04:00:00Z,2016-02-18T04:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T04:30:00Z,2016-02-18T05:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T05:00:00Z,2016-02-18T05:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T05:30:00Z,2016-02-18T06:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T06:00:00Z,2016-02-18T06:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T06:30:00Z,2016-02-18T07:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T07:00:00Z,2016-02-18T07:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T07:30:00Z,2016-02-18T08:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T08:00:00Z,2016-02-18T08:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T08:30:00Z,2016-02-18T09:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T09:00:00Z,2016-02-18T09:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T09:30:00Z,2016-02-18T10:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T10:00:00Z,2016-02-18T10:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T10:30:00Z,2016-02-18T11:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T11:00:00Z,2016-02-18T11:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T11:30:00Z,2016-02-18T12:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T12:00:00Z,2016-02-18T12:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T12:30:00Z,2016-02-18T13:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T13:00:00Z,2016-02-18T13:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T13:30:00Z,2016-02-18T14:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T14:00:00Z,2016-02-18T14:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T14:30:00Z,2016-02-18T15:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T15:00:00Z,2016-02-18T15:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T15:30:00Z,2016-02-18T16:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T16:00:00Z,2016-02-18T16:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T16:30:00Z,2016-02-18T17:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T17:00:00Z,2016-02-18T17:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T17:30:00Z,2016-02-18T18:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T18:00:00Z,2016-02-18T18:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T18:30:00Z,2016-02-18T19:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T19:00:00Z,2016-02-18T19:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T19:30:00Z,2016-02-18T20:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T20:00:00Z,2016-02-18T20:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T20:30:00Z,2016-02-18T21:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T21:00:00Z,2016-02-18T21:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T21:30:00Z,2016-02-18T22:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T22:00:00Z,2016-02-18T22:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T22:30:00Z,2016-02-18T23:01:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T23:00:00Z,2016-02-18T23:31:54Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-18T23:30:00Z,2016-02-19T00:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T00:00:00Z,2016-02-19T00:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T00:30:00Z,2016-02-19T01:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T01:00:00Z,2016-02-19T01:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T01:30:00Z,2016-02-19T02:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T02:00:00Z,2016-02-19T02:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T02:30:00Z,2016-02-19T03:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T03:00:00Z,2016-02-19T03:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T03:30:00Z,2016-02-19T04:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T04:00:00Z,2016-02-19T04:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T04:30:00Z,2016-02-19T05:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T05:00:00Z,2016-02-19T05:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T05:30:00Z,2016-02-19T06:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T06:00:00Z,2016-02-19T06:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T06:30:00Z,2016-02-19T07:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T07:00:00Z,2016-02-19T07:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T07:30:00Z,2016-02-19T08:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T08:00:00Z,2016-02-19T08:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T08:30:00Z,2016-02-19T09:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T09:00:00Z,2016-02-19T09:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T09:30:00Z,2016-02-19T10:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T10:00:00Z,2016-02-19T10:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T10:30:00Z,2016-02-19T11:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T11:00:00Z,2016-02-19T11:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T11:30:00Z,2016-02-19T12:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T12:00:00Z,2016-02-19T12:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T12:30:00Z,2016-02-19T13:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T13:00:00Z,2016-02-19T13:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T13:30:00Z,2016-02-19T14:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T14:00:00Z,2016-02-19T14:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T14:30:00Z,2016-02-19T15:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T15:00:00Z,2016-02-19T15:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T15:30:00Z,2016-02-19T16:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T16:00:00Z,2016-02-19T16:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T16:30:00Z,2016-02-19T17:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T17:00:00Z,2016-02-19T17:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T17:30:00Z,2016-02-19T18:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T18:00:00Z,2016-02-19T18:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T18:30:00Z,2016-02-19T19:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T19:00:00Z,2016-02-19T19:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T19:30:00Z,2016-02-19T20:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T20:00:00Z,2016-02-19T20:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T20:30:00Z,2016-02-19T21:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T21:00:00Z,2016-02-19T21:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T21:30:00Z,2016-02-19T22:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T22:00:00Z,2016-02-19T22:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T22:30:00Z,2016-02-19T23:01:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T23:00:00Z,2016-02-19T23:31:59Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19T23:30:00Z,2016-02-20T00:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T00:00:00Z,2016-02-20T00:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T00:30:00Z,2016-02-20T01:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T01:00:00Z,2016-02-20T01:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T01:30:00Z,2016-02-20T02:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T02:00:00Z,2016-02-20T02:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T02:30:00Z,2016-02-20T03:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T03:00:00Z,2016-02-20T03:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T03:30:00Z,2016-02-20T04:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T04:00:00Z,2016-02-20T04:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T04:30:00Z,2016-02-20T05:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T05:00:00Z,2016-02-20T05:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T05:30:00Z,2016-02-20T06:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T06:00:00Z,2016-02-20T06:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T06:30:00Z,2016-02-20T07:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T07:00:00Z,2016-02-20T07:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T07:30:00Z,2016-02-20T08:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T08:00:00Z,2016-02-20T08:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T08:30:00Z,2016-02-20T09:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T09:00:00Z,2016-02-20T09:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T09:30:00Z,2016-02-20T10:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T10:00:00Z,2016-02-20T10:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T10:30:00Z,2016-02-20T11:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T11:00:00Z,2016-02-20T11:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T11:30:00Z,2016-02-20T12:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T12:00:00Z,2016-02-20T12:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T12:30:00Z,2016-02-20T13:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T13:00:00Z,2016-02-20T13:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T13:30:00Z,2016-02-20T14:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T14:00:00Z,2016-02-20T14:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T14:30:00Z,2016-02-20T15:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T15:00:00Z,2016-02-20T15:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T15:30:00Z,2016-02-20T16:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T16:00:00Z,2016-02-20T16:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T16:30:00Z,2016-02-20T17:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T17:00:00Z,2016-02-20T17:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T17:30:00Z,2016-02-20T18:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T18:00:00Z,2016-02-20T18:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T18:30:00Z,2016-02-20T19:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T19:00:00Z,2016-02-20T19:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T19:30:00Z,2016-02-20T20:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T20:00:00Z,2016-02-20T20:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T20:30:00Z,2016-02-20T21:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T21:00:00Z,2016-02-20T21:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T21:30:00Z,2016-02-20T22:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T22:00:00Z,2016-02-20T22:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T22:30:00Z,2016-02-20T23:02:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T23:00:00Z,2016-02-20T23:32:06Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-20T23:30:00Z,2016-02-21T00:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T00:00:00Z,2016-02-21T00:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T00:30:00Z,2016-02-21T01:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T01:00:00Z,2016-02-21T01:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T01:30:00Z,2016-02-21T02:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T02:00:00Z,2016-02-21T02:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T02:30:00Z,2016-02-21T03:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T03:00:00Z,2016-02-21T03:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T03:30:00Z,2016-02-21T04:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T04:00:00Z,2016-02-21T04:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T04:30:00Z,2016-02-21T05:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T05:00:00Z,2016-02-21T05:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T05:30:00Z,2016-02-21T06:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T06:00:00Z,2016-02-21T06:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T06:30:00Z,2016-02-21T07:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T07:00:00Z,2016-02-21T07:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T07:30:00Z,2016-02-21T08:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T08:00:00Z,2016-02-21T08:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T08:30:00Z,2016-02-21T09:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T09:00:00Z,2016-02-21T09:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T09:30:00Z,2016-02-21T10:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T10:00:00Z,2016-02-21T10:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T10:30:00Z,2016-02-21T11:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T11:00:00Z,2016-02-21T11:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T11:30:00Z,2016-02-21T12:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T12:00:00Z,2016-02-21T12:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T12:30:00Z,2016-02-21T13:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T13:00:00Z,2016-02-21T13:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T13:30:00Z,2016-02-21T14:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T14:00:00Z,2016-02-21T14:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T14:30:00Z,2016-02-21T15:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T15:00:00Z,2016-02-21T15:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T15:30:00Z,2016-02-21T16:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T16:00:00Z,2016-02-21T16:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T16:30:00Z,2016-02-21T17:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T17:00:00Z,2016-02-21T17:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T17:30:00Z,2016-02-21T18:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T18:00:00Z,2016-02-21T18:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T18:30:00Z,2016-02-21T19:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T19:00:00Z,2016-02-21T19:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T19:30:00Z,2016-02-21T20:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T20:00:00Z,2016-02-21T20:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T20:30:00Z,2016-02-21T21:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T21:00:00Z,2016-02-21T21:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T21:30:00Z,2016-02-21T22:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T22:00:00Z,2016-02-21T22:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T22:30:00Z,2016-02-21T23:02:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T23:00:00Z,2016-02-21T23:32:13Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-21T23:30:00Z,2016-02-22T00:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T00:00:00Z,2016-02-22T00:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T00:30:00Z,2016-02-22T01:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T01:00:00Z,2016-02-22T01:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T01:30:00Z,2016-02-22T02:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T02:00:00Z,2016-02-22T02:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T02:30:00Z,2016-02-22T03:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T03:00:00Z,2016-02-22T03:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T03:30:00Z,2016-02-22T04:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T04:00:00Z,2016-02-22T04:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T04:30:00Z,2016-02-22T05:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T05:00:00Z,2016-02-22T05:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T05:30:00Z,2016-02-22T06:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T06:00:00Z,2016-02-22T06:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T06:30:00Z,2016-02-22T07:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T07:00:00Z,2016-02-22T07:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T07:30:00Z,2016-02-22T08:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T08:00:00Z,2016-02-22T08:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T08:30:00Z,2016-02-22T09:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T09:00:00Z,2016-02-22T09:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T09:30:00Z,2016-02-22T10:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T10:00:00Z,2016-02-22T10:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T10:30:00Z,2016-02-22T11:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T11:00:00Z,2016-02-22T11:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T11:30:00Z,2016-02-22T12:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T12:00:00Z,2016-02-22T12:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T12:30:00Z,2016-02-22T13:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T13:00:00Z,2016-02-22T13:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T13:30:00Z,2016-02-22T14:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T14:00:00Z,2016-02-22T14:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T14:30:00Z,2016-02-22T15:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T15:00:00Z,2016-02-22T15:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T15:30:00Z,2016-02-22T16:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T16:00:00Z,2016-02-22T16:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T16:30:00Z,2016-02-22T17:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T17:00:00Z,2016-02-22T17:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T17:30:00Z,2016-02-22T18:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T18:00:00Z,2016-02-22T18:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T18:30:00Z,2016-02-22T19:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T19:00:00Z,2016-02-22T19:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T19:30:00Z,2016-02-22T20:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T20:00:00Z,2016-02-22T20:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T20:30:00Z,2016-02-22T21:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T21:00:00Z,2016-02-22T21:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T21:30:00Z,2016-02-22T22:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T22:00:00Z,2016-02-22T22:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T22:30:00Z,2016-02-22T23:02:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T23:00:00Z,2016-02-22T23:32:20Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-22T23:30:00Z,2016-02-23T00:02:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T00:00:00Z,2016-02-23T00:32:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T00:30:00Z,2016-02-23T01:02:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T01:00:00Z,2016-02-23T01:32:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T01:30:00Z,2016-02-23T02:02:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T02:00:00Z,2016-02-23T02:32:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T02:30:00Z,2016-02-23T03:02:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T03:00:00Z,2016-02-23T03:32:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T03:30:00Z,2016-02-23T04:02:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T04:00:00Z,2016-02-23T04:32:28Z,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23T04:30:00Z,2016-02-23T05:02:28Z,NA,NA,NA,NA,NA,NA,NA,NA
