sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
29.84,cold deciduous,Acer rubrum,15,USA_UMB_GIR
28.8,evergreen,Pinus strobus,15,USA_UMB_GIR
37.17,cold deciduous,Quercus rubra,14,USA_UMB_GIR
4.19,cold deciduous,Fagus grandifolia,13,USA_UMB_GIR
