sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
33,cold deciduous,Fagus sylvatica,9,DEU_MER_MIX_NON
67,evergreen,Pseudotsuga menziesii,8,DEU_MER_MIX_NON
