TIMESTAMP,solar_TIMESTAMP,ESP_SAN_B2_100_Oeu_Jt_1,ESP_SAN_B2_100_Oeu_Jt_2,ESP_SAN_B2_100_Oeu_Jt_3
2013-06-11T23:00:00Z,2013-06-11T22:36:38Z,NA,NA,75.55420000000001
2013-06-11T23:30:00Z,2013-06-11T23:06:38Z,NA,NA,87.602423
2013-06-12T00:00:00Z,2013-06-11T23:36:38Z,NA,NA,76.90707099999999
2013-06-12T00:30:00Z,2013-06-12T00:06:26Z,NA,NA,69.776614
2013-06-12T01:00:00Z,2013-06-12T00:36:26Z,NA,NA,64.983284
2013-06-12T01:30:00Z,2013-06-12T01:06:26Z,NA,NA,67.926645
2013-06-12T02:00:00Z,2013-06-12T01:36:26Z,NA,NA,62.720479
2013-06-12T02:30:00Z,2013-06-12T02:06:26Z,NA,NA,75.295607
2013-06-12T03:00:00Z,2013-06-12T02:36:26Z,NA,NA,77.651881
2013-06-12T03:30:00Z,2013-06-12T03:06:26Z,NA,NA,73.28448399999999
2013-06-12T04:00:00Z,2013-06-12T03:36:26Z,NA,NA,66.252015
2013-06-12T04:30:00Z,2013-06-12T04:06:26Z,NA,NA,68.482032
2013-06-12T05:00:00Z,2013-06-12T04:36:26Z,NA,NA,82.81227700000001
2013-06-12T05:30:00Z,2013-06-12T05:06:26Z,NA,NA,152.838655
2013-06-12T06:00:00Z,2013-06-12T05:36:26Z,NA,NA,217.52272
2013-06-12T06:30:00Z,2013-06-12T06:06:26Z,NA,NA,252.01124200000004
2013-06-12T07:00:00Z,2013-06-12T06:36:26Z,NA,NA,249.498525
2013-06-12T07:30:00Z,2013-06-12T07:06:26Z,NA,NA,301.84765000000004
2013-06-12T08:00:00Z,2013-06-12T07:36:26Z,NA,NA,370.445877
2013-06-12T08:30:00Z,2013-06-12T08:06:26Z,NA,NA,303.677221
2013-06-12T09:00:00Z,2013-06-12T08:36:26Z,NA,NA,297.448178
2013-06-12T09:30:00Z,2013-06-12T09:06:26Z,NA,NA,297.4321
2013-06-12T10:00:00Z,2013-06-12T09:36:26Z,NA,NA,242.887394
2013-06-12T10:30:00Z,2013-06-12T10:06:26Z,NA,NA,304.652462
2013-06-12T11:00:00Z,2013-06-12T10:36:26Z,NA,NA,303.808646
2013-06-12T11:30:00Z,2013-06-12T11:06:26Z,NA,NA,291.660971
2013-06-12T12:00:00Z,2013-06-12T11:36:26Z,NA,NA,254.751287
2013-06-12T12:30:00Z,2013-06-12T12:06:26Z,NA,NA,292.58736899999997
2013-06-12T13:00:00Z,2013-06-12T12:36:26Z,NA,NA,277.521894
2013-06-12T13:30:00Z,2013-06-12T13:06:26Z,NA,NA,339.37141599999995
2013-06-12T14:00:00Z,2013-06-12T13:36:26Z,NA,NA,330.33727200000004
2013-06-12T14:30:00Z,2013-06-12T14:06:26Z,NA,NA,328.934971
2013-06-12T15:00:00Z,2013-06-12T14:36:26Z,NA,NA,207.095744
2013-06-12T15:30:00Z,2013-06-12T15:06:26Z,NA,NA,329.41093900000004
2013-06-12T16:00:00Z,2013-06-12T15:36:26Z,NA,NA,277.176157
2013-06-12T16:30:00Z,2013-06-12T16:06:26Z,NA,NA,279.899985
2013-06-12T17:00:00Z,2013-06-12T16:36:26Z,NA,NA,270.622464
2013-06-12T17:30:00Z,2013-06-12T17:06:26Z,NA,NA,267.359238
2013-06-12T18:00:00Z,2013-06-12T17:36:26Z,NA,NA,203.948308
2013-06-12T18:30:00Z,2013-06-12T18:06:26Z,NA,NA,177.776704
2013-06-12T19:00:00Z,2013-06-12T18:36:26Z,NA,NA,129.287254
2013-06-12T19:30:00Z,2013-06-12T19:06:26Z,NA,NA,109.820476
2013-06-12T20:00:00Z,2013-06-12T19:36:26Z,NA,NA,107.243484
2013-06-12T20:30:00Z,2013-06-12T20:06:26Z,NA,NA,100.046757
2013-06-12T21:00:00Z,2013-06-12T20:36:26Z,NA,NA,102.624663
2013-06-12T21:30:00Z,2013-06-12T21:06:26Z,NA,NA,88.687796
2013-06-12T22:00:00Z,2013-06-12T21:36:26Z,NA,NA,77.531315
2013-06-12T22:30:00Z,2013-06-12T22:06:26Z,NA,NA,53.528118
2013-06-12T23:00:00Z,2013-06-12T22:36:26Z,NA,NA,69.554457
2013-06-12T23:30:00Z,2013-06-12T23:06:26Z,NA,NA,81.5829
2013-06-13T00:00:00Z,2013-06-12T23:36:26Z,NA,NA,58.909559
2013-06-13T00:30:00Z,2013-06-13T00:06:14Z,NA,NA,93.413871
2013-06-13T01:00:00Z,2013-06-13T00:36:14Z,NA,NA,73.393802
2013-06-13T01:30:00Z,2013-06-13T01:06:14Z,NA,NA,76.993053
2013-06-13T02:00:00Z,2013-06-13T01:36:14Z,NA,NA,92.519455
2013-06-13T02:30:00Z,2013-06-13T02:06:14Z,NA,NA,80.892585
2013-06-13T03:00:00Z,2013-06-13T02:36:14Z,NA,NA,70.248858
2013-06-13T03:30:00Z,2013-06-13T03:06:14Z,NA,NA,68.19531400000001
2013-06-13T04:00:00Z,2013-06-13T03:36:14Z,NA,NA,69.86761399999999
2013-06-13T04:30:00Z,2013-06-13T04:06:14Z,NA,NA,65.865276
2013-06-13T05:00:00Z,2013-06-13T04:36:14Z,NA,NA,104.367576
2013-06-13T05:30:00Z,2013-06-13T05:06:14Z,NA,NA,167.36769600000002
2013-06-13T06:00:00Z,2013-06-13T05:36:14Z,NA,NA,203.86594499999998
2013-06-13T06:30:00Z,2013-06-13T06:06:14Z,NA,NA,243.39956400000003
2013-06-13T07:00:00Z,2013-06-13T06:36:14Z,NA,NA,246.401484
2013-06-13T07:30:00Z,2013-06-13T07:06:14Z,NA,NA,257.744557
2013-06-13T08:00:00Z,2013-06-13T07:36:14Z,NA,NA,361.88529000000005
2013-06-13T08:30:00Z,2013-06-13T08:06:14Z,NA,NA,269.230821
2013-06-13T09:00:00Z,2013-06-13T08:36:14Z,NA,NA,378.074103
2013-06-13T09:30:00Z,2013-06-13T09:06:14Z,NA,NA,276.664823
2013-06-13T10:00:00Z,2013-06-13T09:36:14Z,NA,NA,313.655322
2013-06-13T10:30:00Z,2013-06-13T10:06:14Z,NA,NA,317.831665
2013-06-13T11:00:00Z,2013-06-13T10:36:14Z,NA,NA,302.321307
2013-06-13T11:30:00Z,2013-06-13T11:06:14Z,NA,NA,271.60304099999996
2013-06-13T12:00:00Z,2013-06-13T11:36:14Z,NA,NA,281.104583
2013-06-13T12:30:00Z,2013-06-13T12:06:14Z,NA,NA,254.19152499999998
2013-06-13T13:00:00Z,2013-06-13T12:36:14Z,NA,NA,254.75902900000003
2013-06-13T13:30:00Z,2013-06-13T13:06:14Z,NA,NA,273.113206
2013-06-13T14:00:00Z,2013-06-13T13:36:14Z,NA,NA,351.732852
2013-06-13T14:30:00Z,2013-06-13T14:06:14Z,NA,NA,381.17148099999997
2013-06-13T15:00:00Z,2013-06-13T14:36:14Z,NA,NA,193.418837
2013-06-13T15:30:00Z,2013-06-13T15:06:14Z,NA,NA,318.031477
2013-06-13T16:00:00Z,2013-06-13T15:36:14Z,NA,NA,220.938379
2013-06-13T16:30:00Z,2013-06-13T16:06:14Z,NA,NA,301.871744
2013-06-13T17:00:00Z,2013-06-13T16:36:14Z,NA,NA,295.496666
2013-06-13T17:30:00Z,2013-06-13T17:06:14Z,NA,NA,289.983963
2013-06-13T18:00:00Z,2013-06-13T17:36:14Z,NA,NA,263.893148
2013-06-13T18:30:00Z,2013-06-13T18:06:14Z,NA,NA,226.67416400000002
2013-06-13T19:00:00Z,2013-06-13T18:36:14Z,NA,NA,161.212383
2013-06-13T19:30:00Z,2013-06-13T19:06:14Z,NA,NA,163.18913700000002
2013-06-13T20:00:00Z,2013-06-13T19:36:14Z,NA,NA,139.328547
2013-06-13T20:30:00Z,2013-06-13T20:06:14Z,NA,NA,134.90896899999998
2013-06-13T21:00:00Z,2013-06-13T20:36:14Z,NA,NA,119.396093
2013-06-13T21:30:00Z,2013-06-13T21:06:14Z,NA,NA,129.664121
2013-06-13T22:00:00Z,2013-06-13T21:36:14Z,NA,NA,123.964997
2013-06-13T22:30:00Z,2013-06-13T22:06:14Z,NA,NA,115.195249
2013-06-13T23:00:00Z,2013-06-13T22:36:14Z,NA,NA,105.56534300000001
2013-06-13T23:30:00Z,2013-06-13T23:06:14Z,NA,NA,93.023014
2013-06-14T00:00:00Z,2013-06-13T23:36:14Z,NA,NA,96.86362799999999
2013-06-14T00:30:00Z,2013-06-14T00:06:02Z,NA,NA,105.233463
2013-06-14T01:00:00Z,2013-06-14T00:36:02Z,NA,NA,85.50801600000001
2013-06-14T01:30:00Z,2013-06-14T01:06:02Z,NA,NA,66.60744100000001
2013-06-14T02:00:00Z,2013-06-14T01:36:02Z,NA,NA,89.273611
2013-06-14T02:30:00Z,2013-06-14T02:06:02Z,NA,NA,72.27024999999999
2013-06-14T03:00:00Z,2013-06-14T02:36:02Z,NA,NA,83.43023500000001
2013-06-14T03:30:00Z,2013-06-14T03:06:02Z,NA,NA,75.259428
2013-06-14T04:00:00Z,2013-06-14T03:36:02Z,NA,NA,90.39037
