env_leafarea_seasonal,env_netrad,env_plant_watpot,env_ppfd_in,env_precip,env_remarks,env_rh,env_swc_deep_depth,env_swc_shallow_depth,env_sw_in,env_ta,env_time_daylight,env_timestep,env_time_zone,env_vpd,env_ws,si_code
stand level,Not provided,leaf: predawn and midday,Off-site,Off-site,These are broad-leaf conifer trees,Not provided,30,10,Not provided,Off-site,FALSE,30,"37UTC+12:00, M",Off-site,Off-site,NZL_HUA_HUA
