st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code
300,N,94,71.2,770,"Naturally regenerated, unmanaged",27,NA,Huapai1,The site is mixed-age with mature trees 500-800 years old and ricker (juvenile) trees that are suppressed beneath the canopy but are likely to be only decades old.,13.2,24.8,200,CLAY,"Significant Slope (>5%, <10%)",NA,NZL_HUA_HUA
