st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code
175,N,40,NA,2000,"Naturally regenerated, unmanaged",22,NA,Sierra del Rincon,Patrimonio Natural de la Humanidad,NA,NA,110,NA,Strong Slope (>10%),natural conditions,ESP_MON_SIE_NAT
