st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code,st_USDA_soil_texture
60,Flat,18.7,NA,467,"Naturally regenerated, unmanaged",10.6,NA,ST1,GWlevel 2m; regularly flooded; dense understory vegetation,NA,NA,200,SAND,Flat,NA,CHN_YIN_ST1,sand
