sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
31,cold deciduous,Acer rubrum,3,USA_TNY
49,cold deciduous,Liriodendron tulipifera,3,USA_TNY
7,cold deciduous,Prunus serotina,2,USA_TNY
