TIMESTAMP,TIMESTAMP_solar,COL_MAC_SAF_Tca_Js_1,COL_MAC_SAF_Tca_Js_2,COL_MAC_SAF_Tca_Js_3
2015-01-13T23:00:00Z,2015-01-13T17:49:22Z,1.0978488,-0.13322520579240002,0.3162816020808
2015-01-13T23:15:00Z,2015-01-13T18:04:22Z,1.0085928089256,-0.24907319420760002,0.25801919791919997
2015-01-13T23:30:00Z,2015-01-13T18:19:22Z,0.9193367910743999,-0.39388320579240005,0.187272
2015-01-13T23:45:00Z,2015-01-13T18:34:22Z,0.9193367910743999,-0.32437440579240007,0.12900960208079998
2015-01-14T00:00:00Z,2015-01-13T18:49:22Z,0.9193367910743999,-0.3533363942076,0.093636
2015-01-14T00:15:00Z,2015-01-13T19:04:22Z,0.9193367910743999,-0.38229840000000004,0.07282800208080001
2015-01-14T00:30:00Z,2015-01-13T19:19:22Z,0.9282624089256,-0.45759959420760005,0.0645047979192
2015-01-14T00:45:00Z,2015-01-13T19:34:22Z,0.8836344,-0.37650600579240007,0.039535197919199995
2015-01-14T01:00:00Z,2015-01-13T19:49:22Z,0.9282624089256,-0.4054679942076,0.09571679791919999
2015-01-14T01:15:00Z,2015-01-13T20:04:22Z,0.9014856089255999,-0.3880907942076,0.08115119999999999
2015-01-14T01:30:00Z,2015-01-13T20:19:22Z,0.9371879999999999,-0.3649212,0.11444399791919999
2015-01-14T01:45:00Z,2015-01-13T20:34:22Z,0.8836344,-0.4460148057924,0.0853128020808
2015-01-14T02:00:00Z,2015-01-13T20:49:22Z,0.9193367910743999,-0.42284519420760003,0.0853128020808
2015-01-14T02:15:00Z,2015-01-13T21:04:22Z,0.9639647999999998,-0.3880907942076,0.05410080208079999
2015-01-14T02:30:00Z,2015-01-13T21:19:22Z,0.9371879999999999,-0.4054679942076,0.0436968
2015-01-14T02:45:00Z,2015-01-13T21:34:22Z,0.9461135910744,-0.41705280000000006,0.0187272
2015-01-14T03:00:00Z,2015-01-13T21:49:22Z,0.9639647999999998,-0.45759959420760005,0.0062424
2015-01-14T03:15:00Z,2015-01-13T22:04:22Z,0.9728903910744,-0.43443000000000004,0.0041616020808
2015-01-14T03:30:00Z,2015-01-13T22:19:22Z,0.9014856089255999,-0.4460148057924,0.0124848
2015-01-14T03:45:00Z,2015-01-13T22:34:22Z,0.9818160089255998,-0.45180719999999996,0.0416160020808
2015-01-14T04:00:00Z,2015-01-13T22:49:22Z,0.9728903910744,-0.45759959420760005,0.0353736020808
2015-01-14T04:15:00Z,2015-01-13T23:04:22Z,0.9639647999999998,-0.477873,0.022888802080800002
2015-01-14T04:30:00Z,2015-01-13T23:19:22Z,0.9550392089255998,-0.48076920579239996,-0.0041616020808
2015-01-14T04:45:00Z,2015-01-13T23:34:22Z,0.9728903910744,-0.48656160000000004,-0.0020807979192
