TIMESTAMP,solar_TIMESTAMP,ta,vpd,sw_in,ws,precip,ppfd_in,rh,ext_rad
2006-06-21T07:30:00Z,2006-06-21T17:24:30Z,,OUT_WARN,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T08:00:00Z,2006-06-21T17:54:30Z,,OUT_WARN,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T08:30:00Z,2006-06-21T18:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T09:00:00Z,2006-06-21T18:54:30Z,,,,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T09:30:00Z,2006-06-21T19:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T10:00:00Z,2006-06-21T19:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T10:30:00Z,2006-06-21T20:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T11:00:00Z,2006-06-21T20:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T11:30:00Z,2006-06-21T21:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T12:00:00Z,2006-06-21T21:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T12:30:00Z,2006-06-21T22:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T13:00:00Z,2006-06-21T22:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T13:30:00Z,2006-06-21T23:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T14:00:00Z,2006-06-21T23:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T14:30:00Z,2006-06-22T00:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T15:00:00Z,2006-06-22T00:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T15:30:00Z,2006-06-22T01:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T16:00:00Z,2006-06-22T01:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T16:30:00Z,2006-06-22T02:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T17:00:00Z,2006-06-22T02:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T17:30:00Z,2006-06-22T03:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T18:00:00Z,2006-06-22T03:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T18:30:00Z,2006-06-22T04:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T19:00:00Z,2006-06-22T04:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T19:30:00Z,2006-06-22T05:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T20:00:00Z,2006-06-22T05:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T20:30:00Z,2006-06-22T06:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T21:00:00Z,2006-06-22T06:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T21:30:00Z,2006-06-22T07:24:18Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T22:00:00Z,2006-06-22T07:54:18Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T22:30:00Z,2006-06-22T08:24:18Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T23:00:00Z,2006-06-22T08:54:18Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T23:30:00Z,2006-06-22T09:24:18Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T00:00:00Z,2006-06-22T09:54:18Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T00:30:00Z,2006-06-22T10:24:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T01:00:00Z,2006-06-22T10:54:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T01:30:00Z,2006-06-22T11:24:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T02:00:00Z,2006-06-22T11:54:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T02:30:00Z,2006-06-22T12:24:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T03:00:00Z,2006-06-22T12:54:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T03:30:00Z,2006-06-22T13:24:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T04:00:00Z,2006-06-22T13:54:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T04:30:00Z,2006-06-22T14:24:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T05:00:00Z,2006-06-22T14:54:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T05:30:00Z,2006-06-22T15:24:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T06:00:00Z,2006-06-22T15:54:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T06:30:00Z,2006-06-22T16:24:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T07:00:00Z,2006-06-22T16:54:18Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T07:30:00Z,2006-06-22T17:24:18Z,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T08:00:00Z,2006-06-22T17:54:18Z,,OUT_WARN,,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T08:30:00Z,2006-06-22T18:24:18Z,,OUT_WARN,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T09:00:00Z,2006-06-22T18:54:18Z,,OUT_WARN,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T09:30:00Z,2006-06-22T19:24:18Z,,OUT_WARN,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T10:00:00Z,2006-06-22T19:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T10:30:00Z,2006-06-22T20:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T11:00:00Z,2006-06-22T20:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T11:30:00Z,2006-06-22T21:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T12:00:00Z,2006-06-22T21:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T12:30:00Z,2006-06-22T22:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T13:00:00Z,2006-06-22T22:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T13:30:00Z,2006-06-22T23:24:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T14:00:00Z,2006-06-22T23:54:18Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T14:30:00Z,2006-06-23T00:24:06Z,,,,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T15:00:00Z,2006-06-23T00:54:06Z,,,,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T15:30:00Z,2006-06-23T01:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T16:00:00Z,2006-06-23T01:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T16:30:00Z,2006-06-23T02:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T17:00:00Z,2006-06-23T02:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T17:30:00Z,2006-06-23T03:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T18:00:00Z,2006-06-23T03:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T18:30:00Z,2006-06-23T04:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T19:00:00Z,2006-06-23T04:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T19:30:00Z,2006-06-23T05:24:06Z,,,,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T20:00:00Z,2006-06-23T05:54:06Z,,,,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T20:30:00Z,2006-06-23T06:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T21:00:00Z,2006-06-23T06:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T21:30:00Z,2006-06-23T07:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T22:00:00Z,2006-06-23T07:54:06Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T22:30:00Z,2006-06-23T08:24:06Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T23:00:00Z,2006-06-23T08:54:06Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-22T23:30:00Z,2006-06-23T09:24:06Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T00:00:00Z,2006-06-23T09:54:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T00:30:00Z,2006-06-23T10:24:06Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T01:00:00Z,2006-06-23T10:54:06Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T01:30:00Z,2006-06-23T11:24:06Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T02:00:00Z,2006-06-23T11:54:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T02:30:00Z,2006-06-23T12:24:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T03:00:00Z,2006-06-23T12:54:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T03:30:00Z,2006-06-23T13:24:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T04:00:00Z,2006-06-23T13:54:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T04:30:00Z,2006-06-23T14:24:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T05:00:00Z,2006-06-23T14:54:06Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T05:30:00Z,2006-06-23T15:24:06Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T06:00:00Z,2006-06-23T15:54:06Z,,OUT_WARN,OUT_WARN,OUT_WARN,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T06:30:00Z,2006-06-23T16:24:06Z,,,,OUT_WARN,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T07:00:00Z,2006-06-23T16:54:06Z,,,,OUT_WARN,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T07:30:00Z,2006-06-23T17:24:06Z,,,,,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T08:00:00Z,2006-06-23T17:54:06Z,,,,OUT_WARN,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T08:30:00Z,2006-06-23T18:24:06Z,,,,,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T09:00:00Z,2006-06-23T18:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T09:30:00Z,2006-06-23T19:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T10:00:00Z,2006-06-23T19:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T10:30:00Z,2006-06-23T20:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T11:00:00Z,2006-06-23T20:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T11:30:00Z,2006-06-23T21:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T12:00:00Z,2006-06-23T21:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T12:30:00Z,2006-06-23T22:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T13:00:00Z,2006-06-23T22:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T13:30:00Z,2006-06-23T23:24:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T14:00:00Z,2006-06-23T23:54:06Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T14:30:00Z,2006-06-24T00:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T15:00:00Z,2006-06-24T00:53:55Z,,,,,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T15:30:00Z,2006-06-24T01:23:55Z,,,,,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-23T16:00:00Z,2006-06-24T01:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T16:30:00Z,2006-06-24T02:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T17:00:00Z,2006-06-24T02:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T17:30:00Z,2006-06-24T03:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T18:00:00Z,2006-06-24T03:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T18:30:00Z,2006-06-24T04:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T19:00:00Z,2006-06-24T04:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T19:30:00Z,2006-06-24T05:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T20:00:00Z,2006-06-24T05:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T20:30:00Z,2006-06-24T06:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T21:00:00Z,2006-06-24T06:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T21:30:00Z,2006-06-24T07:23:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T22:00:00Z,2006-06-24T07:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T22:30:00Z,2006-06-24T08:23:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T23:00:00Z,2006-06-24T08:53:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-23T23:30:00Z,2006-06-24T09:23:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T00:00:00Z,2006-06-24T09:53:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T00:30:00Z,2006-06-24T10:23:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T01:00:00Z,2006-06-24T10:53:55Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T01:30:00Z,2006-06-24T11:23:55Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T02:00:00Z,2006-06-24T11:53:55Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T02:30:00Z,2006-06-24T12:23:55Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T03:00:00Z,2006-06-24T12:53:55Z,,,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T03:30:00Z,2006-06-24T13:23:55Z,,,OUT_WARN,,OUT_WARN,CALCULATED,CALCULATED,CALCULATED
2006-06-24T04:00:00Z,2006-06-24T13:53:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T04:30:00Z,2006-06-24T14:23:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T05:00:00Z,2006-06-24T14:53:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T05:30:00Z,2006-06-24T15:23:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T06:00:00Z,2006-06-24T15:53:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T06:30:00Z,2006-06-24T16:23:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T07:00:00Z,2006-06-24T16:53:55Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T07:30:00Z,2006-06-24T17:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T08:00:00Z,2006-06-24T17:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T08:30:00Z,2006-06-24T18:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T09:00:00Z,2006-06-24T18:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T09:30:00Z,2006-06-24T19:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T10:00:00Z,2006-06-24T19:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T10:30:00Z,2006-06-24T20:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T11:00:00Z,2006-06-24T20:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T11:30:00Z,2006-06-24T21:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T12:00:00Z,2006-06-24T21:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T12:30:00Z,2006-06-24T22:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T13:00:00Z,2006-06-24T22:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T13:30:00Z,2006-06-24T23:23:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T14:00:00Z,2006-06-24T23:53:55Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T14:30:00Z,2006-06-25T00:23:43Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T15:00:00Z,2006-06-25T00:53:43Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-24T15:30:00Z,2006-06-25T01:23:43Z,,,,,,CALCULATED,CALCULATED,CALCULATED
