TIMESTAMP,solar_TIMESTAMP,ta,vpd,sw_in,ws,precip,ppfd_in,rh,ext_rad
2006-06-20T01:00:00Z,2006-06-20T10:54:42Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T01:30:00Z,2006-06-20T11:24:42Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T02:00:00Z,2006-06-20T11:54:42Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T02:30:00Z,2006-06-20T12:24:42Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T03:00:00Z,2006-06-20T12:54:42Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T03:30:00Z,2006-06-20T13:24:42Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T04:00:00Z,2006-06-20T13:54:42Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T04:30:00Z,2006-06-20T14:24:42Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T05:00:00Z,2006-06-20T14:54:42Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T05:30:00Z,2006-06-20T15:24:42Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T06:00:00Z,2006-06-20T15:54:42Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T06:30:00Z,2006-06-20T16:24:42Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T07:00:00Z,2006-06-20T16:54:42Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T07:30:00Z,2006-06-20T17:24:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T08:00:00Z,2006-06-20T17:54:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T08:30:00Z,2006-06-20T18:24:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T09:00:00Z,2006-06-20T18:54:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T09:30:00Z,2006-06-20T19:24:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T10:00:00Z,2006-06-20T19:54:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T10:30:00Z,2006-06-20T20:24:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T11:00:00Z,2006-06-20T20:54:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T11:30:00Z,2006-06-20T21:24:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T12:00:00Z,2006-06-20T21:54:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T12:30:00Z,2006-06-20T22:24:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T13:00:00Z,2006-06-20T22:54:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T13:30:00Z,2006-06-20T23:24:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T14:00:00Z,2006-06-20T23:54:42Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T14:30:00Z,2006-06-21T00:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T15:00:00Z,2006-06-21T00:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T15:30:00Z,2006-06-21T01:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T16:00:00Z,2006-06-21T01:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T16:30:00Z,2006-06-21T02:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T17:00:00Z,2006-06-21T02:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T17:30:00Z,2006-06-21T03:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T18:00:00Z,2006-06-21T03:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T18:30:00Z,2006-06-21T04:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T19:00:00Z,2006-06-21T04:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T19:30:00Z,2006-06-21T05:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T20:00:00Z,2006-06-21T05:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T20:30:00Z,2006-06-21T06:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T21:00:00Z,2006-06-21T06:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T21:30:00Z,2006-06-21T07:24:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T22:00:00Z,2006-06-21T07:54:30Z,,,,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T22:30:00Z,2006-06-21T08:24:30Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T23:00:00Z,2006-06-21T08:54:30Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-20T23:30:00Z,2006-06-21T09:24:30Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T00:00:00Z,2006-06-21T09:54:30Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T00:30:00Z,2006-06-21T10:24:30Z,,,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T01:00:00Z,2006-06-21T10:54:30Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T01:30:00Z,2006-06-21T11:24:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T02:00:00Z,2006-06-21T11:54:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T02:30:00Z,2006-06-21T12:24:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T03:00:00Z,2006-06-21T12:54:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T03:30:00Z,2006-06-21T13:24:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T04:00:00Z,2006-06-21T13:54:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T04:30:00Z,2006-06-21T14:24:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T05:00:00Z,2006-06-21T14:54:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T05:30:00Z,2006-06-21T15:24:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T06:00:00Z,2006-06-21T15:54:30Z,,OUT_WARN,OUT_WARN,OUT_WARN,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T06:30:00Z,2006-06-21T16:24:30Z,,OUT_WARN,OUT_WARN,,,CALCULATED,CALCULATED,CALCULATED
2006-06-21T07:00:00Z,2006-06-21T16:54:30Z,,OUT_WARN,,,,CALCULATED,CALCULATED,CALCULATED
