TIMESTAMP,solar_TIMESTAMP,AUT_PAT_FOR_Pce_Js_1,AUT_PAT_FOR_Pce_Js_2,AUT_PAT_FOR_Pce_Js_3
2007-10-04T03:00:00Z,2007-10-04T03:58:29Z,31.522989083194997,7.266429893581902,9.407954050795219
2007-10-04T03:30:00Z,2007-10-04T04:28:29Z,31.522989083194997,7.266429893581902,9.407954050795219
2007-10-04T04:00:00Z,2007-10-04T04:58:29Z,13.396953039586197,7.266429893581902,9.407954050795219
2007-10-04T04:30:00Z,2007-10-04T05:28:29Z,13.396953039586197,7.266429893581902,9.407954050795219
2007-10-04T05:00:00Z,2007-10-04T05:58:29Z,13.396953039586197,7.266429893581902,9.407954050795219
2007-10-04T05:30:00Z,2007-10-04T06:28:29Z,13.396953039586197,0,22.132692983502164
2007-10-04T06:00:00Z,2007-10-04T06:58:29Z,0,7.266429893581902,22.132692983502164
2007-10-04T06:30:00Z,2007-10-04T07:28:29Z,13.396953039586197,7.266429893581902,36.54058654688403
2007-10-04T07:00:00Z,2007-10-04T07:58:29Z,98.09894794237023,0,36.54058654688403
2007-10-04T07:30:00Z,2007-10-04T08:28:29Z,204.25124792384793,17.09557246200136,52.185492638567446
2007-10-04T08:00:00Z,2007-10-04T08:58:29Z,597.2159744368589,66.71401282414418,68.83708676913153
2007-10-04T08:30:00Z,2007-10-04T09:28:29Z,1672.819012062268,265.29391306147164,163.41792211188266
2007-10-04T09:00:00Z,2007-10-04T09:58:29Z,3243.1589664207204,650.2678133363071,343.15471628963354
2007-10-04T09:30:00Z,2007-10-04T10:28:29Z,4466.42038148679,1064.0597951399393,605.072657451692
2007-10-04T10:00:00Z,2007-10-04T10:58:29Z,5068.656644437146,1295.1654225361517,965.7780556374362
2007-10-04T10:30:00Z,2007-10-04T11:28:29Z,5545.5582725052955,1355.476880072764,1373.475277271556
2007-10-04T11:00:00Z,2007-10-04T11:58:29Z,6130.572812826853,1386.0156266594263,1787.7295408753162
2007-10-04T11:30:00Z,2007-10-04T12:28:29Z,6216.745836054303,1542.5661750724719,2155.862933922481
2007-10-04T12:00:00Z,2007-10-04T12:58:29Z,6838.820447283079,1607.000408131642,2460.807778593787
2007-10-04T12:30:00Z,2007-10-04T13:28:29Z,7115.8076708556755,1705.6167272026257,2642.5558092667616
2007-10-04T13:00:00Z,2007-10-04T13:58:29Z,7495.163179408226,1840.8138785105282,2735.5107346710033
2007-10-04T13:30:00Z,2007-10-04T14:28:29Z,7787.406121644031,1840.8138785105282,2829.869580484152
2007-10-04T14:00:00Z,2007-10-04T14:58:29Z,7787.406121644031,1910.0209365715764,2925.64551648768
2007-10-04T14:30:00Z,2007-10-04T15:28:29Z,8086.447681927142,1806.6141245956642,2925.64551648768
2007-10-04T15:00:00Z,2007-10-04T15:58:29Z,7689.244383268591,1875.282435691235,2782.5138571202338
2007-10-04T15:30:00Z,2007-10-04T16:28:29Z,7399.232016114223,1875.282435691235,2596.600850205947
2007-10-04T16:00:00Z,2007-10-04T16:58:29Z,6479.26752646904,1672.4813835382358,2241.3068170195884
