sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
50,evergreen,Pinus sylvestris,8,DEU_HIN_TER
50,cold deciduous,Fagus sylvatica,8,DEU_HIN_TER
