TIMESTAMP,solar_TIMESTAMP,CHN_YIN_ST1_Peu_Js_1,CHN_YIN_ST1_Peu_Js_2,CHN_YIN_ST1_Peu_Js_3,CHN_YIN_ST1_Peu_Js_4,CHN_YIN_ST1_Peu_Js_5
2012-05-25T16:00:00Z,2012-05-25T21:45:19Z,37.29881628114544,147.01738925499467,175.00875704796846,110.2439186128851,124.6223905937989
2012-05-25T16:10:00Z,2012-05-25T21:55:19Z,32.4207335445853,144.8143166491735,188.06434728895226,109.07619970367297,119.31379565828459
2012-05-25T16:20:00Z,2012-05-25T22:05:19Z,38.006957468330924,122.58359361767296,177.60216561625782,110.2439186128851,114.58830241339325
2012-05-25T16:30:00Z,2012-05-25T22:15:19Z,45.234723800816376,114.24517975014629,167.28244498562955,113.76337737623618,110.4298533324214
2012-05-25T16:40:00Z,2012-05-25T22:25:19Z,39.43141811087758,110.81589391893537,157.10846131245071,100.97959337989995,99.70502198565674
2012-05-25T16:49:59Z,2012-05-25T22:35:18Z,39.43141811087758,104.03806176600182,149.57577057281932,86.31576885961807,88.77363118583655
2012-05-25T16:59:59Z,2012-05-25T22:45:18Z,35.19107083474991,92.11499451313098,134.76916606703017,76.46368799642167,78.16469187066471
2012-05-25T17:09:59Z,2012-05-25T22:55:18Z,35.19107083474991,85.64913462656696,131.1227770376339,63.73815149802385,65.15119154262408
2012-05-25T17:20:00Z,2012-05-25T23:05:19Z,22.475136117691594,70.00039046157892,106.24704995370097,48.555520843455525,51.855921667446225
2012-05-25T17:30:00Z,2012-05-25T23:15:19Z,21.839213729731355,56.87472290809419,114.4097029373373,39.877719799943684,44.22541022889434
2012-05-25T17:40:00Z,2012-05-25T23:25:19Z,16.889615585174177,50.55452085607576,93.69452544260432,28.003605868331395,35.28418181124168
2012-05-25T17:50:00Z,2012-05-25T23:35:19Z,9.453131989682088,45.51119235019456,81.49518569692863,21.98330332499572,26.064610920711996
