TIMESTAMP,solar_TIMESTAMP,AUS_MAR_MSW_MOD_Ecy_Js_1,AUS_MAR_MSW_MOD_Eob_Js_2,AUS_MAR_MSW_MOD_Ecy_Js_3
2010-02-28T14:00:00Z,2010-02-28T23:29:52Z,,,
2010-02-28T14:00:10Z,2010-02-28T23:30:02Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T14:30:00Z,2010-03-01T00:00:03Z,,,
2010-02-28T14:30:10Z,2010-03-01T00:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T15:00:00Z,2010-03-01T00:30:03Z,,,
2010-02-28T15:00:10Z,2010-03-01T00:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T15:30:00Z,2010-03-01T01:00:03Z,,,
2010-02-28T15:30:10Z,2010-03-01T01:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T16:00:00Z,2010-03-01T01:30:03Z,,,
2010-02-28T16:00:10Z,2010-03-01T01:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T16:30:00Z,2010-03-01T02:00:03Z,,,
2010-02-28T16:30:10Z,2010-03-01T02:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T17:00:00Z,2010-03-01T02:30:03Z,,,
2010-02-28T17:00:10Z,2010-03-01T02:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T17:30:00Z,2010-03-01T03:00:03Z,,,
2010-02-28T17:30:10Z,2010-03-01T03:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T18:00:00Z,2010-03-01T03:30:03Z,,,
2010-02-28T18:00:10Z,2010-03-01T03:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T18:30:00Z,2010-03-01T04:00:03Z,,,
2010-02-28T18:30:10Z,2010-03-01T04:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T19:00:00Z,2010-03-01T04:30:03Z,,,
2010-02-28T19:00:10Z,2010-03-01T04:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T19:30:00Z,2010-03-01T05:00:03Z,,,
2010-02-28T19:30:10Z,2010-03-01T05:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T20:00:00Z,2010-03-01T05:30:03Z,,,
2010-02-28T20:00:10Z,2010-03-01T05:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T20:30:00Z,2010-03-01T06:00:03Z,,,
2010-02-28T20:30:10Z,2010-03-01T06:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T21:00:00Z,2010-03-01T06:30:03Z,,,
2010-02-28T21:00:10Z,2010-03-01T06:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T21:30:00Z,2010-03-01T07:00:03Z,,,
2010-02-28T21:30:10Z,2010-03-01T07:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T22:00:00Z,2010-03-01T07:30:03Z,,,
2010-02-28T22:00:10Z,2010-03-01T07:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T22:30:00Z,2010-03-01T08:00:03Z,,,
2010-02-28T22:30:10Z,2010-03-01T08:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T23:00:00Z,2010-03-01T08:30:03Z,,,
2010-02-28T23:00:10Z,2010-03-01T08:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-02-28T23:30:00Z,2010-03-01T09:00:03Z,,,
2010-02-28T23:30:10Z,2010-03-01T09:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T00:00:00Z,2010-03-01T09:30:03Z,,,
2010-03-01T00:00:10Z,2010-03-01T09:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T00:30:00Z,2010-03-01T10:00:03Z,,,
2010-03-01T00:30:10Z,2010-03-01T10:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T01:00:00Z,2010-03-01T10:30:03Z,,,
2010-03-01T01:00:10Z,2010-03-01T10:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T01:30:00Z,2010-03-01T11:00:03Z,,,
2010-03-01T01:30:10Z,2010-03-01T11:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T02:00:00Z,2010-03-01T11:30:03Z,,,
2010-03-01T02:00:10Z,2010-03-01T11:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T02:30:00Z,2010-03-01T12:00:03Z,,,
2010-03-01T02:30:10Z,2010-03-01T12:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T03:00:00Z,2010-03-01T12:30:03Z,,,
2010-03-01T03:00:10Z,2010-03-01T12:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T03:30:00Z,2010-03-01T13:00:03Z,,,
2010-03-01T03:30:10Z,2010-03-01T13:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T04:00:00Z,2010-03-01T13:30:03Z,,,
2010-03-01T04:00:10Z,2010-03-01T13:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T04:30:00Z,2010-03-01T14:00:03Z,,,
2010-03-01T04:30:10Z,2010-03-01T14:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T05:00:00Z,2010-03-01T14:30:03Z,,,
2010-03-01T05:00:10Z,2010-03-01T14:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T05:30:00Z,2010-03-01T15:00:03Z,,,
2010-03-01T05:30:10Z,2010-03-01T15:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T06:00:00Z,2010-03-01T15:30:03Z,,,
2010-03-01T06:00:10Z,2010-03-01T15:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T06:30:00Z,2010-03-01T16:00:03Z,,,
2010-03-01T06:30:10Z,2010-03-01T16:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T07:00:00Z,2010-03-01T16:30:03Z,,,
2010-03-01T07:00:10Z,2010-03-01T16:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T07:30:00Z,2010-03-01T17:00:03Z,,,
2010-03-01T07:30:10Z,2010-03-01T17:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T08:00:00Z,2010-03-01T17:30:03Z,,,
2010-03-01T08:00:10Z,2010-03-01T17:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T08:30:00Z,2010-03-01T18:00:03Z,,,
2010-03-01T08:30:10Z,2010-03-01T18:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T09:00:00Z,2010-03-01T18:30:03Z,,,
2010-03-01T09:00:10Z,2010-03-01T18:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T09:30:00Z,2010-03-01T19:00:03Z,,,
2010-03-01T09:30:10Z,2010-03-01T19:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T10:00:00Z,2010-03-01T19:30:03Z,,,
2010-03-01T10:00:10Z,2010-03-01T19:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T10:30:00Z,2010-03-01T20:00:03Z,,,
2010-03-01T10:30:10Z,2010-03-01T20:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T11:00:00Z,2010-03-01T20:30:03Z,,,
2010-03-01T11:00:10Z,2010-03-01T20:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T11:30:00Z,2010-03-01T21:00:03Z,,,
2010-03-01T11:30:10Z,2010-03-01T21:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T12:00:00Z,2010-03-01T21:30:03Z,,,
2010-03-01T12:00:10Z,2010-03-01T21:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T12:30:00Z,2010-03-01T22:00:03Z,,,
2010-03-01T12:30:10Z,2010-03-01T22:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T13:00:00Z,2010-03-01T22:30:03Z,,,
2010-03-01T13:00:10Z,2010-03-01T22:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T13:30:00Z,2010-03-01T23:00:03Z,,,
2010-03-01T13:30:10Z,2010-03-01T23:00:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T14:00:00Z,2010-03-01T23:30:03Z,,,
2010-03-01T14:00:10Z,2010-03-01T23:30:13Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T14:30:00Z,2010-03-02T00:00:16Z,,,
2010-03-01T14:30:10Z,2010-03-02T00:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T15:00:00Z,2010-03-02T00:30:16Z,,,
2010-03-01T15:00:10Z,2010-03-02T00:30:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T15:30:00Z,2010-03-02T01:00:16Z,,,
2010-03-01T15:30:10Z,2010-03-02T01:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T16:00:00Z,2010-03-02T01:30:16Z,,,
2010-03-01T16:00:10Z,2010-03-02T01:30:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T16:30:00Z,2010-03-02T02:00:16Z,,,
2010-03-01T16:30:10Z,2010-03-02T02:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T17:00:00Z,2010-03-02T02:30:16Z,,,
2010-03-01T17:00:10Z,2010-03-02T02:30:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T17:30:00Z,2010-03-02T03:00:16Z,,,
2010-03-01T17:30:10Z,2010-03-02T03:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T18:00:00Z,2010-03-02T03:30:16Z,,,
2010-03-01T18:00:10Z,2010-03-02T03:30:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T18:30:00Z,2010-03-02T04:00:16Z,,,
2010-03-01T18:30:10Z,2010-03-02T04:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T19:00:00Z,2010-03-02T04:30:16Z,,,
2010-03-01T19:00:10Z,2010-03-02T04:30:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T19:30:00Z,2010-03-02T05:00:16Z,,,
2010-03-01T19:30:10Z,2010-03-02T05:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T20:00:00Z,2010-03-02T05:30:16Z,,,
2010-03-01T20:00:10Z,2010-03-02T05:30:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T20:30:00Z,2010-03-02T06:00:16Z,,,
2010-03-01T20:30:10Z,2010-03-02T06:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T21:00:00Z,2010-03-02T06:30:16Z,,,
2010-03-01T21:00:10Z,2010-03-02T06:30:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T21:30:00Z,2010-03-02T07:00:16Z,,,
2010-03-01T21:30:10Z,2010-03-02T07:00:26Z,NA_ADDED,NA_ADDED,NA_ADDED
2010-03-01T22:00:00Z,2010-03-02T07:30:16Z,,,
