sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
0.4,drought deciduous,Sloanea sp,1,GUF_GUY_GUY
7,evergreen,Vacapoua americana,1,GUF_GUY_GUY
3,evergreen,Licania membranacea,1,GUF_GUY_GUY
0.9,evergreen,Oxandra asbeckii,1,GUF_GUY_GUY
1.3,evergreen,Iryanthera sagotiana,1,GUF_GUY_GUY
0.15,evergreen,Goupia glabra,1,GUF_GUY_GUY
