TIMESTAMP,solar_TIMESTAMP,SWE_SVA_MIX_NON_Psy_Jt_1,SWE_SVA_MIX_NON_Psy_Jt_2,SWE_SVA_MIX_NON_Psy_Jt_3,SWE_SVA_MIX_NON_Psy_Jt_4,SWE_SVA_MIX_NON_Psy_Jt_5,SWE_SVA_MIX_NON_Psy_Jt_6,SWE_SVA_MIX_NON_Psy_Jt_7,SWE_SVA_MIX_NON_Psy_Jt_8,SWE_SVA_MIX_NON_Psy_Jt_9,SWE_SVA_MIX_NON_Psy_Jt_10,SWE_SVA_MIX_NON_Pab_Jt_11,SWE_SVA_MIX_NON_Pab_Jt_12,SWE_SVA_MIX_NON_Pab_Jt_13,SWE_SVA_MIX_NON_Pab_Jt_14,SWE_SVA_MIX_NON_Pab_Jt_15,SWE_SVA_MIX_NON_Pab_Jt_16,SWE_SVA_MIX_NON_Pab_Jt_17,SWE_SVA_MIX_NON_Pab_Jt_18,SWE_SVA_MIX_NON_Pab_Jt_19,SWE_SVA_MIX_NON_Pab_Jt_20
2016-08-09T21:30:00Z,2016-08-09T22:44:33Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,,,,,,,,,,NA_PRESENT,,
2016-08-09T22:00:00Z,2016-08-09T23:14:33Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,NA_PRESENT,,,,,,,,,,,,
2016-08-09T22:30:00Z,2016-08-09T23:44:33Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-09T23:00:00Z,2016-08-10T00:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-09T23:30:00Z,2016-08-10T00:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T00:00:00Z,2016-08-10T01:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T00:30:00Z,2016-08-10T01:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T01:00:00Z,2016-08-10T02:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T01:30:00Z,2016-08-10T02:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T02:00:00Z,2016-08-10T03:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T02:30:00Z,2016-08-10T03:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T03:00:00Z,2016-08-10T04:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T03:30:00Z,2016-08-10T04:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T04:00:00Z,2016-08-10T05:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T04:30:00Z,2016-08-10T05:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T05:00:00Z,2016-08-10T06:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T05:30:00Z,2016-08-10T06:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T06:00:00Z,2016-08-10T07:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,OUT_WARN,,,,,
2016-08-10T06:30:00Z,2016-08-10T07:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T07:00:00Z,2016-08-10T08:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T07:30:00Z,2016-08-10T08:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T08:00:00Z,2016-08-10T09:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T08:30:00Z,2016-08-10T09:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T09:00:00Z,2016-08-10T10:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T09:30:00Z,2016-08-10T10:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T10:00:00Z,2016-08-10T11:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T10:30:00Z,2016-08-10T11:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T11:00:00Z,2016-08-10T12:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T11:30:00Z,2016-08-10T12:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T12:00:00Z,2016-08-10T13:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T12:30:00Z,2016-08-10T13:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T13:00:00Z,2016-08-10T14:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T13:30:00Z,2016-08-10T14:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T14:00:00Z,2016-08-10T15:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T14:30:00Z,2016-08-10T15:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T15:00:00Z,2016-08-10T16:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T15:30:00Z,2016-08-10T16:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T16:00:00Z,2016-08-10T17:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T16:30:00Z,2016-08-10T17:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T17:00:00Z,2016-08-10T18:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T17:30:00Z,2016-08-10T18:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T18:00:00Z,2016-08-10T19:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T18:30:00Z,2016-08-10T19:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T19:00:00Z,2016-08-10T20:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T19:30:00Z,2016-08-10T20:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T20:00:00Z,2016-08-10T21:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T20:30:00Z,2016-08-10T21:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T21:00:00Z,2016-08-10T22:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T21:30:00Z,2016-08-10T22:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T22:00:00Z,2016-08-10T23:14:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T22:30:00Z,2016-08-10T23:44:44Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T23:00:00Z,2016-08-11T00:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-10T23:30:00Z,2016-08-11T00:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T00:00:00Z,2016-08-11T01:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T00:30:00Z,2016-08-11T01:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T01:00:00Z,2016-08-11T02:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T01:30:00Z,2016-08-11T02:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T02:00:00Z,2016-08-11T03:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T02:30:00Z,2016-08-11T03:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T03:00:00Z,2016-08-11T04:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T03:30:00Z,2016-08-11T04:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T04:00:00Z,2016-08-11T05:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T04:30:00Z,2016-08-11T05:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T05:00:00Z,2016-08-11T06:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T05:30:00Z,2016-08-11T06:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T06:00:00Z,2016-08-11T07:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T06:30:00Z,2016-08-11T07:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T07:00:00Z,2016-08-11T08:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T07:30:00Z,2016-08-11T08:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T08:00:00Z,2016-08-11T09:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T08:30:00Z,2016-08-11T09:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T09:00:00Z,2016-08-11T10:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T09:30:00Z,2016-08-11T10:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T10:00:00Z,2016-08-11T11:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T10:30:00Z,2016-08-11T11:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T11:00:00Z,2016-08-11T12:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T11:30:00Z,2016-08-11T12:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T12:00:00Z,2016-08-11T13:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T12:30:00Z,2016-08-11T13:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T13:00:00Z,2016-08-11T14:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T13:30:00Z,2016-08-11T14:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T14:00:00Z,2016-08-11T15:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T14:30:00Z,2016-08-11T15:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T15:00:00Z,2016-08-11T16:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T15:30:00Z,2016-08-11T16:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T16:00:00Z,2016-08-11T17:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T16:30:00Z,2016-08-11T17:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T17:00:00Z,2016-08-11T18:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T17:30:00Z,2016-08-11T18:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T18:00:00Z,2016-08-11T19:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T18:30:00Z,2016-08-11T19:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T19:00:00Z,2016-08-11T20:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T19:30:00Z,2016-08-11T20:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T20:00:00Z,2016-08-11T21:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T20:30:00Z,2016-08-11T21:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T21:00:00Z,2016-08-11T22:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T21:30:00Z,2016-08-11T22:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T22:00:00Z,2016-08-11T23:14:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T22:30:00Z,2016-08-11T23:44:56Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T23:00:00Z,2016-08-12T00:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-11T23:30:00Z,2016-08-12T00:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T00:00:00Z,2016-08-12T01:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T00:30:00Z,2016-08-12T01:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T01:00:00Z,2016-08-12T02:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T01:30:00Z,2016-08-12T02:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T02:00:00Z,2016-08-12T03:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T02:30:00Z,2016-08-12T03:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T03:00:00Z,2016-08-12T04:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T03:30:00Z,2016-08-12T04:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T04:00:00Z,2016-08-12T05:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T04:30:00Z,2016-08-12T05:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T05:00:00Z,2016-08-12T06:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T05:30:00Z,2016-08-12T06:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T06:00:00Z,2016-08-12T07:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T06:30:00Z,2016-08-12T07:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T07:00:00Z,2016-08-12T08:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T07:30:00Z,2016-08-12T08:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T08:00:00Z,2016-08-12T09:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T08:30:00Z,2016-08-12T09:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T09:00:00Z,2016-08-12T10:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T09:30:00Z,2016-08-12T10:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T10:00:00Z,2016-08-12T11:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T10:30:00Z,2016-08-12T11:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T11:00:00Z,2016-08-12T12:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T11:30:00Z,2016-08-12T12:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T12:00:00Z,2016-08-12T13:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T12:30:00Z,2016-08-12T13:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T13:00:00Z,2016-08-12T14:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T13:30:00Z,2016-08-12T14:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T14:00:00Z,2016-08-12T15:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T14:30:00Z,2016-08-12T15:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T15:00:00Z,2016-08-12T16:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T15:30:00Z,2016-08-12T16:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T16:00:00Z,2016-08-12T17:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T16:30:00Z,2016-08-12T17:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T17:00:00Z,2016-08-12T18:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T17:30:00Z,2016-08-12T18:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T18:00:00Z,2016-08-12T19:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T18:30:00Z,2016-08-12T19:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T19:00:00Z,2016-08-12T20:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T19:30:00Z,2016-08-12T20:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T20:00:00Z,2016-08-12T21:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T20:30:00Z,2016-08-12T21:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T21:00:00Z,2016-08-12T22:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T21:30:00Z,2016-08-12T22:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T22:00:00Z,2016-08-12T23:15:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T22:30:00Z,2016-08-12T23:45:08Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T23:00:00Z,2016-08-13T00:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-12T23:30:00Z,2016-08-13T00:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T00:00:00Z,2016-08-13T01:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T00:30:00Z,2016-08-13T01:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T01:00:00Z,2016-08-13T02:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T01:30:00Z,2016-08-13T02:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T02:00:00Z,2016-08-13T03:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T02:30:00Z,2016-08-13T03:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T03:00:00Z,2016-08-13T04:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T03:30:00Z,2016-08-13T04:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T04:00:00Z,2016-08-13T05:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T04:30:00Z,2016-08-13T05:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T05:00:00Z,2016-08-13T06:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T05:30:00Z,2016-08-13T06:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T06:00:00Z,2016-08-13T07:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T06:30:00Z,2016-08-13T07:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T07:00:00Z,2016-08-13T08:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T07:30:00Z,2016-08-13T08:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T08:00:00Z,2016-08-13T09:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T08:30:00Z,2016-08-13T09:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T09:00:00Z,2016-08-13T10:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T09:30:00Z,2016-08-13T10:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T10:00:00Z,2016-08-13T11:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T10:30:00Z,2016-08-13T11:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T11:00:00Z,2016-08-13T12:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T11:30:00Z,2016-08-13T12:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T12:00:00Z,2016-08-13T13:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T12:30:00Z,2016-08-13T13:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T13:00:00Z,2016-08-13T14:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T13:30:00Z,2016-08-13T14:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T14:00:00Z,2016-08-13T15:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T14:30:00Z,2016-08-13T15:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T15:00:00Z,2016-08-13T16:15:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
2016-08-13T15:30:00Z,2016-08-13T16:45:20Z,,NA_PRESENT,,,NA_PRESENT,,NA_PRESENT,,,,,,,,,,,,,
