st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code
20,N,44.667,NA,2580.8,"Naturally regenerated, unmanaged",16,NA,BSJ,Don't currently have the soil data but may be able to access it eventually from colleagues if it is of value.,NA,NA,NA,NA,"Significant Slope (>5%, <10%)",NA,MEX_VER_BSJ
