TIMESTAMP,solar_TIMESTAMP,USA_SWH_Qly_Jt_1,USA_SWH_Qly_Jt_2,USA_SWH_Qly_Jt_3,USA_SWH_Qly_Jt_4,USA_SWH_Qly_Jt_5,USA_SWH_Qly_Jt_6,USA_SWH_Qly_Jt_7,USA_SWH_Qly_Jt_8,USA_SWH_Cla_Jt_9,USA_SWH_Cla_Jt_10,USA_SWH_Cla_Jt_11,USA_SWH_Cla_Jt_12,USA_SWH_Cla_Jt_13,USA_SWH_Cla_Jt_14,USA_SWH_Cla_Jt_15,USA_SWH_Cla_Jt_16
2013-06-06T06:00:00Z,2013-06-05T23:56:26Z,106.058050089671,5.7835853530623105,310.534401509431,392.65220217891897,220.835988205786,69.8135037147819,0,0,9.56428405370105,27.4451381043373,7.919252240657241,173.573027216068,216.000989332627,457.986276968434,84.2431799094947,138.78663342425602
2013-06-06T06:30:00Z,2013-06-06T00:26:16Z,69.56162502685031,2.34877049938147,227.884482340547,299.155730678304,155.186464134543,45.5247466535322,0,0,1.60412486009718,19.5787203037239,0.34692386034143097,114.164317619882,159.643208156845,343.727816422159,52.928367822580796,101.392013191349
2013-06-06T07:00:00Z,2013-06-06T00:56:16Z,58.139022031780904,0,144.475951968552,209.68659199098,109.468744473018,23.617490855076102,0,0,0,3.28260082631952,0,72.3369349411065,107.394698340539,247.601448599485,25.1136389849891,71.1676469004001
2013-06-06T07:30:00Z,2013-06-06T01:26:16Z,47.148830732602,0.906097153367589,124.132130454761,139.585157792715,67.4214773689679,16.6363318904651,0,0,0,0.23055563168631898,0,47.617893960200696,78.3518855919489,181.70356616435902,18.880828625426098,56.9412713426265
2013-06-06T08:00:00Z,2013-06-06T01:56:16Z,17.443219983089502,0.592571702106688,101.24846043939401,139.585157792715,9.489695899572231,10.1854700608869,0,0,0,0,0,31.0990202191251,51.3974393282884,120.93226295564601,13.0296911322678,40.3862561371715
2013-06-06T08:30:00Z,2013-06-06T02:26:16Z,2.05624497330534,0,67.3915224632959,108.82779325819,1.48773044449254,4.4589799243409995,0,0,0,0,0,14.4680269525276,34.8406631132286,74.90973172389751,2.95107736849824,22.400313970623802
2013-06-06T09:00:00Z,2013-06-06T02:56:16Z,9.06443985124032,0,51.5901869909286,57.598986924458906,19.296371588992702,1.28264083152137,0,0,0,0,0,11.1463286023237,19.735440810718398,41.8894321627438,2.95107736849824,17.1955387626054
2013-06-06T09:30:00Z,2013-06-06T03:26:16Z,0,0,13.7910240098349,37.026086449984,1.48773044449254,0.631579345945315,0,0,0,0,0,0.797743331047599,6.69951427416717,20.1211599227009,0,5.610854737422899
2013-06-06T10:00:00Z,2013-06-06T03:56:16Z,0,0,0,10.948431306190301,0,0.0991391364946857,0,0,0,0,1.9783528314956198,0,1.51984316771327,7.74478460133761,0,0
2013-06-06T10:30:00Z,2013-06-06T04:26:16Z,2.05624497330534,0,0,5.3222017822026,1.48773044449254,0.0991391364946857,0.251375468305515,1.92752822963919,0,0,3.4422450027133,0,0,0,0,0
2013-06-06T11:00:00Z,2013-06-06T04:56:16Z,2.05624497330534,1.96547993929097,0,0,0,0,0.251375468305515,1.5940464140896802,0.682941497546432,0.633609883002988,1.10151764669907,0,0,0,0,0
2013-06-06T11:30:00Z,2013-06-06T05:26:16Z,2.05624497330534,1.24187352479964,0,0,0,0.0991391364946857,0.873602264097857,2.62744842424907,1.12536965305422,5.81443581937944,2.9377124770304404,0,0,0,0,0
2013-06-06T12:00:00Z,2013-06-06T05:56:16Z,0,1.96547993929097,0,0,1.48773044449254,0,1.9945717390599003,7.03723465620207,2.3752205391468797,6.48703798131867,2.9377124770304404,0,0,0,0,0
2013-06-06T12:30:00Z,2013-06-06T06:26:16Z,0,2.34877049938147,0,0,0,0,4.62042834533298,9.27130480659819,4.96550518470725,9.30717624662932,0,0,0,0,0,0
2013-06-06T13:00:00Z,2013-06-06T06:56:16Z,0,5.7835853530623105,0,0,0,1.28264083152137,7.07084501778834,9.731896099260691,3.19777856585098,12.3058480523816,3.4422450027133,0,0,0,0,0
2013-06-06T13:30:00Z,2013-06-06T07:26:16Z,0,8.17813077178922,0,0,1.48773044449254,1.28264083152137,3.70078618810112,11.1389174667916,0.479194969678506,12.3058480523816,2.9377124770304404,0.339796137689704,0,0,0,0
2013-06-06T14:00:00Z,2013-06-06T07:56:16Z,0,0.906097153367589,262.605102139775,163.635154128235,255.42701800315498,34.8714969984011,0,1.92752822963919,2.3752205391468797,17.081784031907898,0,5.79309175297424,6.69951427416717,0,0,0
2013-06-06T14:30:00Z,2013-06-06T08:26:16Z,1308.2283042972301,0,2739.92478780334,3601.42263863442,2785.0128992391897,1454.7530934042,0,0,28.49520317931,78.1511152741802,0,112.879253985399,78.3518855919489,318.059714724365,25.1136389849891,0
2013-06-06T15:00:00Z,2013-06-06T08:56:16Z,5344.28436865345,229.339003768797,5105.86722389629,8638.7782470768,5595.8166156222405,5535.40851918935,208.15193894959998,81.2921351365295,98.2829104094006,198.83655683119,28.0232396135503,510.40108303258904,204.42802153741098,1790.66746673025,164.108872065937,58.0123594637836
2013-06-06T15:30:00Z,2013-06-06T09:26:16Z,8686.42043142583,1195.6559152919099,6390.74844662959,12491.3013938332,8034.0878573321,8489.98363007608,1037.4586466698,671.975077787873,168.85330783659998,333.701868362278,113.495223815826,1059.39096323493,339.214566555472,2881.03152923867,418.00657333901,231.81801508988002
2013-06-06T16:00:00Z,2013-06-06T09:56:16Z,10251.7898156459,2028.30512685264,6735.30866875792,14459.483443187899,9466.02527963833,10258.777752157901,2079.7342853554,1355.94656173212,305.37598688468097,559.0638816666919,368.798485256638,1981.62638468287,636.624385436735,4207.224066583551,866.789019455252,666.311308807567
2013-06-06T16:30:00Z,2013-06-06T10:26:16Z,11780.022299001701,2689.0141855346997,6980.86602125504,16280.8477953757,10759.440553069,11885.261528368099,2952.32367481483,2015.5520061187801,592.75995811186,938.01524207284,1131.02529565662,3372.29581882937,1447.14388082689,5849.040672897319,1578.0451070281201,1616.6322019771599
2013-06-06T17:00:00Z,2013-06-06T10:56:16Z,12496.726820785,3075.18371924272,6974.81615346794,17107.393131677403,11218.674851981501,12500.7707599521,3395.37691326314,2415.8628969606402,824.954364262176,1315.43145912362,2181.23122515849,4549.70932169074,2573.570928028,7206.53782604424,2224.55675163571,2666.96180485698
2013-06-06T17:30:00Z,2013-06-06T11:26:16Z,13239.107705393699,3374.99366727975,6860.44698054271,17864.521844503,11570.169731208001,13171.1534006978,3771.62409568683,2690.92337445464,988.51514231301,1643.03075755697,3344.9845146950097,5604.63152893373,3997.22888586602,8285.24301547726,2876.2951290203,3686.7080285789098
2013-06-06T18:00:00Z,2013-06-06T11:56:16Z,13412.2410394275,3481.91234319026,6723.45978170817,18096.9301548851,11585.2989379085,13723.7127228888,3813.5591764542196,2830.40529216845,1134.9977384124,1953.28790637608,4369.300685869101,6417.254375209471,5439.56719991126,9020.03181732069,3757.79898949466,4702.331583706829
2013-06-06T18:30:00Z,2013-06-06T12:26:16Z,13459.771988103199,3425.2139136069004,6477.3774885852,18292.504439233402,11699.2207233421,14102.422300156799,3671.60395401995,2841.33197418545,1277.80924613905,2292.7753437168003,5023.08848401664,7014.0960954073,6955.95511380214,9435.827527731011,4710.2143691191595,5250.03434026178
