TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,netrad,precip,swc_shallow,swc_deep,ext_rad
2007-12-31T16:00:00Z,2007-12-31T23:55:39Z,18.01,81.7,0.3784896375105504,0,0,0.2971666666666667,0.4017,0
2007-12-31T16:30:00Z,2008-01-01T00:25:39Z,17.95,81.1,0.3894253816924611,0,0,NA,NA,0
2007-12-31T17:00:00Z,2008-01-01T00:55:39Z,17.83,79.92,0.410622680184241,0,0,0.2970333333333333,0.40136666666666665,0
2007-12-31T17:30:00Z,2008-01-01T01:25:39Z,17.43,82.2,0.35492188214064035,0,0,NA,NA,0
2007-12-31T18:00:00Z,2008-01-01T01:55:39Z,17.2,81.5,0.3635491760261529,0,0,0.2971666666666667,0.40136666666666665,0
2007-12-31T18:30:00Z,2008-01-01T02:25:39Z,17.8,74.57,0.519044143983241,0,0,NA,NA,0
2007-12-31T19:00:00Z,2008-01-01T02:55:39Z,18.46,72.84,0.577845201145943,0,0,0.2970333333333333,0.40136666666666665,0
2007-12-31T19:30:00Z,2008-01-01T03:25:39Z,18.62,72.67,0.587322676033244,0,0,NA,NA,0
2007-12-31T20:00:00Z,2008-01-01T03:55:39Z,18.89,72.68,0.59711118378262,0,0,0.2969,0.40136666666666665,0
2007-12-31T20:30:00Z,2008-01-01T04:25:39Z,18.95,74.18,0.5664468598256966,0,0,NA,NA,0
2007-12-31T21:00:00Z,2008-01-01T04:55:39Z,18.8,75.75,0.5270383081849563,0,0,0.2967666666666667,0.4012,0
2007-12-31T21:30:00Z,2008-01-01T05:25:39Z,18.24,79.53,0.42953841299153805,0,0,NA,NA,0
2007-12-31T22:00:00Z,2008-01-01T05:55:39Z,17.87,81.4,0.3813176615450773,0.342,0,0.2966,0.40136666666666665,0
2007-12-31T22:30:00Z,2008-01-01T06:25:39Z,17.62,84.6,0.31077555807826696,11.64,0,NA,NA,141.73859230898486
2007-12-31T23:00:00Z,2008-01-01T06:55:39Z,17.56,86.6,0.2693924679227817,43.63,0,0.2966,0.40136666666666665,309.68938587270867
2007-12-31T23:30:00Z,2008-01-01T07:25:39Z,17.62,89.3,0.21592847217126332,75.63,0,NA,NA,472.5915558887679
