TIMESTAMP,solar_TIMESTAMP,AUS_CAR_THI_TPF_Eni_Js_1,AUS_CAR_THI_TPF_Eni_Js_2,AUS_CAR_THI_TPF_Eni_Js_3,AUS_CAR_THI_TPF_Eni_Js_4,AUS_CAR_THI_TPF_Eni_Js_5,AUS_CAR_THI_TPF_Eni_Js_6,AUS_CAR_THI_TPF_Eni_Js_7,AUS_CAR_THI_TPF_Eni_Js_8,AUS_CAR_THI_TPF_Eni_Js_9,AUS_CAR_THI_TPF_Eni_Js_10,AUS_CAR_THI_TPF_Eni_Js_11
2008-09-08T08:00:00Z,2008-09-08T17:50:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T08:30:00Z,2008-09-08T18:20:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T09:00:00Z,2008-09-08T18:50:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T09:30:00Z,2008-09-08T19:20:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T10:00:00Z,2008-09-08T19:50:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T10:30:00Z,2008-09-08T20:20:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T11:00:00Z,2008-09-08T20:50:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T11:30:00Z,2008-09-08T21:20:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T12:00:00Z,2008-09-08T21:50:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T12:30:00Z,2008-09-08T22:20:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T13:00:00Z,2008-09-08T22:50:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T13:30:00Z,2008-09-08T23:20:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T14:00:00Z,2008-09-08T23:50:56Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T14:30:00Z,2008-09-09T00:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T15:00:00Z,2008-09-09T00:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T15:30:00Z,2008-09-09T01:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T16:00:00Z,2008-09-09T01:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T16:30:00Z,2008-09-09T02:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T17:00:00Z,2008-09-09T02:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T17:30:00Z,2008-09-09T03:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T18:00:00Z,2008-09-09T03:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T18:30:00Z,2008-09-09T04:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T19:00:00Z,2008-09-09T04:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T19:30:00Z,2008-09-09T05:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T20:00:00Z,2008-09-09T05:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T20:30:00Z,2008-09-09T06:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T21:00:00Z,2008-09-09T06:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T21:30:00Z,2008-09-09T07:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T22:00:00Z,2008-09-09T07:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T22:30:00Z,2008-09-09T08:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T23:00:00Z,2008-09-09T08:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08T23:30:00Z,2008-09-09T09:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T00:00:00Z,2008-09-09T09:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T00:30:00Z,2008-09-09T10:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:00:00Z,2008-09-09T10:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T01:30:00Z,2008-09-09T11:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:00:00Z,2008-09-09T11:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T02:30:00Z,2008-09-09T12:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:00:00Z,2008-09-09T12:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T03:30:00Z,2008-09-09T13:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:00:00Z,2008-09-09T13:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T04:30:00Z,2008-09-09T14:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:00:00Z,2008-09-09T14:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T05:30:00Z,2008-09-09T15:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:00:00Z,2008-09-09T15:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T06:30:00Z,2008-09-09T16:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:00:00Z,2008-09-09T16:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T07:30:00Z,2008-09-09T17:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:00:00Z,2008-09-09T17:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T08:30:00Z,2008-09-09T18:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:00:00Z,2008-09-09T18:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T09:30:00Z,2008-09-09T19:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:00:00Z,2008-09-09T19:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T10:30:00Z,2008-09-09T20:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:00:00Z,2008-09-09T20:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T11:30:00Z,2008-09-09T21:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:00:00Z,2008-09-09T21:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T12:30:00Z,2008-09-09T22:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:00:00Z,2008-09-09T22:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T13:30:00Z,2008-09-09T23:21:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:00:00Z,2008-09-09T23:51:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T14:30:00Z,2008-09-10T00:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:00:00Z,2008-09-10T00:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T15:30:00Z,2008-09-10T01:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:00:00Z,2008-09-10T01:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T16:30:00Z,2008-09-10T02:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:00:00Z,2008-09-10T02:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T17:30:00Z,2008-09-10T03:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:00:00Z,2008-09-10T03:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T18:30:00Z,2008-09-10T04:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:00:00Z,2008-09-10T04:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T19:30:00Z,2008-09-10T05:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:00:00Z,2008-09-10T05:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T20:30:00Z,2008-09-10T06:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:00:00Z,2008-09-10T06:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T21:30:00Z,2008-09-10T07:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:00:00Z,2008-09-10T07:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T22:30:00Z,2008-09-10T08:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:00:00Z,2008-09-10T08:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09T23:30:00Z,2008-09-10T09:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:00:00Z,2008-09-10T09:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T00:30:00Z,2008-09-10T10:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:00:00Z,2008-09-10T10:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T01:30:00Z,2008-09-10T11:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:00:00Z,2008-09-10T11:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T02:30:00Z,2008-09-10T12:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:00:00Z,2008-09-10T12:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T03:30:00Z,2008-09-10T13:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:00:00Z,2008-09-10T13:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T04:30:00Z,2008-09-10T14:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:00:00Z,2008-09-10T14:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T05:30:00Z,2008-09-10T15:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:00:00Z,2008-09-10T15:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T06:30:00Z,2008-09-10T16:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:00:00Z,2008-09-10T16:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T07:30:00Z,2008-09-10T17:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:00:00Z,2008-09-10T17:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T08:30:00Z,2008-09-10T18:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:00:00Z,2008-09-10T18:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T09:30:00Z,2008-09-10T19:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:00:00Z,2008-09-10T19:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T10:30:00Z,2008-09-10T20:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:00:00Z,2008-09-10T20:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T11:30:00Z,2008-09-10T21:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:00:00Z,2008-09-10T21:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T12:30:00Z,2008-09-10T22:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:00:00Z,2008-09-10T22:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T13:30:00Z,2008-09-10T23:21:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:00:00Z,2008-09-10T23:51:40Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T14:30:00Z,2008-09-11T00:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:00:00Z,2008-09-11T00:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T15:30:00Z,2008-09-11T01:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:00:00Z,2008-09-11T01:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T16:30:00Z,2008-09-11T02:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:00:00Z,2008-09-11T02:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T17:30:00Z,2008-09-11T03:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:00:00Z,2008-09-11T03:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T18:30:00Z,2008-09-11T04:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:00:00Z,2008-09-11T04:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T19:30:00Z,2008-09-11T05:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:00:00Z,2008-09-11T05:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T20:30:00Z,2008-09-11T06:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:00:00Z,2008-09-11T06:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T21:30:00Z,2008-09-11T07:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:00:00Z,2008-09-11T07:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T22:30:00Z,2008-09-11T08:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:00:00Z,2008-09-11T08:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10T23:30:00Z,2008-09-11T09:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:00:00Z,2008-09-11T09:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T00:30:00Z,2008-09-11T10:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:00:00Z,2008-09-11T10:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T01:30:00Z,2008-09-11T11:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:00:00Z,2008-09-11T11:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T02:30:00Z,2008-09-11T12:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:00:00Z,2008-09-11T12:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T03:30:00Z,2008-09-11T13:22:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:00:00Z,2008-09-11T13:52:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T04:30:00Z,2008-09-11T14:22:02Z,1573.4669999999999,1612.278,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:00:00Z,2008-09-11T14:52:02Z,1310.014,1283.4420000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T05:30:00Z,2008-09-11T15:22:02Z,1126.322,947.244,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:00:00Z,2008-09-11T15:52:02Z,1075.565,834.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T06:30:00Z,2008-09-11T16:22:02Z,652.59,495.708,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:00:00Z,2008-09-11T16:52:02Z,725.0999999999999,534.9720000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T07:30:00Z,2008-09-11T17:22:02Z,657.424,500.61600000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:00:00Z,2008-09-11T17:52:02Z,729.934,515.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T08:30:00Z,2008-09-11T18:22:02Z,662.258,478.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:00:00Z,2008-09-11T18:52:02Z,783.1080000000001,552.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T09:30:00Z,2008-09-11T19:22:02Z,684.011,520.248,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:00:00Z,2008-09-11T19:52:02Z,773.44,507.97799999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T10:30:00Z,2008-09-11T20:22:02Z,814.529,542.3340000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:00:00Z,2008-09-11T20:52:02Z,742.0189999999999,559.512,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T11:30:00Z,2008-09-11T21:22:02Z,824.197,579.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:00:00Z,2008-09-11T21:52:02Z,792.776,561.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T12:30:00Z,2008-09-11T22:22:02Z,783.1080000000001,561.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:00:00Z,2008-09-11T22:52:02Z,865.286,601.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T13:30:00Z,2008-09-11T23:22:02Z,845.9499999999999,613.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:00:00Z,2008-09-11T23:52:02Z,816.9459999999999,623.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T14:30:00Z,2008-09-12T00:22:24Z,903.958,696.936,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:00:00Z,2008-09-12T00:52:24Z,894.29,736.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T15:30:00Z,2008-09-12T01:22:24Z,957.132,782.826,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:00:00Z,2008-09-12T01:52:24Z,920.877,807.366,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T16:30:00Z,2008-09-12T02:22:24Z,971.6339999999999,871.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:00:00Z,2008-09-12T02:52:24Z,916.043,868.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T17:30:00Z,2008-09-12T03:22:24Z,911.209,866.262,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:00:00Z,2008-09-12T03:52:24Z,945.047,883.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T18:30:00Z,2008-09-12T04:22:24Z,990.9699999999999,1074.852,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:00:00Z,2008-09-12T04:52:24Z,1428.447,2009.826,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T19:30:00Z,2008-09-12T05:22:24Z,2472.591,2861.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:00:00Z,2008-09-12T05:52:24Z,3828.528,3263.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T20:30:00Z,2008-09-12T06:22:24Z,5179.630999999999,4066.2780000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:00:00Z,2008-09-12T06:52:24Z,5525.262,4265.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T21:30:00Z,2008-09-12T07:22:24Z,6721.677,5703.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:00:00Z,2008-09-12T07:52:24Z,7710.23,6260.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T22:30:00Z,2008-09-12T08:22:24Z,7142.235,6076.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:00:00Z,2008-09-12T08:52:24Z,6900.535,5703.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11T23:30:00Z,2008-09-12T09:22:24Z,7734.4,6471.198,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:00:00Z,2008-09-12T09:52:24Z,7519.286999999999,6483.468000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T00:30:00Z,2008-09-12T10:22:24Z,7758.57,6858.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:00:00Z,2008-09-12T10:52:24Z,8430.496000000001,7236.846,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T01:30:00Z,2008-09-12T11:22:24Z,7103.563,6211.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:00:00Z,2008-09-12T11:52:24Z,6724.094,5717.820000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T02:30:00Z,2008-09-12T12:22:24Z,6129.512,5403.708,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:00:00Z,2008-09-12T12:52:24Z,5053.947,4348.487999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T03:30:00Z,2008-09-12T13:22:24Z,7195.409,4986.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:00:00Z,2008-09-12T13:52:24Z,5165.129,4100.634,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T04:30:00Z,2008-09-12T14:22:24Z,3485.314,3099.402,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:00:00Z,2008-09-12T14:52:24Z,1916.6809999999998,1857.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T05:30:00Z,2008-09-12T15:22:24Z,1641.143,1607.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:00:00Z,2008-09-12T15:52:24Z,1061.0629999999999,993.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T06:30:00Z,2008-09-12T16:22:24Z,966.8,746.0160000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T07:00:00Z,2008-09-12T16:52:24Z,928.1279999999999,669.942,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T07:30:00Z,2008-09-12T17:22:24Z,870.12,645.402,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T08:00:00Z,2008-09-12T17:52:24Z,841.116,603.684,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T08:30:00Z,2008-09-12T18:22:24Z,860.452,620.862,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T09:00:00Z,2008-09-12T18:52:24Z,833.865,608.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T09:30:00Z,2008-09-12T19:22:24Z,775.857,559.512,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T10:00:00Z,2008-09-12T19:52:24Z,807.2779999999999,569.328,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T10:30:00Z,2008-09-12T20:22:24Z,809.6949999999999,584.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T11:00:00Z,2008-09-12T20:52:24Z,877.371,584.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T11:30:00Z,2008-09-12T21:22:24Z,932.9619999999999,584.052,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T12:00:00Z,2008-09-12T21:52:24Z,901.5409999999999,586.5060000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T12:30:00Z,2008-09-12T22:22:24Z,879.788,598.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T13:00:00Z,2008-09-12T22:52:24Z,942.6299999999999,611.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T13:30:00Z,2008-09-12T23:22:24Z,824.197,549.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T14:00:00Z,2008-09-12T23:52:24Z,870.12,530.0640000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T14:30:00Z,2008-09-13T00:22:46Z,879.788,581.5980000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T15:00:00Z,2008-09-13T00:52:46Z,867.703,559.512,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T15:30:00Z,2008-09-13T01:22:46Z,831.448,549.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T16:00:00Z,2008-09-13T01:52:46Z,792.776,554.6039999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T16:30:00Z,2008-09-13T02:22:46Z,882.2049999999999,593.868,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T17:00:00Z,2008-09-13T02:52:46Z,829.031,586.5060000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12T17:30:00Z,2008-09-13T03:22:46Z,800.0269999999999,542.3340000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
