sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
24.7,evergreen,Pinus sylvestris,6,SWE_SKY_68Y
72.3,evergreen,Picea abies,6,SWE_SKY_68Y
