st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code,st_USDA_soil_texture
80,Flat,15.6,1,1086,"Naturally regenerated, managed",9.5,3.6,oak pine forest,"the stand level data are  after mortality in 2011, for additional information see publications after 2010 (density dropped to 1080 but now increasing again). Added trees for measurements to compensate for mortality and account for shifts in species composition",98,1,700,SAND,Flat,postmortality,USA_SIL_OAK_POS,sand
