TIMESTAMP,solar_TIMESTAMP,ta,rh,ppfd_in,precip,sw_in,vpd,ext_rad
2013-01-01T05:00:00Z,2012-12-31T23:20:03Z,11.49,89.1,0,0,0,0.14800085138321523,0
2013-01-01T05:30:00Z,2012-12-31T23:50:03Z,10.63,93.2,0,0,0,0.08719781877356744,0
2013-01-01T06:00:00Z,2013-01-01T00:19:57Z,9.95,94.3,0,0,0,0.06984027373841167,0
2013-01-01T06:30:00Z,2013-01-01T00:49:57Z,9.44,95.1,0,0,0,0.058013694150605775,0
2013-01-01T07:00:00Z,2013-01-01T01:19:57Z,9.24,95.7,0,0,0,0.050227786416691365,0
2013-01-01T07:30:00Z,2013-01-01T01:49:57Z,9.02,96,0,0,0,0.04603410468034511,0
2013-01-01T08:00:00Z,2013-01-01T02:19:57Z,9.05,95.8,0,0,0,0.04843396617387748,0
2013-01-01T08:30:00Z,2013-01-01T02:49:57Z,9.22,95.4,0,0,0,0.05365954670433566,0
2013-01-01T09:00:00Z,2013-01-01T03:19:57Z,9.07,95.7,0,0,0,0.049654250931544706,0
2013-01-01T09:30:00Z,2013-01-01T03:49:57Z,9.16,95.7,0,0,0,0.04995716664426043,0
2013-01-01T10:00:00Z,2013-01-01T04:19:57Z,9.94,93.1,0,0,0,0.08448676384293656,0
2013-01-01T10:30:00Z,2013-01-01T04:49:57Z,10.77,91.9,0,0,0,0.10484253158703041,0
2013-01-01T11:00:00Z,2013-01-01T05:19:57Z,10.88,91.9,0,0,0,0.1056138624887992,0
2013-01-01T11:30:00Z,2013-01-01T05:49:57Z,11.1,91.9,0,0,0,0.10717147628158157,0
2013-01-01T12:00:00Z,2013-01-01T06:19:57Z,11.05,91.9,0,0,0,0.1068157144388717,0
2013-01-01T12:30:00Z,2013-01-01T06:49:57Z,11.16,91.7,0,0,0,0.11025654667301714,0
2013-01-01T13:00:00Z,2013-01-01T07:19:57Z,11.52,90.6,0,0,0,0.1278877589859548,90.57637451566858
2013-01-01T13:30:00Z,2013-01-01T07:49:57Z,11.79,90.6,1.169,0,0.552937,0.13019375999527558,226.25883518075833
2013-01-01T14:00:00Z,2013-01-01T08:19:57Z,11.91,89.5,28.05,0,13.26765,0.1465870372717684,353.32389245941897
2013-01-01T14:30:00Z,2013-01-01T08:49:57Z,12.82,85.1,171.7,0,81.21409999999999,0.22085145466924516,469.5988441024277
2013-01-01T15:00:00Z,2013-01-01T09:19:57Z,14.44,80.9,411.3,0,194.54489999999998,0.3146122822358485,573.0954883060479
2013-01-01T15:30:00Z,2013-01-01T09:49:57Z,16.1,75.47,614.9,0,290.8477,0.44955650991288865,662.0441203162405
2013-01-01T16:00:00Z,2013-01-01T10:19:57Z,17.24,74.14,522.7,0,247.2371,0.5095510614462625,734.923792948918
2013-01-01T16:30:00Z,2013-01-01T10:49:57Z,17.79,74.15,359,0,169.807,0.5273536655800389,790.4883235950003
2013-01-01T17:00:00Z,2013-01-01T11:19:57Z,18.38,70.86,419.7,0,198.51809999999998,0.6169316624073754,827.7876030093437
2013-01-01T17:30:00Z,2013-01-01T11:49:57Z,19.19,69.62,427.5,0,202.20749999999998,0.6765888748353135,846.1838415178084
2013-01-01T18:00:00Z,2013-01-01T12:19:57Z,19.21,69.32,430.8,0,203.76839999999999,0.6841220870956629,845.3624748419589
2013-01-01T18:30:00Z,2013-01-01T12:49:57Z,19.22,71.65,462.6,0,218.8098,0.6325602170649096,825.3375430565766
2013-01-01T19:00:00Z,2013-01-01T13:19:57Z,19.13,69.38,564.6,0,267.0558,0.6793885683251474,786.4514506996442
2013-01-01T19:30:00Z,2013-01-01T13:49:57Z,20.33,68.54,909,0,429.957,0.751981163228051,729.3691121318274
2013-01-01T20:00:00Z,2013-01-01T14:19:57Z,19.94,72.11,397.3,0,187.9229,0.6507606991406379,655.0665822497142
2013-01-01T20:30:00Z,2013-01-01T14:49:57Z,19.78,70.68,467.4,0,221.0802,0.6773760614000003,564.8143669532282
2013-01-01T21:00:00Z,2013-01-01T15:19:57Z,20.22,68.76,564.1,0,266.8193,0.7416652128137297,460.1556987392318
2013-01-01T21:30:00Z,2013-01-01T15:49:57Z,20.09,73.01,385.7,0,182.43609999999998,0.6356360292674874,342.8801488857099
2013-01-01T22:00:00Z,2013-01-01T16:19:57Z,19.55,74.5,235.5,0,111.3915,0.5807715570860753,214.99302743185507
2013-01-01T22:30:00Z,2013-01-01T16:49:57Z,19.84,73.02,363.3,0,171.8409,0.6256386299426229,78.68109418491358
2013-01-01T23:00:00Z,2013-01-01T17:19:57Z,19.69,73.68,201.9,0,95.4987,0.6046815711788753,0
2013-01-01T23:30:00Z,2013-01-01T17:49:57Z,18.73,78.38,75.46,0,35.69257999999999,0.4678667158992696,0
2013-01-02T00:00:00Z,2013-01-01T18:19:57Z,17.68,83.1,13.8,0,6.5274,0.34238675015733055,0
2013-01-02T00:30:00Z,2013-01-01T18:49:57Z,17.02,86.2,0.146,0,0.069058,0.26815561233113283,0
2013-01-02T01:00:00Z,2013-01-01T19:19:57Z,16.6,86.8,0,0,0,0.2497466130265279,0
2013-01-02T01:30:00Z,2013-01-01T19:49:57Z,17.22,85.7,0,0,0,0.28141389630633323,0
2013-01-02T02:00:00Z,2013-01-01T20:19:57Z,17.57,86.2,0,0,0,0.27764862281739244,0
2013-01-02T02:30:00Z,2013-01-01T20:49:57Z,17.78,86.6,0,0,0,0.2731948985401511,0
2013-01-02T03:00:00Z,2013-01-01T21:19:57Z,17.86,87.7,0,0,0,0.2520352974300606,0
2013-01-02T03:30:00Z,2013-01-01T21:49:57Z,17.97,88,0,0,0,0.24759643102567142,0
2013-01-02T04:00:00Z,2013-01-01T22:19:57Z,17.86,88.9,0,0,0,0.2274464879246888,0
2013-01-02T04:30:00Z,2013-01-01T22:49:57Z,18.04,90.2,0,0,0,0.2030959728937074,0
2013-01-02T05:00:00Z,2013-01-01T23:19:57Z,17.98,90.7,0,0,0,0.19200799172581698,0
2013-01-02T05:30:00Z,2013-01-01T23:49:57Z,17.99,91.7,0,0,0,0.17146980336155032,0
2013-01-02T06:00:00Z,2013-01-02T00:19:31Z,17.86,92.8,0,0,0,0.14753285703223068,0
2013-01-02T06:30:00Z,2013-01-02T00:49:31Z,17.74,92.7,0,0,0,0.14845536298203235,0
2013-01-02T07:00:00Z,2013-01-02T01:19:31Z,17.9,91.9,0,0,0,0.16639297587193647,0
2013-01-02T07:30:00Z,2013-01-02T01:49:31Z,18.11,91.7,0,0,0,0.17276842327097447,0
2013-01-02T08:00:00Z,2013-01-02T02:19:31Z,18.07,92.6,0,0,0,0.15364771415232809,0
2013-01-02T08:30:00Z,2013-01-02T02:49:31Z,18.01,93.2,0,0,0,0.1406581194314926,0
2013-01-02T09:00:00Z,2013-01-02T03:19:31Z,18.22,92.9,0,0,0,0.14881460260758916,0
2013-01-02T09:30:00Z,2013-01-02T03:49:31Z,18.66,93.3,0,0,0,0.1443575764357353,0
2013-01-02T10:00:00Z,2013-01-02T04:19:31Z,18.68,94.2,0,0,0,0.12512273189348408,0
2013-01-02T10:30:00Z,2013-01-02T04:49:31Z,18.66,95.3,0,0,0,0.10126576257432178,0
2013-01-02T11:00:00Z,2013-01-02T05:19:31Z,18.65,95.6,0,0,0,0.0947426878063799,0
2013-01-02T11:30:00Z,2013-01-02T05:49:31Z,18.74,95.8,0,0,0,0.09094678142450674,0
2013-01-02T12:00:00Z,2013-01-02T06:19:31Z,18.98,95.4,0,0,0,0.1011131002724332,0
2013-01-02T12:30:00Z,2013-01-02T06:49:31Z,19.13,95.6,0,0,0,0.0976260516208573,0
2013-01-02T13:00:00Z,2013-01-02T07:19:31Z,19.21,96.2,0,0,0,0.08473480870154868,87.65825550499781
2013-01-02T13:30:00Z,2013-01-02T07:49:31Z,19,96.4,0.907,0,0.429011,0.07923082311960085,223.65728463767155
2013-01-02T14:00:00Z,2013-01-02T08:19:31Z,18.19,97.3,11.75,0,5.5577499999999995,0.056484955421518136,351.10077305895913
2013-01-02T14:30:00Z,2013-01-02T08:49:31Z,17.9,97.7,36.78,0,17.39694,0.04724738821054992,467.80953030364714
2013-01-02T15:00:00Z,2013-01-02T09:19:31Z,18.06,97.8,108.8,0,51.462399999999995,0.04565034217237235,571.7879208668664
2013-01-02T15:30:00Z,2013-01-02T09:49:31Z,18.52,97.8,218.2,0,103.20859999999999,0.04698734833207206,661.2579881972893
2013-01-02T16:00:00Z,2013-01-02T10:19:31Z,18.99,97.6,175.9,0,83.2007,0.05278759590047178,734.6898565680543
2013-01-02T16:30:00Z,2013-01-02T10:49:31Z,18.47,92,74.43,0,35.20539,0.17032866714990436,790.8278909726553
2013-01-02T17:00:00Z,2013-01-02T11:19:31Z,17.18,91.2,138.4,0,65.4632,0.1727398487042962,828.7121677264752
2013-01-02T17:30:00Z,2013-01-02T11:49:31Z,17.47,88.8,237.3,0,112.2429,0.2239197229401958,847.6948886383536
2013-01-02T18:00:00Z,2013-01-02T12:19:31Z,17.47,92.2,210.4,0,99.5192,0.155944092761922,847.4514580767187
2013-01-02T18:30:00Z,2013-01-02T12:49:31Z,17.11,94.7,289.4,0,136.88619999999997,0.1035763307048798,827.9860335157074
2013-01-02T19:00:00Z,2013-01-02T13:19:31Z,16.87,94.2,194.7,0,92.09309999999999,0.11163587286012559,789.6314546454735
