TIMESTAMP,solar_TIMESTAMP,ta,rh,netrad,ws,precip,vpd,ext_rad
2007-04-21T23:00:00Z,2007-04-21T23:47:14Z,,,,,,CALCULATED,CALCULATED
2007-04-21T23:30:00Z,2007-04-22T00:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-21T23:59:59Z,2007-04-22T00:47:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T00:30:00Z,2007-04-22T01:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T01:00:00Z,2007-04-22T01:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T01:29:59Z,2007-04-22T02:17:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T02:00:00Z,2007-04-22T02:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T02:30:00Z,2007-04-22T03:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T02:59:59Z,2007-04-22T03:47:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T03:30:00Z,2007-04-22T04:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T04:00:00Z,2007-04-22T04:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T04:29:59Z,2007-04-22T05:17:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T05:00:00Z,2007-04-22T05:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T05:30:00Z,2007-04-22T06:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T05:59:59Z,2007-04-22T06:47:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T06:30:00Z,2007-04-22T07:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T07:00:00Z,2007-04-22T07:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T07:29:59Z,2007-04-22T08:17:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T08:00:00Z,2007-04-22T08:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T08:30:00Z,2007-04-22T09:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T08:59:59Z,2007-04-22T09:47:24Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T09:30:00Z,2007-04-22T10:17:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T10:00:00Z,2007-04-22T10:47:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T10:29:59Z,2007-04-22T11:17:24Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T11:00:00Z,2007-04-22T11:47:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T11:30:00Z,2007-04-22T12:17:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T11:59:59Z,2007-04-22T12:47:24Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T12:30:00Z,2007-04-22T13:17:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T13:00:00Z,2007-04-22T13:47:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T13:29:59Z,2007-04-22T14:17:24Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T14:00:00Z,2007-04-22T14:47:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T14:30:00Z,2007-04-22T15:17:25Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-22T14:59:59Z,2007-04-22T15:47:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T15:30:00Z,2007-04-22T16:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T16:00:00Z,2007-04-22T16:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T16:29:59Z,2007-04-22T17:17:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T17:00:00Z,2007-04-22T17:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T17:30:00Z,2007-04-22T18:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T17:59:59Z,2007-04-22T18:47:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T18:30:00Z,2007-04-22T19:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T19:00:00Z,2007-04-22T19:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T19:29:59Z,2007-04-22T20:17:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T20:00:00Z,2007-04-22T20:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T20:30:00Z,2007-04-22T21:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T20:59:59Z,2007-04-22T21:47:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T21:30:00Z,2007-04-22T22:17:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T22:00:00Z,2007-04-22T22:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T22:29:59Z,2007-04-22T23:17:24Z,,,,,,CALCULATED,CALCULATED
2007-04-22T23:00:00Z,2007-04-22T23:47:25Z,,,,,,CALCULATED,CALCULATED
2007-04-22T23:30:00Z,2007-04-23T00:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-22T23:59:59Z,2007-04-23T00:47:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T00:30:00Z,2007-04-23T01:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T01:00:00Z,2007-04-23T01:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T01:29:59Z,2007-04-23T02:17:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T02:00:00Z,2007-04-23T02:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T02:30:00Z,2007-04-23T03:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T02:59:59Z,2007-04-23T03:47:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T03:30:00Z,2007-04-23T04:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T04:00:00Z,2007-04-23T04:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T04:29:59Z,2007-04-23T05:17:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T05:00:00Z,2007-04-23T05:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T05:30:00Z,2007-04-23T06:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T05:59:59Z,2007-04-23T06:47:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T06:30:00Z,2007-04-23T07:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T07:00:00Z,2007-04-23T07:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T07:29:59Z,2007-04-23T08:17:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T08:00:00Z,2007-04-23T08:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T08:30:00Z,2007-04-23T09:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T08:59:59Z,2007-04-23T09:47:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T09:30:00Z,2007-04-23T10:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T10:00:00Z,2007-04-23T10:47:35Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T10:29:59Z,2007-04-23T11:17:34Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T11:00:00Z,2007-04-23T11:47:35Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T11:30:00Z,2007-04-23T12:17:35Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T11:59:59Z,2007-04-23T12:47:34Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T12:30:00Z,2007-04-23T13:17:35Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T13:00:00Z,2007-04-23T13:47:35Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T13:29:59Z,2007-04-23T14:17:34Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-23T14:00:00Z,2007-04-23T14:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T14:30:00Z,2007-04-23T15:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T14:59:59Z,2007-04-23T15:47:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T15:30:00Z,2007-04-23T16:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T16:00:00Z,2007-04-23T16:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T16:29:59Z,2007-04-23T17:17:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T17:00:00Z,2007-04-23T17:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T17:30:00Z,2007-04-23T18:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T17:59:59Z,2007-04-23T18:47:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T18:30:00Z,2007-04-23T19:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T19:00:00Z,2007-04-23T19:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T19:29:59Z,2007-04-23T20:17:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T20:00:00Z,2007-04-23T20:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T20:30:00Z,2007-04-23T21:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T20:59:59Z,2007-04-23T21:47:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T21:30:00Z,2007-04-23T22:17:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T22:00:00Z,2007-04-23T22:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T22:29:59Z,2007-04-23T23:17:34Z,,,,,,CALCULATED,CALCULATED
2007-04-23T23:00:00Z,2007-04-23T23:47:35Z,,,,,,CALCULATED,CALCULATED
2007-04-23T23:30:00Z,2007-04-24T00:17:45Z,,,,,,CALCULATED,CALCULATED
2007-04-23T23:59:59Z,2007-04-24T00:47:44Z,,,,,,CALCULATED,CALCULATED
2007-04-24T00:30:00Z,2007-04-24T01:17:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T01:00:00Z,2007-04-24T01:47:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T01:29:59Z,2007-04-24T02:17:44Z,,,,,,CALCULATED,CALCULATED
2007-04-24T02:00:00Z,2007-04-24T02:47:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T02:30:00Z,2007-04-24T03:17:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T02:59:59Z,2007-04-24T03:47:44Z,,,,,,CALCULATED,CALCULATED
2007-04-24T03:30:00Z,2007-04-24T04:17:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T04:00:00Z,2007-04-24T04:47:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T04:29:59Z,2007-04-24T05:17:44Z,,,,,,CALCULATED,CALCULATED
2007-04-24T05:00:00Z,2007-04-24T05:47:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T05:30:00Z,2007-04-24T06:17:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T05:59:59Z,2007-04-24T06:47:44Z,,,,,,CALCULATED,CALCULATED
2007-04-24T06:30:00Z,2007-04-24T07:17:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T07:00:00Z,2007-04-24T07:47:45Z,,,,,,CALCULATED,CALCULATED
2007-04-24T07:29:59Z,2007-04-24T08:17:44Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-24T08:00:00Z,2007-04-24T08:47:45Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-24T08:30:00Z,2007-04-24T09:17:45Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-24T08:59:59Z,2007-04-24T09:47:44Z,,,OUT_WARN,,,CALCULATED,CALCULATED
2007-04-24T09:30:00Z,2007-04-24T10:17:45Z,,,OUT_WARN,,,CALCULATED,CALCULATED
