TIMESTAMP,solar_TIMESTAMP,AUT_PAT_TRE_Pce_Js_1,AUT_PAT_TRE_Pce_Js_2,AUT_PAT_TRE_Pce_Js_3
2007-04-21T23:00:00Z,2007-04-21T23:47:14Z,0.22101078287361184,0.21874243487522443,0.1770743922215386
2007-04-21T23:30:00Z,2007-04-22T00:17:25Z,0.01985104318238101,0.03920251218001005,0.12382577065258775
2007-04-21T23:59:59Z,2007-04-22T00:47:24Z,0,0,0.098757032001155
2007-04-22T00:30:00Z,2007-04-22T01:17:25Z,0.01985104318238101,0.0647131028952453,0.07490348373145969
2007-04-22T01:00:00Z,2007-04-22T01:47:25Z,0.18236620690024885,0.2534084965661009,0.03179785590636284
2007-04-22T01:29:59Z,2007-04-22T02:17:24Z,0.3026159409386726,0.40188916977294514,0.01352270073350757
2007-04-22T02:00:00Z,2007-04-22T02:47:25Z,0.5277688493354366,0.6063667858439665,0
2007-04-22T02:30:00Z,2007-04-22T03:17:25Z,0.5759742760098868,0.6933227317233022,0.03179785590636284
2007-04-22T02:59:59Z,2007-04-22T03:47:24Z,0.6251485339621162,0.7378332355598141,0.07490348373145969
2007-04-22T03:30:00Z,2007-04-22T04:17:25Z,0.6752632030898228,0.8288495056829023,0.07490348373145969
2007-04-22T04:00:00Z,2007-04-22T04:47:25Z,0.6752632030898228,0.7830130152980008,0.05247274122728098
2007-04-22T04:29:59Z,2007-04-22T05:17:24Z,0.7782167735958392,0.875331331673475,0.07490348373145969
2007-04-22T05:00:00Z,2007-04-22T05:47:25Z,0.5277688493354366,0.40188916977294514,0.29378379237812213
2007-04-22T05:30:00Z,2007-04-22T06:17:25Z,0.26113269194106065,0.12187444930998666,0.3887440374105503
2007-04-22T05:59:59Z,2007-04-22T06:47:24Z,0.3026159409386726,0.32579659844296754,0.2634707999944483
2007-04-22T06:30:00Z,2007-04-22T07:17:25Z,0.345368867387115,0.48135632771128695,0.3887440374105503
2007-04-22T07:00:00Z,2007-04-22T07:47:25Z,0.3026159409386726,0.40188916977294514,0.2050684083266598
2007-04-22T07:29:59Z,2007-04-22T08:17:24Z,1.0506176676631793,0.9701906312710027,0.6675319322864609
2007-04-22T08:00:00Z,2007-04-22T08:47:25Z,2.2617018933542785,1.7570043380196558,1.3612483492896037
2007-04-22T08:30:00Z,2007-04-22T09:17:25Z,3.1613973916841975,2.603948719478311,2.276987993079258
2007-04-22T08:59:59Z,2007-04-22T09:47:24Z,3.734040529308338,3.2042290913352747,3.39151890120869
2007-04-22T09:30:00Z,2007-04-22T10:17:25Z,3.990407455463595,3.8485137665751963,4.329412669723364
2007-04-22T10:00:00Z,2007-04-22T10:47:25Z,4.706803617318601,4.458871230230213,4.797885901464073
2007-04-22T10:29:59Z,2007-04-22T11:17:24Z,4.987961882306399,4.777629561579483,5.2865204458537685
2007-04-22T11:00:00Z,2007-04-22T11:47:25Z,5.083224252402296,5.105618021485123,5.144825566770455
2007-04-22T11:30:00Z,2007-04-22T12:17:25Z,5.276085334399212,5.105618021485123,4.661999230353219
2007-04-22T11:59:59Z,2007-04-22T12:47:24Z,5.179264147725825,4.777629561579483,4.329412669723364
2007-04-22T12:30:00Z,2007-04-22T13:17:25Z,5.083224252402296,4.697080216135219,4.0068910463139975
2007-04-22T13:00:00Z,2007-04-22T13:47:25Z,5.179264147725825,4.697080216135219,3.818151981670752
2007-04-22T13:29:59Z,2007-04-22T14:17:24Z,5.083224252402296,4.537703182009445,3.6942986036616157
2007-04-22T14:00:00Z,2007-04-22T14:47:25Z,5.083224252402296,4.617105475792102,3.6942986036616157
2007-04-22T14:30:00Z,2007-04-22T15:17:25Z,4.893473361308634,4.458871230230213,3.451294721332307
2007-04-22T14:59:59Z,2007-04-22T15:47:24Z,4.799755104135325,4.380607570541159,3.3321317001350366
2007-04-22T15:30:00Z,2007-04-22T16:17:25Z,4.432516243982889,4.302910208382249,3.0984565316601698
2007-04-22T16:00:00Z,2007-04-22T16:47:25Z,4.3425987785817215,4.225777205308247,2.815039391931587
2007-04-22T16:29:59Z,2007-04-22T17:17:24Z,4.077339135866886,3.8485137665751963,2.7595088579145135
2007-04-22T17:00:00Z,2007-04-22T17:47:25Z,3.402464223682503,2.9320411145286434,2.595218495978176
2007-04-22T17:30:00Z,2007-04-22T18:17:25Z,2.926811059144842,2.539945069516551,2.4343778664386817
2007-04-22T17:59:59Z,2007-04-22T18:47:24Z,2.698675316167821,2.351162135525918,2.022358626071334
2007-04-22T18:30:00Z,2007-04-22T19:17:25Z,2.33274389642898,2.04730292743956,1.588465762023556
2007-04-22T19:00:00Z,2007-04-22T19:47:25Z,1.7192581832569027,1.644721521258745,1.3612483492896037
2007-04-22T19:29:59Z,2007-04-22T20:17:24Z,1.107555406887008,1.0675189528466067,1.0603356079741508
2007-04-22T20:00:00Z,2007-04-22T20:47:25Z,0.8846675494406971,0.9701906312710027,0.819156120844979
2007-04-22T20:30:00Z,2007-04-22T21:17:25Z,0.48056480042662686,0.6063667858439665,0.5946448484333889
2007-04-22T20:59:59Z,2007-04-22T21:47:24Z,0.5759742760098868,0.7830130152980008,0.4216472523210569
2007-04-22T21:30:00Z,2007-04-22T22:17:25Z,0.6251485339621162,0.6933227317233022,0.2338845855224453
2007-04-22T22:00:00Z,2007-04-22T22:47:25Z,0.38931722313934086,0.48135632771128695,0.2634707999944483
2007-04-22T22:29:59Z,2007-04-22T23:17:24Z,0.3026159409386726,0.4412177717271783,0.29378379237812213
