TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,sw_in,ppfd_in,netrad,ws,precip,ext_rad
2015-02-05T03:30:00Z,2015-02-05T02:52:56Z,,,,,,,,,CALCULATED
2015-02-05T04:00:00Z,2015-02-05T03:22:56Z,,,,,,,,,CALCULATED
2015-02-05T04:30:00Z,2015-02-05T03:52:56Z,,,,,,,,,CALCULATED
2015-02-05T05:00:00Z,2015-02-05T04:22:56Z,,,,,,,,,CALCULATED
2015-02-05T05:30:00Z,2015-02-05T04:52:56Z,,,,,,,,,CALCULATED
2015-02-05T06:00:00Z,2015-02-05T05:22:56Z,,,,,,,,,CALCULATED
2015-02-05T06:30:00Z,2015-02-05T05:52:56Z,,,,,,,,,CALCULATED
2015-02-05T07:00:00Z,2015-02-05T06:22:56Z,,,,,,,,,CALCULATED
2015-02-05T07:30:00Z,2015-02-05T06:52:56Z,,,,,,,,,CALCULATED
2015-02-05T08:00:00Z,2015-02-05T07:22:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-05T08:30:00Z,2015-02-05T07:52:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-05T09:00:00Z,2015-02-05T08:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T09:30:00Z,2015-02-05T08:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T10:00:00Z,2015-02-05T09:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T10:30:00Z,2015-02-05T09:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T11:00:00Z,2015-02-05T10:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T11:30:00Z,2015-02-05T10:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T12:00:00Z,2015-02-05T11:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T12:30:00Z,2015-02-05T11:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T13:00:00Z,2015-02-05T12:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T13:30:00Z,2015-02-05T12:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T14:00:00Z,2015-02-05T13:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T14:30:00Z,2015-02-05T13:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T15:00:00Z,2015-02-05T14:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T15:30:00Z,2015-02-05T14:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T16:00:00Z,2015-02-05T15:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T16:30:00Z,2015-02-05T15:52:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T17:00:00Z,2015-02-05T16:22:56Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-05T17:30:00Z,2015-02-05T16:52:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-05T18:00:00Z,2015-02-05T17:22:56Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-05T18:30:00Z,2015-02-05T17:52:56Z,,,,,,,,,CALCULATED
2015-02-05T19:00:00Z,2015-02-05T18:22:56Z,,,,,,,,,CALCULATED
2015-02-05T19:30:00Z,2015-02-05T18:52:56Z,,,,,,,,,CALCULATED
2015-02-05T20:00:00Z,2015-02-05T19:22:56Z,,,,,,,,,CALCULATED
2015-02-05T20:30:00Z,2015-02-05T19:52:56Z,,,,,,,,,CALCULATED
2015-02-05T21:00:00Z,2015-02-05T20:22:56Z,,,,,,,,,CALCULATED
2015-02-05T21:30:00Z,2015-02-05T20:52:56Z,,,,,,,,,CALCULATED
2015-02-05T22:00:00Z,2015-02-05T21:22:56Z,,,,,,,,,CALCULATED
2015-02-05T22:30:00Z,2015-02-05T21:52:56Z,,,,,,,,,CALCULATED
2015-02-05T23:00:00Z,2015-02-05T22:22:56Z,,,,,,,,,CALCULATED
2015-02-05T23:30:00Z,2015-02-05T22:52:56Z,,,,,,,,,CALCULATED
2015-02-06T00:00:00Z,2015-02-05T23:22:56Z,,,,,,,,,CALCULATED
2015-02-06T00:30:00Z,2015-02-05T23:52:52Z,,,,,,,,,CALCULATED
2015-02-06T01:00:00Z,2015-02-06T00:22:52Z,,,,,,,,,CALCULATED
2015-02-06T01:30:00Z,2015-02-06T00:52:52Z,,,,,,,,,CALCULATED
2015-02-06T02:00:00Z,2015-02-06T01:22:52Z,,,,,,,,,CALCULATED
2015-02-06T02:30:00Z,2015-02-06T01:52:52Z,,,,,,,,,CALCULATED
2015-02-06T03:00:00Z,2015-02-06T02:22:52Z,,,,,,,,,CALCULATED
2015-02-06T03:30:00Z,2015-02-06T02:52:52Z,,,,,,,,,CALCULATED
2015-02-06T04:00:00Z,2015-02-06T03:22:52Z,,,,,,,,,CALCULATED
2015-02-06T04:30:00Z,2015-02-06T03:52:52Z,,,,,,,,,CALCULATED
2015-02-06T05:00:00Z,2015-02-06T04:22:52Z,,,,,,,,,CALCULATED
2015-02-06T05:30:00Z,2015-02-06T04:52:52Z,,,,,,,,,CALCULATED
2015-02-06T06:00:00Z,2015-02-06T05:22:52Z,,,,,,,,,CALCULATED
2015-02-06T06:30:00Z,2015-02-06T05:52:52Z,,,,,,,,,CALCULATED
2015-02-06T07:00:00Z,2015-02-06T06:22:52Z,,,,,,,,,CALCULATED
2015-02-06T07:30:00Z,2015-02-06T06:52:52Z,,,,,OUT_WARN,,,,CALCULATED
2015-02-06T08:00:00Z,2015-02-06T07:22:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T08:30:00Z,2015-02-06T07:52:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T09:00:00Z,2015-02-06T08:22:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T09:30:00Z,2015-02-06T08:52:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T10:00:00Z,2015-02-06T09:22:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T10:30:00Z,2015-02-06T09:52:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T11:00:00Z,2015-02-06T10:22:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T11:30:00Z,2015-02-06T10:52:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T12:00:00Z,2015-02-06T11:22:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T12:30:00Z,2015-02-06T11:52:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T13:00:00Z,2015-02-06T12:22:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T13:30:00Z,2015-02-06T12:52:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T14:00:00Z,2015-02-06T13:22:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T14:30:00Z,2015-02-06T13:52:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T15:00:00Z,2015-02-06T14:22:52Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-06T15:30:00Z,2015-02-06T14:52:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T16:00:00Z,2015-02-06T15:22:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T16:30:00Z,2015-02-06T15:52:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T17:00:00Z,2015-02-06T16:22:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T17:30:00Z,2015-02-06T16:52:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T18:00:00Z,2015-02-06T17:22:52Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-06T18:30:00Z,2015-02-06T17:52:52Z,,,,,,,,,CALCULATED
2015-02-06T19:00:00Z,2015-02-06T18:22:52Z,,,,,,,,,CALCULATED
2015-02-06T19:30:00Z,2015-02-06T18:52:52Z,,,,,,,,,CALCULATED
2015-02-06T20:00:00Z,2015-02-06T19:22:52Z,,,,,,,,,CALCULATED
2015-02-06T20:30:00Z,2015-02-06T19:52:52Z,,,,,,,,,CALCULATED
2015-02-06T21:00:00Z,2015-02-06T20:22:52Z,,,,,,,,,CALCULATED
2015-02-06T21:30:00Z,2015-02-06T20:52:52Z,,,,,,,,,CALCULATED
2015-02-06T22:00:00Z,2015-02-06T21:22:52Z,,,,,,,,,CALCULATED
2015-02-06T22:30:00Z,2015-02-06T21:52:52Z,,,,,,,,,CALCULATED
2015-02-06T23:00:00Z,2015-02-06T22:22:52Z,,,,,,,,,CALCULATED
2015-02-06T23:30:00Z,2015-02-06T22:52:52Z,,,,,,,,,CALCULATED
2015-02-07T00:00:00Z,2015-02-06T23:22:52Z,,,,,,,,,CALCULATED
2015-02-07T00:30:00Z,2015-02-06T23:52:49Z,,,,,,,,,CALCULATED
2015-02-07T01:00:00Z,2015-02-07T00:22:49Z,,,,,,,,,CALCULATED
2015-02-07T01:30:00Z,2015-02-07T00:52:49Z,,,,,,,,,CALCULATED
2015-02-07T02:00:00Z,2015-02-07T01:22:49Z,,,,,,,,,CALCULATED
2015-02-07T02:30:00Z,2015-02-07T01:52:49Z,,,,,,,,,CALCULATED
2015-02-07T03:00:00Z,2015-02-07T02:22:49Z,,,,,,,,,CALCULATED
2015-02-07T03:30:00Z,2015-02-07T02:52:49Z,,,,,,,,,CALCULATED
2015-02-07T04:00:00Z,2015-02-07T03:22:49Z,,,,,,,,,CALCULATED
2015-02-07T04:30:00Z,2015-02-07T03:52:49Z,,,,,,,,,CALCULATED
2015-02-07T05:00:00Z,2015-02-07T04:22:49Z,,,,,,,,,CALCULATED
2015-02-07T05:30:00Z,2015-02-07T04:52:49Z,,,,,,,,,CALCULATED
2015-02-07T06:00:00Z,2015-02-07T05:22:49Z,,,,,,,,,CALCULATED
2015-02-07T06:30:00Z,2015-02-07T05:52:49Z,,,,,,,,,CALCULATED
2015-02-07T07:00:00Z,2015-02-07T06:22:49Z,,,,,,,,,CALCULATED
2015-02-07T07:30:00Z,2015-02-07T06:52:49Z,,,,,OUT_WARN,,,,CALCULATED
2015-02-07T08:00:00Z,2015-02-07T07:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T08:30:00Z,2015-02-07T07:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T09:00:00Z,2015-02-07T08:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T09:30:00Z,2015-02-07T08:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T10:00:00Z,2015-02-07T09:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T10:30:00Z,2015-02-07T09:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T11:00:00Z,2015-02-07T10:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T11:30:00Z,2015-02-07T10:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T12:00:00Z,2015-02-07T11:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T12:30:00Z,2015-02-07T11:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T13:00:00Z,2015-02-07T12:22:49Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-07T13:30:00Z,2015-02-07T12:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T14:00:00Z,2015-02-07T13:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T14:30:00Z,2015-02-07T13:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T15:00:00Z,2015-02-07T14:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T15:30:00Z,2015-02-07T14:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T16:00:00Z,2015-02-07T15:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T16:30:00Z,2015-02-07T15:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T17:00:00Z,2015-02-07T16:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T17:30:00Z,2015-02-07T16:52:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T18:00:00Z,2015-02-07T17:22:49Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-07T18:30:00Z,2015-02-07T17:52:49Z,,,,,,,,,CALCULATED
2015-02-07T19:00:00Z,2015-02-07T18:22:49Z,,,,,,,,,CALCULATED
2015-02-07T19:30:00Z,2015-02-07T18:52:49Z,,,,,,,,,CALCULATED
2015-02-07T20:00:00Z,2015-02-07T19:22:49Z,,,,,,,,,CALCULATED
2015-02-07T20:30:00Z,2015-02-07T19:52:49Z,,,,,,,,,CALCULATED
2015-02-07T21:00:00Z,2015-02-07T20:22:49Z,,,,,,,,,CALCULATED
2015-02-07T21:30:00Z,2015-02-07T20:52:49Z,,,,,,,,,CALCULATED
2015-02-07T22:00:00Z,2015-02-07T21:22:49Z,,,,,,,,,CALCULATED
2015-02-07T22:30:00Z,2015-02-07T21:52:49Z,,,,,,,,,CALCULATED
2015-02-07T23:00:00Z,2015-02-07T22:22:49Z,,,,,,,,,CALCULATED
2015-02-07T23:30:00Z,2015-02-07T22:52:49Z,,,,,,,,,CALCULATED
2015-02-08T00:00:00Z,2015-02-07T23:22:49Z,,,,,,,,,CALCULATED
2015-02-08T00:30:00Z,2015-02-07T23:52:47Z,,,,,,,,,CALCULATED
2015-02-08T01:00:00Z,2015-02-08T00:22:47Z,,,,,,,,,CALCULATED
2015-02-08T01:30:00Z,2015-02-08T00:52:47Z,,,,,,,,,CALCULATED
2015-02-08T02:00:00Z,2015-02-08T01:22:47Z,,,,,,,,,CALCULATED
2015-02-08T02:30:00Z,2015-02-08T01:52:47Z,,,,,,,,,CALCULATED
2015-02-08T03:00:00Z,2015-02-08T02:22:47Z,,,,,,,,,CALCULATED
2015-02-08T03:30:00Z,2015-02-08T02:52:47Z,,,,,,,,,CALCULATED
2015-02-08T04:00:00Z,2015-02-08T03:22:47Z,,,,,,,,,CALCULATED
2015-02-08T04:30:00Z,2015-02-08T03:52:47Z,,,,,,,,,CALCULATED
2015-02-08T05:00:00Z,2015-02-08T04:22:47Z,,,,,,,,,CALCULATED
2015-02-08T05:30:00Z,2015-02-08T04:52:47Z,,,,,,,,,CALCULATED
2015-02-08T06:00:00Z,2015-02-08T05:22:47Z,,,,,,,,,CALCULATED
2015-02-08T06:30:00Z,2015-02-08T05:52:47Z,,,,,,,,,CALCULATED
2015-02-08T07:00:00Z,2015-02-08T06:22:47Z,,,,,,,,,CALCULATED
2015-02-08T07:30:00Z,2015-02-08T06:52:47Z,,,,,OUT_WARN,,,,CALCULATED
2015-02-08T08:00:00Z,2015-02-08T07:22:47Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-08T08:30:00Z,2015-02-08T07:52:47Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-08T09:00:00Z,2015-02-08T08:22:47Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-08T09:30:00Z,2015-02-08T08:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T10:00:00Z,2015-02-08T09:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T10:30:00Z,2015-02-08T09:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T11:00:00Z,2015-02-08T10:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T11:30:00Z,2015-02-08T10:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T12:00:00Z,2015-02-08T11:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T12:30:00Z,2015-02-08T11:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T13:00:00Z,2015-02-08T12:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T13:30:00Z,2015-02-08T12:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T14:00:00Z,2015-02-08T13:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T14:30:00Z,2015-02-08T13:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T15:00:00Z,2015-02-08T14:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T15:30:00Z,2015-02-08T14:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T16:00:00Z,2015-02-08T15:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T16:30:00Z,2015-02-08T15:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T17:00:00Z,2015-02-08T16:22:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T17:30:00Z,2015-02-08T16:52:47Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-08T18:00:00Z,2015-02-08T17:22:47Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-08T18:30:00Z,2015-02-08T17:52:47Z,,,,,OUT_WARN,,,,CALCULATED
2015-02-08T19:00:00Z,2015-02-08T18:22:47Z,,,,,,,,,CALCULATED
2015-02-08T19:30:00Z,2015-02-08T18:52:47Z,,,,,,,,,CALCULATED
2015-02-08T20:00:00Z,2015-02-08T19:22:47Z,,,,,,,,,CALCULATED
2015-02-08T20:30:00Z,2015-02-08T19:52:47Z,,,,,,,,,CALCULATED
2015-02-08T21:00:00Z,2015-02-08T20:22:47Z,,,,,,,,,CALCULATED
2015-02-08T21:30:00Z,2015-02-08T20:52:47Z,,,,,,,,,CALCULATED
2015-02-08T22:00:00Z,2015-02-08T21:22:47Z,,,,,,,,,CALCULATED
2015-02-08T22:30:00Z,2015-02-08T21:52:47Z,,,,,,,,,CALCULATED
2015-02-08T23:00:00Z,2015-02-08T22:22:47Z,,,,,,,,,CALCULATED
2015-02-08T23:30:00Z,2015-02-08T22:52:47Z,,,,,,,,,CALCULATED
2015-02-09T00:00:00Z,2015-02-08T23:22:47Z,,,,,,,,,CALCULATED
2015-02-09T00:30:00Z,2015-02-08T23:52:45Z,,,,,,,,,CALCULATED
2015-02-09T01:00:00Z,2015-02-09T00:22:45Z,,,,,,,,,CALCULATED
2015-02-09T01:30:00Z,2015-02-09T00:52:45Z,,,,,,,,,CALCULATED
2015-02-09T02:00:00Z,2015-02-09T01:22:45Z,,,,,,,,,CALCULATED
2015-02-09T02:30:00Z,2015-02-09T01:52:45Z,,,,,,,,,CALCULATED
2015-02-09T03:00:00Z,2015-02-09T02:22:45Z,,,,,,,,,CALCULATED
2015-02-09T03:30:00Z,2015-02-09T02:52:45Z,,,,,,,,,CALCULATED
2015-02-09T04:00:00Z,2015-02-09T03:22:45Z,,,,,,,,,CALCULATED
2015-02-09T04:30:00Z,2015-02-09T03:52:45Z,,,,,,,,,CALCULATED
2015-02-09T05:00:00Z,2015-02-09T04:22:45Z,,,,,,,,,CALCULATED
2015-02-09T05:30:00Z,2015-02-09T04:52:45Z,,,,,,,,,CALCULATED
2015-02-09T06:00:00Z,2015-02-09T05:22:45Z,,,,,,,,,CALCULATED
2015-02-09T06:30:00Z,2015-02-09T05:52:45Z,,,,,,,,,CALCULATED
2015-02-09T07:00:00Z,2015-02-09T06:22:45Z,,,,,,,,,CALCULATED
2015-02-09T07:30:00Z,2015-02-09T06:52:45Z,,,,,OUT_WARN,,,,CALCULATED
2015-02-09T08:00:00Z,2015-02-09T07:22:45Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-09T08:30:00Z,2015-02-09T07:52:45Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-09T09:00:00Z,2015-02-09T08:22:45Z,,,,OUT_WARN,OUT_WARN,,,,CALCULATED
2015-02-09T09:30:00Z,2015-02-09T08:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T10:00:00Z,2015-02-09T09:22:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T10:30:00Z,2015-02-09T09:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T11:00:00Z,2015-02-09T10:22:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T11:30:00Z,2015-02-09T10:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T12:00:00Z,2015-02-09T11:22:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T12:30:00Z,2015-02-09T11:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T13:00:00Z,2015-02-09T12:22:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T13:30:00Z,2015-02-09T12:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T14:00:00Z,2015-02-09T13:22:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T14:30:00Z,2015-02-09T13:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T15:00:00Z,2015-02-09T14:22:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T15:30:00Z,2015-02-09T14:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T16:00:00Z,2015-02-09T15:22:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
2015-02-09T16:30:00Z,2015-02-09T15:52:45Z,,,,OUT_WARN,OUT_WARN,OUT_WARN,,,CALCULATED
