TIMESTAMP,solar_TIMESTAMP,AUT_TSC_Psy_Js_1,AUT_TSC_Psy_Js_2,AUT_TSC_Psy_Js_3,AUT_TSC_Psy_Js_4,AUT_TSC_Psy_Js_5,AUT_TSC_Psy_Js_6
2012-03-13T23:00:00Z,2012-03-13T23:34:19Z,0.021405137839241018,0.0171966034853804,0.001199367484810527,0.270005041836545,0.04038283897841994,0
2012-03-13T23:30:00Z,2012-03-14T00:04:37Z,0.020092786793633185,0.02301804112246113,0,0.3362223106791029,0.0055497909555562094,0.43821414472800235
2012-03-14T00:00:00Z,2012-03-14T00:34:37Z,0,0.013060514067585186,0.015538381589539914,0.3148151552204517,0.0033680959833650194,0.3349861585545181
2012-03-14T00:30:00Z,2012-03-14T01:04:37Z,0.021405137839241018,0.015794136326052973,0.006613164223574968,0.3516988036650095,0.0033680959833650194,0.5176575052505236
2012-03-14T01:00:00Z,2012-03-14T01:34:37Z,0.03530553502895071,0.014414994365670328,0.048145715952507266,0.4118648181036621,0.030656897085678644,0.5435581781323675
2012-03-14T01:30:00Z,2012-03-14T02:04:37Z,0.033858116829703376,0.038793232778537225,0.10657141704378914,0.4608123956436269,0.06301850036446638,0.6500217166204394
2012-03-14T02:00:00Z,2012-03-14T02:34:37Z,0.0187966018249463,0.03229680473142612,0.10657141704378914,0.49076688145284736,0.024479804356618045,0.5886335344546224
2012-03-14T02:30:00Z,2012-03-14T03:04:37Z,0.02958803223372154,0.0577250364018593,0.14243426400342013,0.5519436260207785,0.09519865225499294,0.8508503211693905
2012-03-14T03:00:00Z,2012-03-14T03:34:37Z,0.04882118823780728,0.02301804112246113,0.18802207467513166,0.5553907226459159,0.11118438337364955,0.9646697811529501
2012-03-14T03:30:00Z,2012-03-14T04:04:37Z,0.02958803223372154,0.05417731588578516,0.1919349212235752,0.5588428308895106,0.05584962209667704,0.7568221942218021
2012-03-14T04:00:00Z,2012-03-14T04:34:37Z,0.022733048202009127,0.04380969288319887,0.24838890048394313,0.5936370444118307,0.07973123334442982,0.896780038024547
2012-03-14T04:30:00Z,2012-03-14T05:04:37Z,0.022733048202009127,0.038793232778537225,0.24838890048394313,0.61121818840416,0.09914833245744864,0.6229862071299699
