st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code
52,E,20,6.5,684,"Naturally regenerated, unmanaged",18,1.3,SMEAR2,Soil is haplic podzol on glacial till (FAO-Unesco),37,29,60,SAND,Gentle slope (<2 %),NA,FIN_HYY_SME
