TIMESTAMP,solar_TIMESTAMP,ta,rh,vpd,sw_in,ppfd_in,netrad,ws,precip,swc_shallow,swc_deep,ext_rad
2010-06-17T04:00:00Z,2010-06-16T22:43:22Z,21.71,100,0,NA,0.6,NA,0,0,NA,NA,0
2010-06-17T05:00:00Z,2010-06-16T23:43:22Z,21.71,100,0,NA,0.6,NA,0,0,NA,NA,0
2010-06-17T06:00:00Z,2010-06-17T00:43:10Z,21.71,100,0,NA,0.6,NA,0,0,NA,NA,0
2010-06-17T07:00:00Z,2010-06-17T01:43:10Z,21.33,100,0,NA,0.6,NA,0,0,NA,NA,0
2010-06-17T08:00:00Z,2010-06-17T02:43:10Z,21.33,100,0,NA,0.6,NA,0,0,NA,NA,0
2010-06-17T09:00:00Z,2010-06-17T03:43:10Z,20.95,100,0,NA,3.1,NA,0,0,NA,NA,0
2010-06-17T10:00:00Z,2010-06-17T04:43:10Z,20.95,100,0,NA,29.4,NA,0,0,NA,NA,0
2010-06-17T11:00:00Z,2010-06-17T05:43:10Z,22.09,100,3.5527136788005e-16,NA,324.4,NA,0,0,NA,NA,234.83738163646598
2010-06-17T12:00:00Z,2010-06-17T06:43:10Z,24.79,100,NA,NA,578.1,NA,0.19,0,NA,NA,490.2396602676164
2010-06-17T13:00:00Z,2010-06-17T07:43:10Z,28.31,75.75,0.930973313347511,NA,768.1,NA,0.37,0,NA,NA,733.3828745596878
2010-06-17T14:00:00Z,2010-06-17T08:43:10Z,29.5,64,1.48038660952249,NA,1011.9,NA,0.835,0,NA,NA,947.7021686336172
2010-06-17T16:00:00Z,2010-06-17T10:43:10Z,29.9,61.25,1.63048722863079,NA,1115.6,NA,0.93,0,NA,NA,1234.4229083475338
2010-06-17T17:00:00Z,2010-06-17T11:43:10Z,30.71,56.75,1.90605832289512,NA,1158.1,NA,0.93,0,NA,NA,1287.290660004751
2010-06-17T18:00:00Z,2010-06-17T12:43:10Z,31.12,53.75,2.08637282609541,NA,1038.1,NA,0.93,0,NA,NA,1273.597892867158
2010-06-17T18:10:00Z,2010-06-17T12:53:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264.8434803850894
2010-06-17T18:20:00Z,2010-06-17T13:03:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1254.2725830957047
2010-06-17T18:30:00Z,2010-06-17T13:13:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241.905317277065
2010-06-17T18:40:00Z,2010-06-17T13:23:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227.7652176676447
2010-06-17T18:50:00Z,2010-06-17T13:33:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1211.8791926800202
2010-06-17T19:00:00Z,2010-06-17T13:43:10Z,31.12,54.25,2.06381744419167,NA,851.9,NA,0.74,0,NA,NA,1194.2774731944437
2010-06-17T19:10:00Z,2010-06-17T13:53:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174.993555029845
