st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code
NA,NA,NA,NA,NA,"Naturally regenerated, unmanaged",27,NA,HL2 Helen Lake Flux Tower,"R. Poyatos:Another dataset for USA_SYL_HL measured in 2002 (USA_SYL_HL1). Basal area present there measured in ~ 2002, presumably.",NA,NA,NA,NA,NA,NA,USA_SYL_HL2
