TIMESTAMP,solar_TIMESTAMP,SWE_SKY_68Y_Psy_Jt_1,SWE_SKY_68Y_Psy_Jt_2,SWE_SKY_68Y_Psy_Jt_3,SWE_SKY_68Y_Pab_Jt_4,SWE_SKY_68Y_Pab_Jt_5,SWE_SKY_68Y_Pab_Jt_6,SWE_SKY_68Y_Psy_Jt_7,SWE_SKY_68Y_Psy_Jt_8,SWE_SKY_68Y_Pab_Jt_9,SWE_SKY_68Y_Pab_Jt_10,SWE_SKY_68Y_Pab_Jt_11,SWE_SKY_68Y_Psy_Jt_12
2001-01-02T01:30:00Z,2001-01-02T02:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T02:00:00Z,2001-01-02T03:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T02:30:00Z,2001-01-02T03:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T03:00:00Z,2001-01-02T04:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T03:30:00Z,2001-01-02T04:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T04:00:00Z,2001-01-02T05:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T04:30:00Z,2001-01-02T05:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T05:00:00Z,2001-01-02T06:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T05:30:00Z,2001-01-02T06:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T06:00:00Z,2001-01-02T07:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T06:30:00Z,2001-01-02T07:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T07:00:00Z,2001-01-02T08:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T07:30:00Z,2001-01-02T08:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T08:00:00Z,2001-01-02T09:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T08:30:00Z,2001-01-02T09:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T09:00:00Z,2001-01-02T10:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T09:30:00Z,2001-01-02T10:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T10:00:00Z,2001-01-02T11:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T10:30:00Z,2001-01-02T11:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T11:00:00Z,2001-01-02T12:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T11:30:00Z,2001-01-02T12:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T12:00:00Z,2001-01-02T13:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T12:30:00Z,2001-01-02T13:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T13:00:00Z,2001-01-02T14:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T13:30:00Z,2001-01-02T14:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T14:00:00Z,2001-01-02T15:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T14:30:00Z,2001-01-02T15:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T15:00:00Z,2001-01-02T16:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T15:30:00Z,2001-01-02T16:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T16:00:00Z,2001-01-02T17:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T16:30:00Z,2001-01-02T17:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T17:00:00Z,2001-01-02T18:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T17:30:00Z,2001-01-02T18:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T18:00:00Z,2001-01-02T19:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T18:30:00Z,2001-01-02T19:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T19:00:00Z,2001-01-02T20:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T19:30:00Z,2001-01-02T20:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T20:00:00Z,2001-01-02T21:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T20:30:00Z,2001-01-02T21:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T21:00:00Z,2001-01-02T22:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T21:30:00Z,2001-01-02T22:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T22:00:00Z,2001-01-02T23:06:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T22:30:00Z,2001-01-02T23:36:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T23:00:00Z,2001-01-03T00:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-02T23:30:00Z,2001-01-03T00:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T00:00:00Z,2001-01-03T01:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T00:30:00Z,2001-01-03T01:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T01:00:00Z,2001-01-03T02:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T01:30:00Z,2001-01-03T02:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T02:00:00Z,2001-01-03T03:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T02:30:00Z,2001-01-03T03:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T03:00:00Z,2001-01-03T04:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T03:30:00Z,2001-01-03T04:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T04:00:00Z,2001-01-03T05:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T04:30:00Z,2001-01-03T05:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T05:00:00Z,2001-01-03T06:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T05:30:00Z,2001-01-03T06:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T06:00:00Z,2001-01-03T07:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T06:30:00Z,2001-01-03T07:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T07:00:00Z,2001-01-03T08:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T07:30:00Z,2001-01-03T08:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T08:00:00Z,2001-01-03T09:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T08:30:00Z,2001-01-03T09:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T09:00:00Z,2001-01-03T10:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T09:30:00Z,2001-01-03T10:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T10:00:00Z,2001-01-03T11:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T10:30:00Z,2001-01-03T11:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T11:00:00Z,2001-01-03T12:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T11:30:00Z,2001-01-03T12:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T12:00:00Z,2001-01-03T13:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T12:30:00Z,2001-01-03T13:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T13:00:00Z,2001-01-03T14:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T13:30:00Z,2001-01-03T14:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T14:00:00Z,2001-01-03T15:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T14:30:00Z,2001-01-03T15:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T15:00:00Z,2001-01-03T16:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T15:30:00Z,2001-01-03T16:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T16:00:00Z,2001-01-03T17:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T16:30:00Z,2001-01-03T17:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T17:00:00Z,2001-01-03T18:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T17:30:00Z,2001-01-03T18:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T18:00:00Z,2001-01-03T19:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T18:30:00Z,2001-01-03T19:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T19:00:00Z,2001-01-03T20:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T19:30:00Z,2001-01-03T20:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T20:00:00Z,2001-01-03T21:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T20:30:00Z,2001-01-03T21:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T21:00:00Z,2001-01-03T22:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T21:30:00Z,2001-01-03T22:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T22:00:00Z,2001-01-03T23:05:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T22:30:00Z,2001-01-03T23:35:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T23:00:00Z,2001-01-04T00:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-03T23:30:00Z,2001-01-04T00:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T00:00:00Z,2001-01-04T01:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T00:30:00Z,2001-01-04T01:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T01:00:00Z,2001-01-04T02:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T01:30:00Z,2001-01-04T02:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T02:00:00Z,2001-01-04T03:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T02:30:00Z,2001-01-04T03:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T03:00:00Z,2001-01-04T04:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T03:30:00Z,2001-01-04T04:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T04:00:00Z,2001-01-04T05:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T04:30:00Z,2001-01-04T05:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T05:00:00Z,2001-01-04T06:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T05:30:00Z,2001-01-04T06:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T06:00:00Z,2001-01-04T07:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T06:30:00Z,2001-01-04T07:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T07:00:00Z,2001-01-04T08:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T07:30:00Z,2001-01-04T08:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T08:00:00Z,2001-01-04T09:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T08:30:00Z,2001-01-04T09:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T09:00:00Z,2001-01-04T10:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T09:30:00Z,2001-01-04T10:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T10:00:00Z,2001-01-04T11:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T10:30:00Z,2001-01-04T11:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T11:00:00Z,2001-01-04T12:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T11:30:00Z,2001-01-04T12:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T12:00:00Z,2001-01-04T13:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T12:30:00Z,2001-01-04T13:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T13:00:00Z,2001-01-04T14:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T13:30:00Z,2001-01-04T14:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T14:00:00Z,2001-01-04T15:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T14:30:00Z,2001-01-04T15:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T15:00:00Z,2001-01-04T16:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T15:30:00Z,2001-01-04T16:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T16:00:00Z,2001-01-04T17:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T16:30:00Z,2001-01-04T17:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T17:00:00Z,2001-01-04T18:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T17:30:00Z,2001-01-04T18:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T18:00:00Z,2001-01-04T19:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T18:30:00Z,2001-01-04T19:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T19:00:00Z,2001-01-04T20:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T19:30:00Z,2001-01-04T20:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T20:00:00Z,2001-01-04T21:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T20:30:00Z,2001-01-04T21:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T21:00:00Z,2001-01-04T22:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T21:30:00Z,2001-01-04T22:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T22:00:00Z,2001-01-04T23:05:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T22:30:00Z,2001-01-04T23:35:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T23:00:00Z,2001-01-05T00:05:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-04T23:30:00Z,2001-01-05T00:35:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T00:00:00Z,2001-01-05T01:05:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T00:30:00Z,2001-01-05T01:35:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T01:00:00Z,2001-01-05T02:05:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T01:30:00Z,2001-01-05T02:35:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T02:00:00Z,2001-01-05T03:05:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T02:30:00Z,2001-01-05T03:35:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T03:00:00Z,2001-01-05T04:05:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T03:30:00Z,2001-01-05T04:35:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T04:00:00Z,2001-01-05T05:05:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-01-05T04:30:00Z,2001-01-05T05:35:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
