TIMESTAMP,solar_TIMESTAMP,ta,rh,sw_in,netrad,ws,precip,ppfd_in,vpd,ext_rad
2000-12-31T23:30:00Z,2001-01-01T00:36:46Z,-3.40403,96.8667,0,-2.25214,3.19524,NA,0,0.014875255961547656,0
2001-01-01T00:00:00Z,2001-01-01T01:06:46Z,-3.3793,96.9667,0,-2.48915,3.24176,NA,0,0.014427278579460254,0
2001-01-01T00:30:00Z,2001-01-01T01:36:46Z,-3.36195,97,0,-2.8537,3.22495,NA,0,0.014287494786883551,0
2001-01-01T01:00:00Z,2001-01-01T02:06:46Z,-3.32106,97.1333,0,-3.08743,3.4638,NA,0,0.013694625148702691,0
2001-01-01T01:30:00Z,2001-01-01T02:36:46Z,-3.30607,97.5833,0,-2.53774,3.44794,NA,0,0.011557907702040281,0
2001-01-01T02:00:00Z,2001-01-01T03:06:46Z,-3.28913,97.65,0,-2.79407,3.01066,NA,0,0.011253209402669774,0
2001-01-01T02:30:00Z,2001-01-01T03:36:46Z,-3.4613,96.7667,0,-4.92036,2.95406,NA,0,0.015284101441703161,0
2001-01-01T03:00:00Z,2001-01-01T04:06:46Z,-3.63136,95.9667,0,-4.39257,3.44687,NA,0,0.018823500214108835,0
2001-01-01T03:30:00Z,2001-01-01T04:36:46Z,-3.75125,95.8167,0,-16.9801,3.2604,NA,0,0.019348103802191343,0
2001-01-01T04:00:00Z,2001-01-01T05:06:46Z,-3.73998,96.15,0,-9.68994,2.32505,NA,0,0.017821687970998246,0
2001-01-01T04:30:00Z,2001-01-01T05:36:46Z,-3.56929,96.5667,0,-2.95323,2.91719,NA,0,0.016098289262940595,0
2001-01-01T05:00:00Z,2001-01-01T06:06:46Z,-3.57033,96.6167,0,-3.6266,2.60583,NA,0,0.015862604981295537,0
2001-01-01T05:30:00Z,2001-01-01T06:36:46Z,-3.68943,96.6833,0,-4.41877,1.79064,NA,0,0.015411596891145747,0
2001-01-01T06:00:00Z,2001-01-01T07:06:46Z,-3.84573,96.7167,0,-7.4427,1.68986,NA,0,0.015077785108569424,0
2001-01-01T06:30:00Z,2001-01-01T07:36:46Z,-3.96957,96.8,0,-7.76863,1.61203,NA,0,0.014558603632336117,0
2001-01-01T07:00:00Z,2001-01-01T08:06:46Z,-4.10082,96.7667,0,-3.40255,2.12953,NA,0,0.014565016262617367,0
