sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
64.2,evergreen,Eucalyptus dives,2,AUS_ELL_HB_HIG
1.4,evergreen,Eucalyptus radiata,1,AUS_ELL_HB_HIG
