sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
85.5,evergreen,Picea abies,13,RUS_FYO
13.5,cold deciduous,Betula sp.,2,RUS_FYO
1,evergreen,Pinus sylvestris,2,RUS_FYO
