TIMESTAMP,solar_TIMESTAMP,GBR_GUI_ST1_Psy_Js_1,GBR_GUI_ST1_Psy_Js_2,GBR_GUI_ST1_Psy_Js_3,GBR_GUI_ST1_Psy_Js_4,GBR_GUI_ST1_Psy_Js_5,GBR_GUI_ST1_Psy_Js_6,GBR_GUI_ST1_Psy_Js_7,GBR_GUI_ST1_Psy_Js_8,GBR_GUI_ST1_Psy_Js_9,GBR_GUI_ST1_Psy_Js_10,GBR_GUI_ST1_Psy_Js_11,GBR_GUI_ST1_Psy_Js_12,GBR_GUI_ST1_Psy_Js_13,GBR_GUI_ST1_Psy_Js_14,GBR_GUI_ST1_Psy_Js_15
2003-05-05T00:00:00Z,2003-05-04T23:43:50Z,0.20320435166202502,0.06278759119856483,NA,0.16189998138242173,0.11920377995696016,NA,NA,0.33273267131053796,0.23428528635155974,NA,NA,NA,NA,NA,0.12381957989600545
2003-05-05T00:15:00Z,2003-05-04T23:58:50Z,0.18376629282634213,0.03241351738858403,NA,0.13251341642910733,0.0821570635821654,NA,NA,0.32757467220699554,0.223216411155507,NA,NA,NA,NA,NA,0.13275357439499855
2003-05-05T00:30:00Z,2003-05-05T00:13:54Z,0.16793294518285126,0.03899315567383956,NA,0.13701800529315036,0.08135119325016107,NA,NA,0.3257182411047421,0.18798422775091236,NA,NA,NA,NA,NA,0.11898322824924035
2003-05-05T00:45:00Z,2003-05-05T00:28:54Z,0.08290218081353004,0.02573290854465275,NA,0.07540760088070632,0.09669327572307997,NA,NA,0.3120003772997641,0.1642153115538025,NA,NA,NA,NA,NA,0.11686210082083044
2003-05-05T01:00:00Z,2003-05-05T00:43:54Z,0.08680469330314584,0.019926457203177865,NA,0.05500253571441984,0.07470927329622697,NA,NA,0.32239094894423714,0.1449823451349413,NA,NA,NA,NA,NA,0.10008605057147422
2003-05-05T01:15:00Z,2003-05-05T00:58:54Z,0.09029165785302744,0.002110382363221844,NA,0.016235442277718254,0.07454844670889628,NA,NA,0.31360918534018306,0.14428420746912288,NA,NA,NA,NA,NA,0.08290582837149672
2003-05-05T01:30:00Z,2003-05-05T01:13:54Z,0.12109259769113592,0.0035600825394500003,NA,0.0482706818823834,0.07261141576147812,NA,NA,0.3074198477366941,0.10960718759585891,NA,NA,NA,NA,NA,0.07845469874774856
2003-05-05T01:45:00Z,2003-05-05T01:28:54Z,0.2095108872562379,0.0034430350555250066,NA,0.027262821719459266,0.07134599286082333,NA,NA,0.25344475552803203,0.10786623604291837,NA,NA,NA,NA,NA,0.0443878539681744
2003-05-05T02:00:00Z,2003-05-05T01:43:54Z,0.22056370149315674,0.0030233103849347976,NA,0.06703401694332817,0.07421808580471656,NA,NA,0.29993708681696984,0.11565850394634372,NA,NA,NA,NA,NA,0.0660440983738122
2003-05-05T02:15:00Z,2003-05-05T01:58:54Z,0.30674806419342027,0.005945861214262296,NA,0.03691376330691384,0.07239940923056004,NA,NA,0.2707153286425441,0.10376925646788179,NA,NA,NA,NA,NA,0.015588638851613726
2003-05-05T02:30:00Z,2003-05-05T02:13:54Z,0.11841544858292315,0.017015324867763842,NA,0.04405077016067628,0.046653139600177675,NA,NA,0.3117018260839259,0.10038739663683828,NA,NA,NA,NA,NA,0.015584148190850723
2003-05-05T02:45:00Z,2003-05-05T02:28:54Z,0.07291394837989523,0.024398108104351647,NA,0.060047870488050596,0.05374525910721156,NA,NA,0.3174230353082328,0.07177528852051608,NA,NA,NA,NA,NA,0.006628683826989324
2003-05-05T03:00:00Z,2003-05-05T02:43:54Z,0.057511768333873316,0.032231043490353266,NA,0.03331570333153215,0.08335982503660896,NA,NA,0.3218534701269894,0.07757735862612528,NA,NA,NA,NA,NA,0
2003-05-05T03:15:00Z,2003-05-05T02:58:54Z,0.07832659642176491,0.045457131203014686,NA,0.03998138939146008,0.08728122751226604,NA,NA,0.35693323694572604,0.07395425939858291,NA,NA,NA,NA,NA,0
2003-05-05T03:30:00Z,2003-05-05T03:13:54Z,0.054427969785982314,0.05339473195664016,NA,0.03565827400451011,0.08472132667225475,NA,NA,0.32131145689079327,0.07763652409360969,NA,NA,NA,NA,NA,0.007668472825338697
2003-05-05T03:45:00Z,2003-05-05T03:28:54Z,0.0649568548895688,0.0464007710011158,NA,0.03571625752189002,0.05435555617644372,NA,NA,0.36796421184650635,0.03939418046372292,NA,NA,NA,NA,NA,0.02285370902692829
2003-05-05T04:00:00Z,2003-05-05T03:43:54Z,0.08033807875140432,0.06469396133184505,NA,0.0072046949890955765,0.10957346463567204,NA,NA,0.3751268006408652,0.07852494506426856,NA,NA,NA,NA,NA,0.01555492081885578
2003-05-05T04:15:00Z,2003-05-05T03:58:54Z,0.06248407147098408,0.07127049263690124,NA,0.021335420362895676,0.08245493842661172,NA,NA,0.38071705786368476,0.08346819302139707,NA,NA,NA,NA,NA,0.01209083738131134
2003-05-05T04:30:00Z,2003-05-05T04:13:54Z,0.04268885925249072,0.05427644533631172,NA,0.024980260188596365,0.0800653019908518,NA,NA,0.37474392514025884,0.0397593266438448,NA,NA,NA,NA,NA,0.028065657293553745
2003-05-05T04:45:00Z,2003-05-05T04:28:54Z,0.051824393707146484,0.04800171389217768,NA,0,0.04825499918389848,NA,NA,0.37192374102941644,0.04080217423670352,NA,NA,NA,NA,NA,0.0030534213378081744
2003-05-05T05:00:00Z,2003-05-05T04:43:54Z,0.020216925898122025,0.04206748225914144,NA,0,0.07245196169704993,NA,NA,0.4106352120075144,0.03321778300926764,NA,NA,NA,NA,NA,0.025887489984398448
