st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code,st_USDA_soil_texture
122.5,Flat,13.3,NA,67,"Naturally regenerated, unmanaged",5.2,NA,ST3,"GWlevel 12m; very low groundwater level, no understory vegetation; Populus euphratica is a phreatophytic tree species; tree cover 6% due to very low  groundwater level",NA,NA,1200,SAND,Flat,drought,CHN_YIN_ST3_DRO,sand
