sp_basal_area_perc,sp_leaf_habit,sp_name,sp_ntrees,si_code
33,cold deciduous,Elaeagnus angustifolia,2,UZB_YAN_DIS
33,cold deciduous,Populus euphratica,2,UZB_YAN_DIS
