st_age,st_aspect,st_basal_area,st_clay_perc,st_density,st_growth_condition,st_height,st_lai,st_name,st_remarks,st_sand_perc,st_silt_perc,st_soil_depth,st_soil_texture,st_terrain,st_treatment,si_code,st_USDA_soil_texture
35,S,30.5,26,655,"Naturally regenerated, unmanaged",15,5.5,HF2,Non-thinned stand adjacent to HF1 (See USA_HIL_HF1) for which pre- and post-thinning datasets exist.,43,31,150,LOAM,Strong Slope (>10%),NA,USA_HIL_HF2,loam
