TIMESTAMP,TIMESTAMP_solar,USA_TNO_Aru_Js_1,USA_TNO_Aru_Js_2,USA_TNO_Aru_Js_3,USA_TNO_Ltu_Js_4,USA_TNO_Qal_Js_5,USA_TNO_Qal_Js_6,USA_TNO_Qpr_Js_7,USA_TNO_Qpr_Js_8,USA_TNO_Qru_Js_9
1998-03-31T14:00:00Z,1998-03-31T08:18:58Z,1.092349307656541,0.2496999773056756,0.7618246629274495,1.327977606493929,0.5812485666904694,0.4019963719287069,1.4008929701018829,1.7699965730991523,1.8355152751212382
1998-03-31T15:00:00Z,1998-03-31T09:18:58Z,1.0223135573819895,0.9113395754438439,0.7618246629274495,1.8480455543099519,0.7503576141706618,0.4019963719287069,1.7619018525041028,1.9337662226064511,3.174107917751541
1998-03-31T16:00:00Z,1998-03-31T10:18:58Z,1.236051692882686,1.1061572128840793,0.5734874804537885,2.6177091814866,0.9294530110988983,0.4663360349022708,2.0482961014570833,2.10193906830753,4.497562759567389
1998-03-31T17:00:00Z,1998-03-31T11:18:58Z,1.236051692882686,1.1783476899305223,0.9388996847671682,2.9284608278855275,1.1179074918032235,0.4019963719287069,2.450647245617625,2.10193906830753,6.151023232629469
1998-03-31T18:00:00Z,1998-03-31T12:18:58Z,1.2321811275897196,1.7986338086264992,1.4068341115999203,3.251303700513584,1.2155026678021124,0.46471949193772905,2.450647245617625,2.1876677468877217,7.065328677951497
1998-03-31T19:00:00Z,1998-03-31T13:18:58Z,1.5954700919191998,1.8813609232595279,1.4629389167471472,3.361617977352317,1.41722009311965,0.8005749031168081,2.660551020578042,2.238180289071778,7.709280184242023
1998-03-31T20:00:00Z,1998-03-31T14:18:58Z,1.6580734654207607,2.036927061596408,1.4496759556628542,3.700717350214881,1.41722009311965,0.8685260612607602,2.876269232295412,2.5327839135906,8.381937293234449
1998-03-31T21:00:00Z,1998-03-31T15:18:58Z,1.6477448920838405,1.9525270633763028,1.4323276336812378,3.251303700513584,1.2155026678021124,1.327977606493929,3.325209255344177,2.702179481001021,10.006254947487726
1998-03-31T22:00:00Z,1998-03-31T16:18:58Z,1.7151362409308029,1.6261331293168195,1.8055942370934441,2.319011748845666,1.2155026678021124,1.4853396212774161,2.986312185784539,2.7924175998854404,8.729372808753366
1998-03-31T23:00:00Z,1998-03-31T17:18:58Z,1.411164892930473,1.3932775729607787,1.8832672404684287,1.669150559071381,0.9294530110988983,1.3187738027695481,2.5548726456903172,2.612964186412761,7.22368254774684
1998-04-01T00:00:00Z,1998-03-31T18:18:58Z,1.411164892930473,1.1709324065140108,2.0415945478273883,1.16590735584031,0.7477476976629457,1.1578720508621438,1.951359444871293,2.437600545174422,6.151023232629469
1998-04-01T01:00:00Z,1998-03-31T19:18:58Z,1.2657098414658894,1.0992139676852497,2.122242235862451,1.0097119829018064,0.5792404678478933,1.0027919020032043,1.66939590267426,2.2663276225448326,5.295974037675762
1998-04-01T02:00:00Z,1998-03-31T20:18:58Z,1.1946516037623895,0.8887289154768215,2.0415945478273883,0.7869093319512139,0.5792404678478933,1.0795926275757741,1.66939590267426,2.437600545174422,5.859561335047249
1998-04-01T03:00:00Z,1998-03-31T21:18:58Z,1.1946516037623895,0.8222616719575692,6.795456896817697,0.4490962980430149,0.6599129159415978,1.3187738027695481,1.8558924374380856,2.437600545174422,5.295974037675762
